present_state,next_state_0,next_state_1
S560,S583/0,S295/0
S496,S560/0,S371/0
S583,S15/0,S375/0
S68,S445/0,S374/0
S403,S303/0,S524/0
S168,S281/0,S123/0
S516,S148/0,S354/0
S438,S492/0,S350/0
S229,S403/0,S524/0
S550,S579/0,S563/0
S180,S151/0,S64/0
S303,S583/0,S323/0
S28,S573/0,S98/0
S511,S579/0,S132/0
S332,S539/0,S425/0
S190,S560/0,S439/0
S176,S190/0,S13/0
S345,S573/0,S425/0
S126,S475/0,S230/0
S376,S438/0,S354/0
S333,S322/0,S294/0
S360,S186/0,S374/0
S47,S541/0,S456/0
S552,S543/0,S323/0
S388,S390/0,S123/0
S442,S126/0,S264/0
S318,S243/0,S139/0
S160,S236/0,S581/0
S15,S249/0,S139/0
S573,S475/0,S254/0
S70,S363/0,S240/0
S437,S71/0,S425/0
S226,S148/0,S257/0
S206,S496/0,S257/0
S281,S552/0,S295/0
S179,S333/0,S323/0
S322,S200/0,S562/0
S475,S540/0,S74/0
S446,S303/0,S334/0
S258,S419/0,S25/0
S467,S318/0,S510/0
S288,S126/0,S187/0
S540,S333/0,S581/0
S399,S550/0,S335/0
S137,S243/0,S507/0
S167,S186/0,S398/0
S225,S500/0,S335/0
S557,S186/0,S264/0
S539,S333/0,S100/0
S419,S200/0,S551/0
S486,S236/0,S153/0
S445,S500/0,S538/0
S247,S281/0,S24/0
S363,S167/0,S295/0
S148,S160/0,S563/0
S492,S71/0,S480/0
S170,S419/0,S515/0
S351,S71/0,S551/0
S536,S332/0,S450/0
S175,S388/0,S74/0
S390,S419/0,S334/0
S420,S579/0,S561/0
S14,S540/0,S374/0
S103,S249/0,S98/0
S249,S70/0,S518/0
S151,S258/0,S211/0
S414,S28/0,S334/0
S413,S175/0,S561/0
S500,S243/0,S439/0
S164,S318/0,S374/0
S426,S103/0,S24/0
S243,S258/0,S211/0
S289,S190/0,S13/0
S543,S28/0,S393/0
S418,S281/0,S259/0
S236,S137/0,S361/0
S499,S560/0,S259/0
S186,S536/0,S350/0
S495,S446/0,S561/0
S71,S332/0,S67/0
S541,S442/0,S444/0
S331,S414/0,S450/0
S200,S492/0,S323/0
S401,S331/0,S64/0
S579,S557/0,S444/0
S197,S538/0,S546/1
S129,S25/0,S553/1
S185,S340/0,S286/1
S519,S74/0,S366/1
S302,S335/0,S35/1
S93,S393/0,S223/1
S1,S230/0,S89/1
S530,S139/0,S41/1
S347,S425/0,S379/1
S130,S510/0,S498/1
S383,S350/0,S95/1
S69,S350/0,S329/1
S111,S24/0,S286/1
S434,S76/0,S178/1
S359,S524/0,S325/1
S473,S187/0,S4/1
S373,S524/0,S152/1
S22,S517/0,S171/1
S101,S46/0,S128/1
S443,S100/0,S146/1
S79,S297/0,S91/1
S165,S515/0,S440/1
S8,S518/0,S513/1
S478,S291/0,S309/1
S203,S240/0,S72/1
S140,S538/0,S520/1
S87,S456/0,S178/1
S10,S24/0,S571/1
S109,S562/0,S280/1
S183,S361/0,S193/1
S207,S46/0,S224/1
S578,S100/0,S189/1
S50,S139/0,S498/1
S577,S291/0,S329/1
S144,S524/0,S287/1
S122,S74/0,S216/1
S290,S181/0,S233/1
S80,S63/0,S133/1
S574,S211/0,S133/1
S483,S115/0,S239/1
S344,S444/0,S106/1
S260,S515/0,S99/1
S508,S444/0,S223/1
S405,S393/0,S35/1
S372,S562/0,S4/1
