present_state,next_state_0,next_state_1
S185,S569/0,S512/0
S552,S237/0,S851/0
S614,S724/0,S614/0
S202,S428/0,S239/0
S655,S426/0,S34/0
S30,S616/0,S636/0
S835,S499/0,S289/0
S763,S232/0,S890/0
S526,S699/0,S183/0
S239,S241/0,S362/0
S499,S701/0,S622/0
S472,S710/0,S655/0
S349,S465/0,S228/0
S794,S523/0,S418/0
S183,S831/0,S724/0
S660,S701/0,S465/0
S291,S34/0,S527/0
S371,S641/0,S459/0
S193,S835/0,S185/0
S604,S527/0,S51/0
S360,S720/0,S591/0
S523,S21/0,S199/0
S17,S9/0,S860/0
S226,S873/0,S878/0
S760,S860/0,S183/0
S57,S112/0,S122/0
S710,S669/0,S172/0
S752,S837/0,S655/0
S532,S392/0,S730/0
S55,S622/0,S533/0
S853,S860/0,S526/0
S68,S713/0,S723/0
S809,S74/0,S185/0
S679,S426/0,S661/0
S465,S229/0,S461/0
S533,S715/0,S266/0
S288,S211/0,S34/0
S715,S730/0,S228/0
S755,S653/0,S199/0
S48,S487/0,S151/0
S699,S526/0,S648/0
S261,S553/0,S860/0
S64,S118/0,S851/0
S146,S487/0,S371/0
S837,S446/0,S553/0
S172,S261/0,S319/0
S122,S158/0,S569/0
S290,S838/0,S226/0
S229,S74/0,S720/0
S96,S833/0,S215/0
S512,S794/0,S370/0
S19,S204/0,S679/0
S730,S729/0,S512/0
S819,S755/0,S832/0
S861,S622/0,S460/0
S553,S724/0,S670/0
S241,S861/0,S64/0
S461,S776/0,S760/0
S485,S33/0,S533/0
S669,S653/0,S433/0
S232,S720/0,S525/0
S263,S428/0,S427/0
S304,S833/0,S735/0
S661,S553/0,S261/0
S51,S648/0,S17/0
S873,S579/0,S375/0
S729,S485/0,S616/0
S204,S64/0,S709/0
S151,S453/0,S427/0
S720,S211/0,S527/0
S418,S51/0,S472/0
S636,S193/0,S701/0
S382,S735/0,S446/0
S370,S9/0,S239/0
S487,S523/0,S35/0
S648,S305/0,S183/0
S701,S349/0,S211/0
S118,S472/0,S55/0
S527,S177/0,S730/0
S838,S460/0,S291/0
S215,S713/0,S652/0
S405,S760/0,S185/0
S460,S861/0,S266/0
S833,S569/0,S723/0
S99,S202/0,S362/0
S112,S724/0,S655/0
S735,S21/0,S266/0
S106,S730/0,S33/0
S653,S405/0,S35/0
S375,S838/0,S106/0
S591,S349/0,S485/0
S436,S289/0,S68/0
S266,S304/0,S428/0
S446,S237/0,S724/0
S728,S55/0,S426/0
S158,S715/0,S655/0
S579,S51/0,S752/0
S319,S406/0,S239/0
S601,S485/0,S533/0
S781,S735/0,S436/0
S355,S487/0,S526/0
S237,S19/0,S735/0
S33,S523/0,S436/0
S289,S226/0,S781/0
S252,S669/0,S715/0
S569,S811/0,S241/0
S228,S428/0,S436/0
S832,S831/0,S720/0
S723,S229/0,S460/0
S713,S418/0,S699/0
S177,S280/0,S360/0
S616,S776/0,S873/0
S427,S230/0,S459/0
S890,S280/0,S241/0
S74,S809/0,S426/0
S365,S199/0,S291/0
S595,S763/0,S794/0
S9,S64/0,S459/0
S143,S158/0,S652/0
S860,S525/0,S143/0
S34,S614/0,S758/0
S878,S832/0,S291/0
S670,S660/0,S636/0
S362,S614/0,S280/0
S652,S835/0,S579/0
S851,S723/0,S461/0
S864,S33/0,S670/0
S827,S729/0,S64/0
S21,S228/0,S669/0
S184,S202/0,S229/0
S406,S459/0,S202/0
S459,S211/0,S512/0
S709,S304/0,S728/0
S230,S579/0,S794/0
S35,S861/0,S648/0
S453,S660/0,S723/0
S831,S143/0,S730/0
S758,S304/0,S355/0
S428,S64/0,S229/0
S641,S51/0,S526/0
S622,S305/0,S604/0
S525,S648/0,S526/0
S433,S365/0,S239/0
S392,S827/0,S655/0
S426,S252/0,S864/0
S217,S864/0,S55/0
S776,S288/0,S177/0
S665,S553/0,S890/0
S350,S151/0,S595/0
S795,S499/0,S418/0
S811,S585/0,S614/0
S585,S670/0,S241/0
S211,S713/0,S226/0
S724,S552/0,S752/0
S199,S655/0,S648/0
S280,S51/0,S585/0
S305,S591/0,S199/0
S91,S359/0,S313/1
S52,S848/0,S39/1
S320,S852/0,S759/1
S387,S144/0,S88/1
S545,S658/0,S79/1
S880,S258/0,S391/1
S323,S442/0,S854/1
S338,S787/0,S110/1
S120,S686/0,S63/1
S245,S50/0,S175/1
S694,S298/0,S587/1
S94,S50/0,S88/1
S116,S608/0,S490/1
S121,S333/0,S25/1
S672,S340/0,S235/1
S389,S537/0,S368/1
S295,S749/0,S659/1
S784,S380/0,S722/1
S464,S65/0,S765/1
S287,S394/0,S235/1
S475,S786/0,S429/1
S267,S258/0,S743/1
S186,S409/0,S303/1
S783,S268/0,S79/1
S424,S246/0,S479/1
S6,S568/0,S175/1
S29,S317/0,S176/1
S495,S848/0,S881/1
S363,S95/0,S479/1
S574,S830/0,S876/1
S874,S458/0,S789/1
S165,S621/0,S198/1
S662,S868/0,S356/1
S777,S761/0,S391/1
S847,S737/0,S110/1
S345,S178/0,S883/1
S842,S476/0,S131/1
S482,S529/0,S302/1
S152,S298/0,S577/1
S741,S538/0,S368/1
S42,S359/0,S479/1
S774,S791/0,S682/1
S721,S205/0,S821/1
S547,S378/0,S587/1
S857,S166/0,S313/1
S826,S156/0,S881/1
S463,S476/0,S220/1
S725,S509/0,S659/1
S124,S529/0,S885/1
S687,S359/0,S393/1
S572,S761/0,S577/1
S238,S584/0,S854/1
S224,S84/0,S421/1
S257,S820/0,S79/1
S247,S166/0,S587/1
S593,S886/0,S220/1
S540,S298/0,S876/1
S767,S398/0,S490/1
S299,S816/0,S695/1
S269,S538/0,S587/1
S773,S580/0,S683/1
S631,S115/0,S695/1
S397,S170/0,S209/1
S343,S647/0,S806/1
S664,S380/0,S780/1
S570,S805/0,S577/1
S697,S376/0,S659/1
S788,S312/0,S368/1
S704,S80/0,S176/1
S390,S868/0,S393/1
S703,S712/0,S131/1
S194,S630/0,S90/1
S762,S607/0,S220/1
S385,S404/0,S25/1
S49,S147/0,S443/1
S744,S712/0,S806/1
S281,S378/0,S88/1
S882,S312/0,S168/1
S401,S115/0,S187/1
S352,S233/0,S443/1
S738,S255/0,S168/1
S447,S196/0,S845/1
S496,S634/0,S821/1
S87,S399/0,S587/1
S374,S893/0,S192/1
S676,S621/0,S789/1
S592,S508/0,S683/1
S254,S171/0,S131/1
S113,S836/0,S806/1
S746,S737/0,S256/1
S11,S787/0,S682/1
S133,S632/0,S39/1
S148,S285/0,S79/1
S214,S647/0,S168/1
S815,S674/0,S108/1
S162,S321/0,S59/1
S24,S153/0,S817/1
S126,S58/0,S88/1
S449,S314/0,S90/1
S7,S75/0,S722/1
S843,S484/0,S695/1
S331,S546/0,S682/1
S123,S805/0,S168/1
S575,S609/0,S680/1
S599,S868/0,S806/1
S293,S753/0,S844/1
S81,S332/0,S39/1
S448,S76/0,S192/1
S137,S647/0,S443/1
S747,S357/0,S88/1
S44,S279/0,S515/1
S628,S394/0,S780/1
S171,S664/1,S201/0
S153,S385/1,S808/0
S632,S880/1,S62/0
S23,S774/1,S236/0
S339,S186/1,S58/0
S10,S389/1,S508/0
S727,S847/1,S583/0
S825,S137/1,S634/0
S285,S773/1,S359/0
S216,S687/1,S163/0
S657,S137/1,S647/0
S548,S687/1,S649/0
S398,S299/1,S339/0
S136,S320/1,S787/0
S820,S338/1,S798/0
S268,S123/1,S111/0
S84,S694/1,S286/0
S227,S281/1,S409/0
S442,S390/1,S444/0
S796,S254/1,S255/0
S404,S390/1,S584/0
S692,S592/1,S650/0
S103,S121/1,S95/0
S546,S545/1,S336/0
S627,S570/1,S380/0
S484,S267/1,S757/0
S223,S124/1,S62/0
S312,S777/1,S692/0
S522,S475/1,S207/0
S658,S52/1,S796/0
S246,S762/1,S513/0
S50,S882/1,S508/0
S859,S11/1,S530/0
S634,S165/1,S398/0
S603,S254/1,S893/0
S538,S874/1,S609/0
S359,S676/1,S40/0
S520,S774/1,S886/0
S27,S287/1,S791/0
S377,S269/1,S742/0
S580,S352/1,S233/0
S834,S843/1,S884/0
S450,S287/1,S425/0
S529,S547/1,S188/0
S584,S747/1,S742/0
S286,S570/1,S793/0
S712,S540/1,S520/0
S275,S496/1,S43/0
S236,S574/1,S740/0
S573,S773/1,S513/0
S310,S694/1,S836/0
S630,S687/1,S634/0
S188,S165/1,S816/0
S605,S11/1,S170/0
S178,S295/1,S259/0
S403,S664/1,S435/0
S791,S6/1,S824/0
S737,S113/1,S740/0
S852,S247/1,S886/0
S167,S11/1,S178/0
S196,S6/1,S786/0
