present_state,next_state_0,next_state_1
S258,S324/1,S40/0
S382,S366/0,S523/0
S84,S941/0,S444/0
S795,S579/1,S580/0
S267,S939/1,S496/0
S149,S432/1,S943/0
S35,S634/1,S266/1
S844,S237/1,S772/1
S26,S137/0,S25/1
S89,S102/1,S701/1
S345,S635/1,S566/0
S260,S449/0,S617/1
S239,S632/1,S553/0
S73,S17/1,S645/1
S552,S55/0,S610/1
S834,S174/0,S485/1
S135,S553/0,S688/1
S79,S640/1,S553/0
S705,S741/0,S730/1
S311,S841/1,S390/1
S403,S447/0,S13/0
S507,S812/1,S613/1
S571,S340/1,S122/1
S218,S623/1,S330/0
S395,S722/1,S78/0
S673,S58/0,S299/0
S776,S500/0,S771/1
S640,S548/0,S370/1
S421,S25/1,S687/1
S255,S880/1,S926/1
S672,S653/1,S289/0
S353,S22/1,S272/1
S284,S399/0,S825/1
S586,S766/0,S894/0
S454,S499/0,S42/0
S854,S187/1,S351/0
S711,S552/1,S128/0
S324,S659/0,S106/1
S264,S38/1,S125/1
S28,S217/1,S267/0
S742,S404/0,S396/1
S527,S178/0,S439/0
S774,S288/1,S695/0
S865,S663/0,S398/1
S121,S19/0,S588/0
S687,S372/0,S625/1
S801,S227/1,S854/0
S139,S908/0,S164/1
S576,S387/0,S217/1
S125,S388/0,S753/0
S629,S947/0,S596/1
S919,S849/1,S10/1
S144,S210/1,S730/1
S853,S486/1,S414/0
S468,S160/0,S411/0
S155,S779/0,S761/1
S466,S751/1,S824/0
S315,S746/0,S718/0
S253,S604/0,S205/0
S849,S580/0,S860/1
S550,S237/1,S639/0
S106,S822/0,S152/1
S292,S827/0,S814/1
S426,S499/0,S831/0
S387,S117/1,S359/0
S1,S178/0,S464/0
S120,S22/1,S271/0
S847,S649/1,S131/1
S440,S916/1,S945/1
S225,S187/1,S480/0
S869,S257/1,S320/0
S123,S537/1,S200/1
S109,S19/0,S383/0
S422,S666/0,S235/0
S830,S106/1,S106/1
S900,S336/0,S785/0
S319,S24/1,S662/0
S24,S541/0,S861/1
S753,S934/1,S725/0
S823,S579/1,S580/0
S558,S22/1,S623/1
S352,S486/1,S759/0
S226,S654/0,S449/1
S443,S134/1,S428/0
S808,S886/0,S111/0
S430,S151/1,S786/1
S400,S399/0,S647/1
S920,S892/0,S768/0
S401,S638/0,S34/0
S404,S772/1,S423/0
S670,S461/0,S762/1
S140,S506/1,S57/0
S475,S611/1,S61/1
S587,S867/1,S632/1
S299,S738/0,S650/0
S432,S923/0,S390/1
S835,S60/1,S911/0
S768,S508/0,S44/0
S744,S236/1,S140/0
S247,S762/1,S392/0
S207,S742/1,S165/1
S925,S33/1,S210/1
S177,S665/0,S563/1
S489,S298/1,S326/0
S657,S164/1,S516/0
S764,S611/1,S691/1
S932,S473/1,S170/0
S420,S446/0,S670/1
S668,S240/0,S935/1
S306,S139/1,S532/0
S499,S630/1,S649/1
S272,S56/0,S537/1
S234,S895/1,S921/0
S441,S761/1,S946/0
S593,S318/0,S294/0
S570,S215/0,S332/0
S174,S131/1,S381/0
S126,S519/1,S55/0
S30,S25/1,S246/0
S71,S898/0,S286/0
S397,S765/0,S205/0
S569,S674/1,S466/0
S650,S6/0,S601/0
S367,S590/1,S304/0
S732,S429/0,S12/1
S133,S877/1,S640/1
S283,S261/1,S18/0
S840,S565/0,S554/1
S54,S156/0,S385/0
S545,S600/0,S632/1
S76,S748/1,S803/0
S501,S640/1,S613/1
S288,S414/0,S895/1
S328,S202/0,S617/1
S754,S897/1,S104/0
S118,S106/1,S871/0
S122,S789/0,S684/1
S266,S678/0,S897/1
S445,S214/1,S433/0
S685,S33/1,S372/0
S60,S52/0,S702/1
S262,S463/0,S813/1
S935,S904/0,S152/1
S897,S569/0,S613/1
S372,S349/1,S836/0
S300,S76/0,S9/1
S188,S76/0,S610/1
S858,S343/0,S721/1
S851,S434/1,S605/0
S889,S563/1,S595/0
S720,S754/0,S840/1
S786,S306/0,S70/1
S568,S149/0,S877/1
S29,S167/1,S341/0
S371,S38/1,S763/0
S597,S825/1,S502/0
S728,S552/1,S219/0
S375,S274/0,S916/1
S909,S290/0,S675/1
S217,S659/0,S939/1
S78,S451/0,S282/0
S2,S758/1,S24/1
S632,S516/0,S26/1
S924,S774/0,S862/1
S783,S43/1,S540/0
S396,S429/0,S227/1
S269,S572/1,S324/1
S821,S634/1,S377/1
S341,S435/1,S169/0
