present_state,next_state_0,next_state_1
S338,S350/1,S61/0
S18,S240/1,S82/1
S184,S181/1,S62/1
S103,S257/0,S134/0
S109,S111/0,S171/1
S84,S214/1,S336/0
S200,S48/1,S356/0
S118,S376/1,S308/1
S183,S352/0,S93/1
S354,S370/1,S84/0
S62,S86/0,S53/0
S34,S1/1,S308/1
S10,S195/0,S29/1
S194,S69/1,S317/1
S278,S341/0,S369/0
S282,S254/0,S46/0
S221,S330/1,S367/1
S330,S257/0,S291/0
S148,S288/0,S146/0
S346,S111/0,S347/1
S28,S332/1,S206/1
S273,S279/1,S201/0
S323,S314/0,S196/0
S277,S123/1,S342/1
S199,S279/0,S15/0
S4,S111/0,S48/1
S350,S260/1,S148/1
S135,S60/1,S51/0
S279,S372/0,S80/1
S112,S370/0,S190/0
S306,S52/0,S363/1
S309,S235/0,S272/0
S203,S156/0,S272/0
S14,S29/1,S9/0
S362,S241/1,S61/0
S92,S152/1,S342/1
S270,S370/0,S21/1
S372,S178/0,S104/1
S47,S287/0,S347/1
S191,S47/0,S185/0
S19,S347/0,S344/1
S172,S223/1,S160/0
S264,S237/1,S61/0
S65,S189/0,S98/1
S147,S77/0,S369/0
S315,S80/1,S17/1
S3,S110/1,S130/0
S179,S346/0,S146/0
S57,S335/0,S317/0
S225,S51/0,S361/0
S192,S186/0,S354/0
S25,S93/1,S265/0
S51,S46/1,S58/0
S139,S98/0,S66/1
S75,S358/0,S248/0
S358,S229/0,S64/1
S329,S344/1,S180/0
S122,S221/0,S29/1
S337,S275/1,S251/0
S8,S1/1,S84/1
S307,S259/1,S135/1
S325,S84/1,S231/0
S213,S375/1,S74/0
S145,S98/0,S221/1
S73,S220/0,S1/0
S320,S29/0,S223/1
S17,S129/1,S351/0
S356,S111/1,S310/0
S153,S130/1,S3/0
S40,S57/1,S147/1
S111,S102/1,S326/1
S67,S122/0,S218/0
S235,S111/0,S293/1
S352,S268/0,S182/1
S151,S189/1,S243/0
S24,S347/1,S72/0
S333,S129/1,S176/0
S167,S0/1,S323/1
S375,S351/0,S306/1
S290,S237/0,S327/1
S166,S279/1,S110/1
S68,S350/1,S9/0
S260,S155/0,S31/0
S241,S97/1,S26/1
S156,S327/0,S13/1
S224,S86/0,S168/1
S257,S344/0,S42/1
S108,S171/0,S66/1
S217,S344/0,S111/1
S250,S279/1,S137/0
S303,S350/1,S311/0
S332,S256/0,S316/0
S256,S135/0,S187/1
S71,S48/1,S38/0
S126,S77/0,S185/0
S119,S344/0,S287/1
S284,S287/1,S151/0
S300,S167/1,S343/0
S189,S126/1,S16/1
S212,S18/0,S351/1
S87,S142/0,S78/0
S76,S334/0,S123/1
S316,S76/0,S1/0
S182,S374/0,S176/1
S163,S361/1,S256/0
S266,S142/0,S107/0
S170,S287/1,S94/0
S102,S288/0,S124/0
S291,S373/0,S81/0
S180,S98/1,S12/0
S313,S56/0,S242/0
S302,S279/0,S112/0
S29,S16/1,S97/1
S154,S280/0,S88/0
S373,S144/0,S195/1
S297,S29/0,S40/1
S66,S50/1,S369/1
S201,S166/1,S256/0
S348,S135/1,S316/1
S340,S47/0,S107/0
S374,S141/1,S92/1
S1,S184/0,S268/0
S258,S237/0,S111/1
S246,S171/1,S180/0
S321,S208/1,S95/0
S208,S53/1,S234/1
S121,S145/0,S147/0
S9,S194/1,S180/0
S88,S117/0,S326/0
S345,S175/1,S14/0
S240,S376/1,S192/0
S371,S175/1,S61/0
S261,S144/0,S144/1
S289,S302/1,S55/1
S138,S361/1,S153/0
S366,S223/1,S41/0
S104,S231/1,S256/1
S369,S261/0,S228/0
S27,S247/0,S272/0
S116,S237/1,S343/0
S86,S249/1,S352/0
S177,S224/1,S169/0
S113,S58/1,S222/0
S89,S201/0,S169/0
S227,S174/0,S129/0
S187,S277/0,S248/0
S69,S346/0,S57/0
S63,S98/0,S275/1
S359,S187/1,S163/1
S16,S20/0,S267/0
S351,S250/1,S186/0
S288,S98/0,S194/1
S185,S20/0,S69/0
S93,S206/1,S222/0
S272,S156/0,S319/0
S173,S294/0,S101/1
S175,S203/1,S107/1
S52,S250/1,S8/1
S11,S48/0,S171/1
S169,S222/1,S60/1
S26,S11/0,S88/0
S61,S13/1,S172/0
S176,S28/0,S328/0
S150,S35/0,S103/0
S304,S376/1,S28/0
S301,S98/1,S216/0
S342,S302/0,S359/1
S82,S34/0,S249/1
S198,S60/1,S120/1
S218,S155/0,S45/0
S95,S268/0,S118/0
S370,S375/1,S138/0
S128,S175/0,S221/1
S7,S321/1,S110/1
S214,S220/1,S187/0
S267,S253/0,S107/0
S141,S178/0,S22/1
S206,S250/1,S118/1
S254,S205/0,S355/1
S361,S15/1,S169/1
S311,S195/1,S251/0
S56,S105/1,S37/1
S331,S11/0,S326/0
S38,S344/1,S337/0
S355,S321/0,S249/1
S168,S306/1,S174/1
S55,S165/1,S168/1
