present_state,next_state_0,next_state_1
S0,S0/0,S28/0
S35,S15/1,S13/0
S29,S3/1,S13/1
S20,S35/1,S21/0
S41,S3/1,S21/1
S21,S3/1,S41/1
S27,S2/1,S8/1
S9,S30/0,S17/1
S8,S25/0,S23/0
S10,S12/0,S39/0
S34,S31/0,S38/1
S17,S31/1,S1/1
S16,S0/0,S3/0
S18,S18/0,S18/1
S11,S15/0,S28/1
S32,S2/0,S12/0
S37,S39/1,S27/1
S38,S27/1,S18/0
S13,S11/1,S24/1
S19,S16/0,S28/0
S25,S38/1,S39/1
S15,S15/1,S36/0
S14,S9/0,S25/0
S2,S30/1,S10/1
S26,S32/1,S32/1
S28,S15/0,S28/1
S3,S4/0,S11/1
S5,S26/1,S31/0
S6,S17/0,S8/0
S4,S4/1,S24/0
S7,S0/0,S28/0
S12,S22/0,S17/0
S30,S5/1,S5/0
S22,S31/0,S34/1
S40,S3/1,S41/1
S24,S33/1,S21/1
S23,S18/1,S5/0
S1,S30/0,S8/1
S39,S22/1,S37/0
S33,S35/0,S11/1
S31,S38/0,S18/0
S36,S3/1,S41/1
