present_state,next_state_0,next_state_1
S888,S1407/0,S118/1
S1233,S1070/0,S1261/1
S116,S1443/0,S653/1
S1211,S1266/1,S1076/0
S1408,S414/1,S512/1
S394,S1377/0,S1402/0
S1347,S646/1,S1409/1
S4,S1778/1,S598/1
S323,S62/1,S944/0
S891,S852/0,S1703/1
S747,S1107/1,S785/1
S1200,S1805/1,S967/0
S644,S1133/0,S1330/0
S1396,S1643/1,S1373/0
S164,S809/1,S445/1
S425,S1014/0,S541/1
S1678,S1761/0,S1135/0
S739,S205/1,S1316/1
S1763,S11/1,S417/1
S1244,S799/1,S695/1
S560,S1360/1,S82/0
S413,S114/0,S1740/1
S1266,S1258/1,S1377/0
S1302,S1626/0,S198/1
S1208,S531/0,S1114/1
S1586,S54/1,S760/0
S163,S574/1,S1548/0
S1661,S460/1,S908/1
S724,S226/1,S1126/1
S615,S960/1,S1692/1
S283,S202/1,S911/1
S340,S149/0,S1737/0
S1484,S380/0,S1165/1
S1609,S1798/1,S455/1
S1745,S970/1,S717/1
S1510,S1296/0,S303/1
S193,S797/1,S720/1
S370,S791/0,S1479/0
S1738,S1204/1,S859/0
S455,S1767/1,S1129/0
S581,S206/0,S838/0
S430,S59/1,S337/0
S1377,S630/1,S1574/0
S932,S1180/0,S601/0
S1503,S1519/0,S1518/1
S1017,S1195/1,S1007/0
S278,S321/1,S1317/1
S706,S628/0,S455/0
S936,S112/1,S1363/1
S1003,S148/1,S783/0
S784,S745/1,S1765/1
S928,S1477/0,S671/0
S1631,S38/1,S1430/1
S1795,S1698/1,S716/1
S152,S569/0,S943/0
S15,S916/1,S373/1
S1054,S1454/1,S717/1
S1782,S604/1,S1019/0
S389,S420/0,S1531/1
S1514,S397/0,S259/0
S1493,S1182/0,S1370/0
S603,S1241/0,S1689/0
S580,S1386/0,S1209/1
S791,S341/1,S949/0
S318,S1094/1,S442/0
S976,S1276/1,S86/1
S279,S869/1,S1052/1
S408,S758/0,S170/0
S1207,S1468/0,S701/0
S743,S1429/1,S1634/0
S1817,S575/0,S1726/0
S1524,S1389/1,S676/1
S1452,S1157/1,S987/0
S222,S462/1,S372/0
S619,S1726/0,S1450/0
S1534,S484/0,S357/1
S1557,S1636/0,S810/0
S244,S1099/1,S538/1
S115,S1235/1,S1154/0
S196,S552/0,S1714/1
S173,S1024/0,S203/0
S720,S1647/1,S1499/1
S905,S1056/0,S762/0
S1150,S42/0,S714/1
S1140,S1413/0,S21/0
S595,S745/0,S977/1
S160,S605/0,S1730/1
S1737,S490/0,S215/1
S424,S1276/1,S123/1
S1741,S383/1,S1797/1
S1262,S146/0,S1358/1
S803,S126/1,S859/0
S1049,S1005/0,S6/0
S1612,S498/1,S442/0
S1476,S1214/0,S577/1
S1248,S599/0,S458/1
S1368,S1543/0,S789/1
S690,S534/0,S345/0
S1286,S1391/1,S794/0
S1619,S1511/1,S1105/0
S579,S175/1,S892/1
S778,S1249/0,S80/0
S499,S1231/1,S667/0
S1699,S1617/0,S1506/0
S1321,S1129/0,S1414/1
S614,S1641/1,S1135/0
S162,S584/0,S1039/0
S1787,S607/0,S456/1
S3,S607/0,S556/1
S1437,S963/0,S107/1
S782,S398/0,S1370/1
S70,S766/1,S1038/0
S113,S1078/1,S1628/1
S443,S282/1,S1447/0
S1335,S1352/0,S294/0
S1340,S714/1,S928/1
S1402,S804/1,S1492/1
S32,S291/0,S1034/1
S699,S1606/0,S969/1
S853,S1323/0,S1245/1
S1011,S477/0,S1345/1
S1483,S1465/0,S964/1
S842,S1649/0,S646/0
