present_state,next_state_0,next_state_1
S392,S1496/1,S954/0
S837,S712/0,S867/1
S722,S79/0,S1408/0
S1042,S71/1,S1361/0
S496,S984/0,S944/0
S1422,S702/0,S1514/0
S341,S714/0,S1077/0
S93,S1096/0,S1149/0
S564,S1334/0,S803/0
S160,S195/1,S1118/0
S67,S666/1,S1590/1
S484,S597/0,S162/1
S320,S575/0,S1137/1
S268,S360/0,S718/0
S1143,S911/1,S354/1
S780,S508/0,S781/0
S1051,S1404/0,S158/0
S1646,S75/0,S527/0
S66,S1547/1,S430/0
S1209,S1225/0,S1476/1
S1557,S162/1,S504/0
S568,S733/0,S1561/0
S585,S48/1,S153/0
S1203,S713/1,S103/1
S1639,S182/0,S1527/0
S397,S936/1,S323/0
S1222,S721/1,S997/0
S73,S1568/0,S67/1
S1464,S461/0,S1276/0
S271,S508/0,S111/0
S1400,S1163/1,S125/0
S1514,S512/1,S613/0
S554,S628/1,S1528/1
S380,S1121/1,S784/1
S987,S1416/1,S1615/1
S1223,S1099/0,S781/0
S1386,S429/1,S1096/0
S1189,S398/1,S1003/0
S1468,S1452/0,S1560/0
S1130,S532/1,S432/0
S1055,S652/0,S838/0
S1360,S1260/0,S879/0
S1603,S659/1,S1545/0
S1118,S1141/0,S384/1
S134,S374/1,S284/1
S241,S1408/1,S1368/0
S119,S388/0,S564/0
S1611,S245/0,S653/0
S238,S1383/0,S236/1
S1409,S687/1,S1342/1
S1637,S816/1,S1624/0
S931,S556/0,S1342/1
S1309,S854/0,S890/0
S1450,S109/1,S1094/0
S1121,S200/0,S1507/0
S1210,S1138/1,S539/0
S1314,S156/0,S1460/1
S587,S722/0,S888/1
S938,S1096/0,S677/0
S1253,S304/1,S322/0
S798,S416/0,S1184/0
S1170,S50/0,S1545/0
S1242,S928/1,S1062/0
S649,S807/0,S346/0
S1039,S1081/1,S1353/1
S1516,S149/1,S625/1
S1382,S1461/0,S1327/0
S1279,S796/1,S1082/0
S1485,S1606/1,S75/0
S825,S1302/0,S1641/0
S1600,S1127/0,S1494/1
S933,S1187/0,S1580/1
S142,S222/1,S691/1
S63,S525/0,S288/0
S770,S606/0,S1392/1
S1119,S546/0,S338/1
S350,S99/0,S128/1
S688,S898/0,S982/0
S757,S549/1,S1426/1
S660,S1638/0,S1558/1
S373,S489/0,S888/1
S433,S1563/0,S473/0
S1144,S556/0,S1308/1
S1282,S1235/0,S155/0
S984,S1633/0,S1318/1
S237,S287/1,S625/1
S112,S1273/1,S472/0
S1280,S247/0,S78/1
S794,S581/0,S1052/0
S1460,S825/1,S451/1
S975,S413/1,S1164/1
S643,S51/1,S517/0
S1285,S1262/1,S1280/0
S562,S788/0,S296/1
S1050,S99/0,S650/0
S431,S102/1,S430/0
S506,S1588/0,S338/1
S57,S1489/0,S352/0
S607,S1170/0,S586/1
S339,S985/0,S1331/0
S728,S1557/0,S509/0
S509,S1317/1,S1551/0
S1377,S496/0,S784/1
S1297,S126/1,S417/0
S997,S819/1,S688/1
S1407,S877/1,S1040/0
S1117,S984/0,S1514/0
S862,S117/1,S1173/0
