present_state,next_state_0,next_state_1
S199,S139/1,S97/0
S51,S328/0,S381/0
S386,S218/1,S209/1
S141,S450/0,S43/0
S382,S441/0,S307/1
S205,S179/0,S35/0
S96,S259/1,S275/0
S9,S455/0,S324/0
S1,S70/0,S166/1
S287,S217/0,S365/0
S191,S293/0,S204/0
S240,S358/0,S301/0
S135,S203/1,S100/0
S39,S3/1,S117/0
S77,S425/1,S66/0
S140,S56/0,S274/1
S160,S225/0,S386/1
S250,S288/0,S379/0
S164,S334/0,S159/1
S251,S40/0,S365/1
S311,S185/1,S65/1
S109,S442/1,S443/0
S258,S455/0,S392/0
S372,S252/0,S257/0
S409,S348/1,S279/0
S108,S76/0,S274/1
S385,S214/0,S5/1
S212,S117/1,S99/1
S34,S161/0,S319/0
S35,S443/1,S195/0
S417,S4/0,S197/0
S259,S135/0,S117/1
S90,S277/0,S319/0
S268,S154/0,S304/0
S246,S95/1,S177/0
S395,S398/0,S392/1
S299,S413/0,S319/0
S327,S383/0,S206/1
S13,S168/0,S66/1
S343,S13/1,S339/0
S248,S422/0,S369/1
S445,S386/1,S242/1
S447,S110/0,S244/0
S384,S183/0,S361/1
S79,S415/1,S136/0
S2,S349/1,S434/1
S350,S447/1,S421/1
S63,S441/0,S454/1
S123,S364/0,S315/0
S207,S25/0,S218/0
S114,S221/0,S100/1
S47,S201/0,S339/1
S319,S254/1,S191/1
S193,S341/1,S9/1
S245,S161/1,S92/0
S233,S458/0,S115/0
S12,S424/0,S453/1
S431,S137/0,S381/0
S390,S243/0,S282/0
S208,S218/1,S127/1
S338,S184/0,S69/0
S441,S318/1,S394/0
S407,S286/0,S155/1
S91,S46/1,S133/1
S437,S135/0,S10/1
S60,S136/1,S233/1
S326,S167/1,S179/0
S59,S14/0,S236/1
S192,S343/0,S204/1
S278,S84/1,S46/0
S242,S101/0,S257/0
S25,S283/0,S174/1
S295,S32/1,S130/0
S134,S293/0,S10/0
S341,S46/1,S90/1
S260,S398/0,S279/1
S10,S100/1,S235/1
S310,S277/0,S204/0
