present_state,next_state_0,next_state_1
S138,S180/1,S195/0
S68,S39/0,S123/0
S154,S55/0,S178/0
S156,S26/0,S126/0
S160,S85/1,S88/0
S142,S50/0,S128/1
S49,S112/0,S15/1
S126,S163/1,S147/0
S37,S138/0,S123/0
S95,S127/1,S93/0
S94,S3/1,S178/0
S92,S192/0,S122/0
S175,S14/1,S175/1
S5,S56/0,S45/0
S51,S58/1,S92/0
S76,S17/0,S137/0
S122,S125/1,S132/0
S61,S63/0,S176/1
S33,S23/0,S16/0
S144,S85/1,S111/0
S157,S161/0,S116/1
S170,S39/1,S67/1
S77,S139/1,S31/0
S140,S39/1,S183/1
S109,S116/0,S44/0
S25,S193/1,S150/1
S158,S54/1,S170/1
S91,S197/0,S176/1
S197,S90/1,S86/1
S38,S15/0,S144/0
S148,S188/0,S154/1
S54,S106/1,S74/0
S36,S179/1,S23/0
S183,S110/1,S196/1
S146,S123/1,S121/1
S163,S121/0,S192/1
S65,S31/1,S159/0
S46,S55/1,S31/1
S172,S146/0,S116/1
S169,S79/0,S14/0
S166,S166/1,S81/1
S155,S193/0,S102/0
S141,S181/1,S146/1
S34,S102/0,S192/0
S177,S90/0,S15/0
S42,S192/1,S48/1
S171,S110/0,S128/0
S139,S31/1,S179/1
S79,S104/1,S177/0
S182,S90/1,S150/1
S106,S67/0,S7/1
S136,S126/1,S161/1
S97,S17/1,S148/0
S108,S188/0,S21/1
S132,S90/0,S181/0
S71,S170/0,S123/1
S11,S183/0,S181/1
S69,S55/1,S139/0
S152,S187/0,S192/0
S88,S116/0,S173/0
S39,S142/1,S82/0
S70,S83/0,S57/0
S135,S27/0,S173/1
S85,S197/0,S14/1
S96,S190/1,S2/1
S189,S162/0,S40/1
S198,S144/1,S53/1
S145,S13/0,S87/1
S105,S126/1,S53/1
S134,S83/0,S123/0
S78,S126/1,S10/1
S98,S102/0,S40/0
S8,S26/0,S187/0
S137,S22/1,S87/1
S129,S31/1,S9/0
S161,S123/1,S4/1
S18,S7/0,S123/0
S10,S144/1,S99/1
S153,S23/0,S32/1
S6,S24/1,S167/0
S174,S143/0,S32/1
S124,S79/1,S197/1
S23,S45/1,S186/1
S16,S165/1,S65/0
S13,S151/0,S108/1
S83,S35/1,S164/0
S191,S178/1,S41/1
S125,S53/0,S110/1
S93,S95/0,S7/0
S194,S166/1,S77/0
S45,S81/1,S154/1
S185,S71/1,S118/0
S41,S22/1,S94/1
S130,S144/0,S187/0
S119,S2/0,S168/0
S195,S14/0,S1/0
S32,S178/1,S59/0
S179,S56/1,S36/1
S128,S115/1,S88/0
S114,S22/0,S65/1
S31,S77/0,S36/0
S14,S142/1,S133/0
S15,S106/1,S120/0
S143,S191/0,S46/0
S4,S79/1,S198/1
S102,S91/1,S68/0
S24,S108/1,S143/0
S164,S160/0,S7/0
S117,S54/0,S26/0
S20,S26/0,S160/0
S35,S99/0,S185/1
S99,S51/1,S141/1
S62,S102/0,S192/0
S186,S3/1,S3/1
S120,S116/0,S54/0
S26,S35/1,S147/0
S50,S7/1,S99/1
S58,S170/0,S192/1
S111,S176/0,S110/0
S147,S116/0,S14/0
S74,S128/0,S138/0
S81,S151/0,S94/0
S48,S123/1,S42/1
S75,S57/0,S15/0
S82,S54/0,S44/0
S87,S186/1,S119/0
S9,S77/1,S149/1
S173,S135/1,S18/0
S44,S125/1,S34/0
S60,S27/0,S40/1
S12,S69/1,S191/1
S22,S36/0,S46/0
S113,S14/0,S102/0
S127,S86/0,S15/1
S193,S60/1,S120/0
S168,S178/0,S32/0
S30,S79/0,S138/0
S80,S10/0,S15/1
S27,S57/1,S27/1
S21,S107/0,S179/1
S121,S122/1,S131/1
S72,S121/0,S144/1
S66,S194/1,S174/0
S184,S144/1,S158/1
S118,S83/0,S95/0
S84,S193/0,S40/0
S63,S192/1,S136/1
S149,S65/0,S17/0
S190,S43/0,S143/1
S187,S91/1,S93/0
S150,S144/1,S112/1
S115,S197/0,S187/1
S17,S17/0,S194/1
S188,S186/0,S107/1
S89,S44/0,S126/0
S116,S71/1,S34/0
S107,S178/0,S12/1
S162,S176/1,S141/1
S3,S194/1,S143/1
S53,S193/1,S196/1
S67,S57/1,S112/1
S64,S57/0,S14/0
S28,S90/0,S39/0
S192,S172/1,S177/0
S47,S55/0,S76/1
S180,S124/0,S57/1
S133,S192/0,S7/0
S167,S151/0,S168/0
S86,S128/1,S197/1
S90,S35/1,S28/0
S40,S58/1,S103/0
S55,S33/1,S31/0
S73,S149/1,S194/0
S112,S7/1,S10/1
S1,S49/1,S19/0
S176,S189/1,S37/0
S57,S125/1,S88/0
S43,S96/1,S188/1
S104,S63/0,S95/1
S181,S80/1,S75/0
S0,S116/0,S192/0
S165,S16/0,S55/0
S196,S102/1,S198/1
S2,S174/1,S159/0
S178,S143/1,S139/0
S103,S15/0,S90/0
S131,S138/1,S112/1
S59,S188/0,S66/0
S52,S17/1,S114/0
S100,S144/1,S146/1
S29,S14/1,S170/1
S56,S56/1,S77/1
S7,S135/1,S38/0
S19,S44/0,S192/0
S101,S193/1,S86/1
S110,S85/1,S20/0
S159,S12/0,S36/0
S123,S115/1,S109/0
S151,S5/1,S97/1
