present_state,next_state_0,next_state_1
S13,S32/0,S5/1
S6,S86/1,S84/0
S17,S99/0,S93/1
S114,S132/0,S25/1
S51,S99/1,S129/0
S44,S33/1,S135/0
S46,S130/1,S117/1
S102,S126/0,S127/0
S117,S4/1,S12/1
S21,S84/1,S20/0
S47,S126/0,S19/0
S14,S1/0,S135/0
S54,S76/0,S13/1
S23,S95/0,S123/0
S76,S38/0,S32/1
S5,S54/0,S0/1
S61,S2/0,S104/0
S24,S121/1,S90/0
S8,S77/0,S26/0
S60,S110/1,S56/0
S34,S129/0,S90/0
S132,S132/0,S124/1
S89,S25/0,S76/1
S83,S118/1,S112/1
S48,S127/0,S127/1
S4,S0/0,S113/1
S50,S65/1,S123/0
S108,S33/1,S20/0
S109,S124/1,S122/1
S99,S34/0,S112/1
S93,S136/1,S91/0
S0,S130/0,S5/1
S86,S7/0,S71/0
S116,S74/1,S31/1
S122,S25/1,S109/1
S57,S99/0,S90/1
S39,S110/1,S92/0
S25,S5/0,S9/1
S105,S23/1,S97/0
S80,S2/1,S47/1
S1,S40/1,S33/0
S126,S112/1,S64/0
S128,S49/0,S136/0
S82,S54/1,S122/1
S33,S22/0,S110/0
S56,S108/0,S75/0
S96,S34/1,S57/1
S10,S123/1,S92/0
S118,S70/1,S48/1
S129,S53/0,S69/1
S9,S114/0,S25/1
S16,S97/1,S135/0
S7,S20/1,S33/0
S36,S75/1,S135/0
S66,S32/1,S79/1
S95,S75/1,S40/0
S58,S87/1,S46/1
S115,S56/1,S92/0
S125,S133/0,S8/0
S31,S107/1,S35/1
S42,S11/1,S75/0
S69,S15/0,S74/0
S127,S31/0,S51/0
S37,S78/1,S80/0
S64,S43/1,S52/0
S94,S68/1,S43/1
S65,S73/0,S40/0
S103,S100/1,S93/1
S30,S135/1,S84/0
S19,S112/0,S98/0
S98,S55/1,S17/1
S73,S110/1,S56/0
S124,S132/0,S114/1
S78,S80/1,S74/1
S40,S63/0,S23/0
S92,S81/0,S75/0
S11,S7/0,S65/0
S130,S114/0,S5/1
S120,S130/1,S109/1
S2,S104/1,S2/0
S68,S52/1,S68/1
S43,S69/0,S68/0
S18,S55/0,S126/1
S15,S127/1,S68/0
S91,S70/1,S29/1
S106,S110/1,S84/0
S113,S25/0,S5/1
S35,S93/0,S67/1
S52,S47/0,S48/1
S28,S28/0,S136/0
S45,S108/0,S33/0
S121,S68/1,S27/0
S72,S135/1,S123/0
S81,S56/1,S71/0
S32,S76/0,S132/1
S101,S129/0,S133/1
S135,S21/0,S45/0
S104,S34/1,S34/1
S62,S23/1,S20/0
S111,S101/0,S116/0
S136,S121/1,S129/0
S74,S83/0,S48/1
S71,S85/0,S131/0
S112,S78/1,S78/0
S110,S36/0,S75/0
S123,S1/0,S131/0
S20,S42/0,S33/0
S100,S15/1,S118/1
S27,S17/1,S24/0
S131,S105/0,S75/0
S22,S56/1,S97/0
S119,S87/1,S82/1
S38,S76/0,S38/1
S79,S4/1,S109/1
S84,S115/0,S92/0
S3,S20/1,S123/0
S134,S102/0,S41/1
S55,S34/0,S133/1
S63,S131/1,S75/0
S67,S34/1,S35/1
S88,S11/1,S131/0
S87,S54/0,S5/1
S29,S125/1,S26/0
S107,S55/0,S49/0
S12,S113/1,S58/1
S70,S104/1,S34/0
S49,S91/1,S118/1
S85,S33/1,S56/0
S41,S125/1,S111/0
S77,S27/0,S102/1
S53,S51/0,S136/0
S59,S38/0,S59/1
S97,S1/0,S65/0
S133,S102/0,S2/1
S90,S29/0,S26/0
S26,S103/1,S90/0
S75,S62/0,S92/0
