present_state,next_state_0,next_state_1
S66,S31/0,S10/0
S115,S70/0,S117/0
S47,S17/0,S78/0
S117,S74/0,S10/0
S10,S73/0,S78/0
S78,S88/0,S115/0
S106,S35/0,S64/0
S64,S39/0,S87/0
S90,S146/0,S66/0
S124,S149/0,S66/0
S56,S17/0,S106/0
S138,S62/0,S90/0
S87,S146/0,S115/0
S39,S21/0,S15/1
S139,S62/0,S15/1
S23,S21/0,S32/1
S33,S74/0,S101/1
S38,S151/0,S63/1
S73,S31/0,S127/1
S37,S132/0,S112/1
S149,S74/0,S0/1
S70,S27/0,S95/1
S29,S70/0,S22/1
S14,S74/0,S101/1
S27,S21/0,S142/1
S62,S49/0,S86/1
S88,S14/0,S118/1
S54,S62/0,S25/1
S35,S38/0,S60/1
S132,S62/0,S142/1
S89,S31/0,S1/1
S20,S88/0,S112/1
S134,S143/0,S1/1
S146,S143/0,S2/1
S49,S42/0,S92/1
S42,S21/0,S53/1
S21,S29/0,S63/1
S8,S150/0,S2/1
S150,S54/0,S2/1
S151,S134/0,S86/1
S17,S74/0,S53/1
S72,S35/0,S126/1
S143,S132/0,S15/1
S13,S132/0,S41/1
S55,S132/0,S18/1
S31,S139/0,S0/1
S74,S14/0,S101/1
S9,S101/1,S113/0
S148,S86/1,S58/0
S144,S60/1,S100/0
S114,S25/1,S68/0
S99,S0/1,S109/0
S100,S95/1,S121/0
S75,S44/1,S133/0
S111,S105/1,S9/0
S6,S112/1,S125/0
S71,S91/1,S100/0
S121,S86/1,S6/0
S103,S129/1,S58/0
S50,S126/1,S120/0
S34,S137/1,S125/0
S109,S86/1,S57/0
S110,S59/1,S65/0
S120,S0/1,S40/0
S68,S32/1,S58/0
S93,S101/1,S5/0
S141,S145/1,S85/0
S7,S129/1,S104/0
S40,S112/1,S85/0
S58,S94/1,S81/0
S131,S11/1,S144/0
S80,S105/1,S93/0
S133,S44/1,S104/0
S57,S53/1,S147/0
S104,S28/1,S93/0
S125,S59/1,S6/0
S5,S145/1,S58/0
S43,S60/1,S144/0
S85,S135/1,S147/0
S65,S1/1,S111/0
S81,S44/1,S121/0
S147,S101/1,S5/0
S113,S92/1,S80/0
S127,S33/1,S94/1
S129,S134/1,S25/1
S44,S33/1,S25/1
S15,S143/1,S82/1
S53,S23/1,S18/1
S118,S33/1,S25/1
S105,S149/1,S2/1
S1,S70/1,S129/1
S41,S20/1,S82/1
S82,S89/1,S25/1
S2,S89/1,S36/1
S60,S35/1,S126/1
S142,S49/1,S2/1
S22,S13/1,S59/1
S36,S134/1,S118/1
S135,S139/1,S11/1
S59,S13/1,S95/1
S91,S33/1,S112/1
S28,S55/1,S28/1
S92,S23/1,S86/1
S94,S29/1,S142/1
S112,S37/1,S118/1
S137,S74/1,S59/1
S101,S21/1,S126/1
S25,S62/1,S126/1
S63,S55/1,S118/1
S32,S37/1,S22/1
S18,S55/1,S28/1
S0,S23/1,S0/1
S95,S14/1,S91/1
S11,S150/1,S105/1
S86,S146/1,S0/1
S145,S151/1,S142/1
S126,S139/1,S142/1
S152,S26/1,S16/1
S116,S79/1,S116/0
S102,S67/1,S123/1
S30,S48/1,S3/1
S84,S48/1,S46/1
S3,S16/1,S61/1
S4,S67/0,S67/0
S69,S97/0,S140/1
S136,S4/1,S69/1
S140,S140/0,S107/1
S12,S76/0,S77/0
S51,S51/1,S119/0
S19,S51/0,S102/0
S52,S107/1,S46/0
S130,S4/1,S116/0
S24,S122/0,S116/1
S45,S19/1,S45/0
S97,S84/1,S3/1
S76,S45/0,S84/0
S67,S3/0,S24/1
S83,S119/0,S130/1
S79,S67/0,S122/0
S48,S152/0,S76/0
S108,S79/0,S102/1
S26,S102/1,S76/0
S123,S136/1,S52/1
S119,S19/1,S45/1
S46,S152/1,S130/0
S77,S76/0,S26/0
S107,S26/1,S69/0
S122,S83/0,S108/1
S98,S61/0,S52/1
S61,S107/1,S52/0
S16,S26/1,S24/1
S128,S48/0,S4/1
S96,S3/1,S84/0
