present_state,next_state_0,next_state_1
S382,S241/0,S251/0
S96,S291/0,S684/0
S167,S161/0,S560/0
S357,S94/0,S307/0
S636,S755/0,S338/0
S738,S270/0,S927/0
S370,S291/0,S576/0
S667,S94/0,S171/0
S805,S786/0,S424/0
S695,S411/0,S803/0
S614,S595/0,S429/0
S602,S270/0,S712/0
S169,S386/0,S426/0
S887,S949/0,S491/0
S57,S47/0,S811/0
S663,S667/0,S116/0
S221,S589/0,S472/0
S142,S397/0,S35/0
S42,S386/0,S527/0
S769,S686/0,S742/0
S12,S901/0,S436/0
S195,S161/0,S18/0
S105,S149/0,S306/0
S280,S280/0,S617/0
S917,S115/0,S652/0
S797,S386/0,S873/0
S506,S231/0,S465/0
S511,S409/0,S385/0
S553,S931/0,S355/0
S621,S183/0,S245/0
S445,S140/0,S171/0
S413,S96/0,S833/0
S438,S12/0,S873/0
S846,S220/0,S706/0
S270,S161/0,S158/0
S397,S73/0,S127/0
S323,S301/0,S712/0
S230,S176/0,S641/0
S294,S357/0,S927/0
S435,S357/0,S454/0
S597,S511/0,S576/0
S172,S419/0,S36/0
S176,S115/0,S492/0
S126,S323/0,S219/0
S220,S27/0,S170/0
S940,S670/0,S306/0
S27,S636/0,S219/0
S22,S140/0,S306/0
S916,S457/0,S675/0
S800,S457/0,S771/0
S231,S755/0,S798/0
S867,S176/0,S694/0
S200,S561/0,S320/0
S411,S142/0,S647/0
S248,S597/0,S451/0
S670,S602/0,S712/0
S852,S497/0,S307/0
S241,S94/0,S622/0
S569,S867/0,S527/0
S587,S695/0,S939/0
S542,S280/0,S320/0
S559,S663/0,S236/0
S589,S887/0,S407/0
S94,S586/0,S881/0
S750,S688/0,S245/0
S183,S698/0,S571/0
S187,S323/0,S938/0
S467,S15/0,S894/0
S140,S63/0,S881/0
S754,S662/0,S54/0
S227,S161/0,S157/0
S520,S457/0,S320/0
S532,S382/0,S274/0
S686,S262/0,S306/0
S773,S438/0,S950/0
S672,S167/0,S408/0
S698,S386/0,S453/0
S115,S115/0,S529/0
S243,S176/0,S477/0
S457,S187/0,S310/0
S731,S867/0,S560/0
S905,S291/0,S253/0
S89,S569/0,S151/0
S291,S294/0,S171/0
S15,S765/0,S829/0
S497,S445/0,S912/0
S210,S183/0,S274/0
S640,S230/0,S65/0
S301,S504/0,S173/0
S419,S561/0,S582/0
S146,S553/0,S641/0
S417,S192/0,S216/0
S321,S357/0,S32/0
S929,S280/0,S307/0
S657,S949/0,S39/0
S902,S695/0,S491/0
S456,S595/0,S548/0
S949,S805/0,S355/0
S767,S241/0,S477/0
S73,S172/0,S571/0
S376,S230/0,S240/0
S549,S595/0,S529/0
S161,S167/0,S706/0
S405,S506/0,S287/0
S601,S376/0,S536/0
S901,S301/0,S293/0
S794,S667/0,S594/0
S328,S929/0,S485/0
S561,S698/0,S112/0
S45,S126/0,S927/0
S845,S621/0,S705/0
S205,S192/0,S694/0
S786,S559/0,S642/0
S662,S150/0,S516/0
S277,S397/0,S116/0
S464,S376/0,S540/0
S741,S794/0,S77/0
S149,S662/0,S681/0
S262,S328/0,S897/0
S765,S561/0,S214/0
S47,S357/0,S109/0
S430,S601/0,S536/0
S178,S31/0,S772/0
S697,S89/0,S527/0
S934,S640/0,S547/0
S386,S301/0,S213/0
S409,S231/0,S9/0
S688,S126/0,S465/0
S504,S586/0,S509/0
S713,S934/0,S894/0
S746,S22/0,S355/0
S608,S397/0,S641/0
S150,S934/0,S151/0
S787,S94/0,S112/0
S63,S773/0,S650/0
S586,S167/0,S407/0
S31,S417/0,S742/0
S755,S532/0,S236/0
S931,S797/0,S592/0
S80,S457/0,S694/0
S595,S602/0,S955/0
S431,S846/0,S216/0
S192,S200/0,S6/0
S298,S599/0,S429/1
S354,S643/0,S879/1
S946,S585/0,S303/1
S95,S898/0,S61/1
S873,S828/0,S6/1
S292,S791/0,S436/1
S897,S425/0,S71/1
S811,S791/0,S39/1
S436,S342/0,S465/1
S803,S799/0,S833/1
S338,S100/0,S811/1
S71,S625/0,S470/1
S470,S600/0,S203/1
S529,S790/0,S32/1
S477,S932/0,S704/1
S331,S46/0,S718/1
S18,S69/0,S155/1
S485,S537/0,S648/1
S611,S822/0,S158/1
S684,S197/0,S302/1
S921,S67/0,S471/1
S194,S0/0,S171/1
S127,S643/0,S571/1
S203,S892/0,S641/1
S560,S368/0,S839/1
S374,S199/0,S274/1
S584,S24/0,S365/1
S286,S349/0,S476/1
S877,S730/0,S764/1
S60,S812/0,S480/1
S35,S837/0,S219/1
S843,S427/0,S617/1
S574,S368/0,S170/1
S375,S349/0,S829/1
S84,S903/0,S518/1
S451,S822/0,S284/1
S236,S100/0,S487/1
S650,S488/0,S571/1
S641,S799/0,S317/1
S245,S342/0,S827/1
S471,S420/0,S582/1
S4,S745/0,S879/1
S576,S420/0,S784/1
S472,S858/0,S798/1
S186,S269/0,S407/1
S548,S102/0,S135/1
S424,S892/0,S71/1
S954,S696/0,S642/1
S592,S159/0,S485/1
S274,S14/0,S684/1
S784,S935/0,S574/1
S13,S790/0,S90/1
S819,S180/0,S706/1
S232,S233/0,S338/1
S392,S585/0,S573/1
S124,S837/0,S485/1
S6,S512/0,S913/1
S476,S462/0,S293/1
S32,S735/0,S829/1
S492,S285/0,S798/1
S365,S696/0,S408/1
S675,S600/0,S436/1
S347,S24/0,S298/1
S283,S237/0,S493/1
