present_state,next_state_0,next_state_1
S49,S249/0,S649/0
S731,S154/0,S24/0
S338,S697/0,S433/0
S339,S437/0,S384/0
S579,S72/0,S385/0
S263,S441/0,S258/0
S372,S504/0,S563/0
S482,S626/0,S188/0
S341,S421/0,S9/0
S249,S334/0,S699/0
S603,S130/0,S95/0
S11,S498/0,S159/0
S199,S448/0,S244/0
S697,S125/0,S315/0
S135,S509/0,S442/0
S441,S646/0,S29/0
S580,S584/0,S471/0
S167,S518/0,S527/0
S156,S427/0,S439/0
S655,S209/0,S481/0
S742,S220/0,S527/0
S739,S549/0,S384/0
S225,S541/0,S611/0
S380,S673/0,S535/0
S626,S406/0,S95/0
S143,S558/0,S376/0
S448,S550/0,S577/0
S211,S156/0,S494/0
S281,S103/0,S241/0
S103,S423/0,S313/0
S85,S25/0,S381/0
S665,S660/0,S24/0
S125,S475/0,S171/0
S440,S731/0,S577/0
S387,S498/0,S485/0
S687,S507/0,S218/0
S660,S383/0,S738/0
S343,S209/0,S95/0
S418,S369/0,S563/0
S137,S741/0,S376/0
S33,S122/0,S313/0
S632,S507/0,S238/0
S42,S271/0,S9/0
S266,S584/0,S433/0
S427,S423/0,S442/0
S476,S214/0,S152/0
S400,S101/0,S723/0
S638,S325/0,S744/0
S646,S729/0,S505/0
S706,S645/0,S342/0
S468,S165/0,S563/0
S255,S343/0,S274/0
S567,S125/0,S336/0
S19,S428/0,S470/0
S531,S122/0,S223/0
S350,S697/0,S109/0
S383,S667/0,S709/0
S437,S233/0,S95/0
S591,S679/0,S99/0
S475,S580/0,S511/0
S259,S42/0,S222/0
S430,S343/0,S29/0
S209,S66/0,S724/0
S510,S493/0,S366/0
S389,S472/0,S123/0
S198,S584/0,S273/0
S561,S490/0,S699/0
S624,S380/0,S52/0
S671,S670/0,S264/0
S162,S217/0,S274/0
S722,S582/0,S218/0
S132,S519/0,S254/0
S53,S543/0,S41/0
S283,S154/0,S241/0
S122,S665/0,S724/0
S421,S679/0,S301/0
S544,S211/0,S546/0
S509,S614/0,S649/0
S334,S575/0,S133/0
S77,S125/0,S384/0
S320,S476/0,S528/0
S265,S368/0,S699/0
S310,S378/0,S669/0
S14,S208/0,S111/0
S575,S198/0,S563/0
S54,S509/0,S615/0
S584,S72/0,S534/0
S233,S423/0,S465/0
S43,S512/0,S738/0
S169,S602/0,S583/0
S101,S418/0,S180/0
S415,S548/0,S515/0
S549,S552/0,S273/0
S529,S101/0,S577/0
S729,S325/0,S559/0
S455,S293/0,S52/0
S645,S589/0,S274/0
S548,S529/0,S223/0
S490,S427/0,S7/0
S678,S598/0,S534/0
S573,S380/0,S342/0
S453,S721/0,S305/0
S594,S413/0,S537/0
S621,S441/0,S241/0
S668,S77/0,S222/0
S318,S209/0,S689/0
S333,S606/0,S460/0
S438,S33/0,S402/0
S633,S431/0,S202/0
S130,S579/0,S93/0
S556,S252/0,S408/0
S406,S209/0,S260/0
S435,S660/0,S698/0
S721,S531/0,S410/0
S349,S101/0,S494/0
S499,S253/0,S534/0
S552,S665/0,S619/0
S378,S275/0,S570/0
S351,S621/0,S370/0
S547,S341/0,S451/0
S688,S143/0,S52/0
S673,S54/0,S298/0
S614,S333/0,S260/0
S543,S541/0,S315/0
S231,S688/0,S175/0
S596,S281/0,S738/0
S598,S594/0,S241/0
S493,S614/0,S559/0
S467,S448/0,S291/0
S288,S33/0,S466/0
S214,S538/0,S535/0
S610,S281/0,S274/0
S667,S741/0,S161/0
S262,S143/0,S260/0
S363,S103/0,S164/0
S459,S217/0,S481/0
S428,S415/0,S267/0
S680,S187/0,S244/0
S220,S680/0,S386/0
S394,S154/0,S261/0
S417,S318/0,S95/0
S464,S198/0,S535/0
S677,S411/0,S109/0
S25,S32/0,S534/0
S496,S567/0,S451/0
S153,S54/0,S171/0
S469,S169/0,S28/0
S536,S255/0,S223/0
S419,S122/0,S699/0
S541,S706/0,S261/0
S411,S646/0,S439/0
S582,S40/0,S213/0
S94,S467/0,S164/0
S606,S440/0,S307/0
S523,S389/0,S439/0
S519,S196/0,S513/0
S275,S490/0,S8/0
S629,S198/0,S534/0
S32,S459/0,S236/0
S271,S129/0,S8/0
S595,S325/0,S451/0
S368,S338/0,S527/0
S66,S428/0,S276/0
S670,S688/0,S652/0
S165,S428/0,S559/0
S369,S334/0,S669/0
S726,S11/0,S88/0
S512,S507/0,S451/0
S193,S721/0,S99/0
S504,S441/0,S56/0
S545,S536/0,S315/0
S654,S53/0,S178/0
S741,S677/0,S155/0
S374,S687/0,S652/0
S602,S380/0,S442/0
S538,S193/0,S492/0
S679,S350/0,S95/0
S472,S169/0,S277/0
S616,S262/0,S277/0
S507,S671/0,S643/0
S608,S343/0,S241/0
S498,S398/0,S315/0
S429,S591/0,S698/0
S293,S493/0,S274/0
S154,S33/0,S161/0
S431,S504/0,S171/0
S551,S558/0,S264/0
S657,S580/0,S88/0
S323,S646/0,S735/0
S72,S135/0,S261/0
S358,S389/0,S505/0
S550,S606/0,S246/0
S208,S153/0,S218/0
S40,S633/0,S258/0
S718,S626/0,S164/0
S196,S418/0,S376/0
S714,S429/0,S627/0
S253,S214/0,S649/0
S129,S25/0,S526/0
S75,S549/0,S267/0
S590,S430/0,S530/0
S217,S541/0,S444/0
S325,S193/0,S530/0
S423,S368/0,S702/0
S518,S320/0,S142/0
S252,S459/0,S652/0
S398,S11/0,S676/0
S128,S231/0,S565/0
S740,S19/0,S537/0
S589,S372/0,S743/0
S187,S363/0,S93/0
