present_state,next_state_0,next_state_1
S49,S153/0,S26/0
S143,S8/0,S10/0
S91,S93/0,S106/0
S46,S125/0,S124/0
S156,S13/0,S109/0
S87,S125/0,S105/0
S96,S144/0,S43/0
S6,S15/0,S121/0
S65,S15/0,S43/0
S23,S137/0,S30/0
S32,S8/0,S17/0
S99,S40/0,S45/0
S128,S125/0,S121/0
S72,S50/0,S152/0
S3,S61/0,S42/0
S102,S13/0,S149/0
S125,S21/0,S113/1
S137,S34/0,S4/1
S115,S116/0,S122/1
S139,S76/0,S74/1
S9,S76/0,S80/1
S144,S112/0,S48/1
S33,S54/0,S113/1
S8,S113/0,S117/1
S61,S56/0,S119/1
S123,S59/0,S39/1
S140,S71/0,S25/1
S114,S20/0,S76/1
S126,S69/0,S34/1
S129,S4/0,S69/1
S93,S71/0,S130/1
S15,S130/0,S11/1
S77,S117/0,S34/1
S41,S25/0,S69/1
S13,S56/0,S21/1
S62,S119/0,S22/1
S73,S7/0,S44/1
S136,S130/0,S53/1
S68,S74/0,S112/1
S153,S157/0,S80/1
S40,S98/0,S107/1
S50,S150/0,S76/1
S90,S112/0,S71/1
S75,S55/0,S20/1
S130,S32/1,S157/0
S4,S87/1,S69/0
S54,S91/1,S116/0
S100,S72/1,S74/0
S1,S46/1,S117/0
S71,S23/1,S100/0
S157,S23/1,S24/0
S64,S65/1,S148/0
S59,S91/1,S112/0
S122,S96/1,S14/0
S120,S6/1,S59/0
S98,S23/1,S48/0
S80,S96/1,S107/0
S14,S143/1,S58/0
S76,S91/1,S34/0
S20,S156/1,S150/0
S11,S102/1,S80/0
S150,S102/1,S59/0
S119,S23/1,S150/0
S24,S87/1,S22/0
S78,S96/1,S44/0
S148,S32/1,S59/0
S107,S102/1,S20/0
S55,S96/1,S111/0
S53,S96/1,S76/0
S22,S32/1,S80/0
S74,S87/1,S56/0
S7,S91/1,S150/0
S113,S96/1,S74/0
S34,S156/1,S113/0
S69,S156/1,S120/0
S21,S6/1,S119/0
S111,S3/1,S59/0
S48,S156/1,S22/0
S112,S32/1,S98/0
S39,S87/1,S150/0
S117,S49/1,S55/0
S56,S102/1,S69/0
S58,S23/1,S58/0
S44,S72/1,S117/0
S116,S6/1,S55/0
S25,S99/1,S155/0
S155,S6/1,S111/0
S101,S156/1,S128/1
S42,S32/1,S32/1
S45,S91/1,S102/1
S19,S65/1,S91/1
S104,S46/1,S87/1
S103,S156/1,S65/1
S109,S102/1,S32/1
S141,S128/1,S32/1
S67,S143/1,S49/1
S30,S91/1,S3/1
S18,S156/1,S128/1
S29,S72/1,S128/1
S43,S23/1,S23/1
S121,S102/1,S23/1
S17,S99/1,S72/1
S105,S128/1,S6/1
S131,S72/1,S156/1
S86,S49/1,S6/1
S124,S65/1,S99/1
S132,S143/1,S72/1
S81,S3/1,S156/1
S37,S91/1,S65/1
S108,S23/1,S143/1
S152,S99/1,S49/1
S79,S91/1,S46/1
S138,S23/1,S72/1
S16,S72/1,S46/1
S26,S32/1,S49/1
S2,S128/1,S72/1
S10,S91/1,S156/1
S52,S87/1,S96/1
S146,S46/1,S23/1
S106,S91/1,S91/1
S66,S32/1,S65/1
S145,S143/1,S91/1
S149,S3/1,S32/1
S70,S134/0,S147/1
S60,S94/1,S89/0
S27,S110/0,S134/1
S84,S27/0,S63/0
S12,S31/0,S0/1
S94,S47/0,S12/1
S82,S60/1,S92/0
S142,S5/0,S95/1
S118,S118/0,S60/0
S28,S89/1,S27/1
S89,S84/1,S88/1
S92,S82/1,S154/1
S88,S36/0,S51/1
S83,S154/1,S57/1
S85,S57/0,S38/0
S97,S35/1,S127/1
S151,S60/1,S142/0
S154,S36/1,S110/0
S134,S35/0,S110/1
S0,S27/1,S28/1
S38,S92/0,S85/0
S63,S135/1,S57/1
S57,S12/1,S118/0
S5,S142/1,S63/1
S147,S36/0,S142/1
S35,S47/0,S89/0
S127,S0/0,S135/0
S95,S118/0,S92/1
S31,S133/1,S31/0
S47,S95/1,S0/1
S51,S31/1,S31/1
S36,S84/0,S27/0
S135,S36/0,S31/0
S110,S51/1,S151/1
S133,S0/1,S60/1
