present_state,next_state_0,next_state_1
S65,S101/0,S56/1
S21,S229/0,S62/1
S81,S147/1,S88/0
S213,S17/0,S149/0
S196,S39/1,S171/1
S11,S12/0,S84/1
S201,S214/0,S141/1
S195,S116/0,S141/1
S96,S149/1,S213/1
S33,S121/1,S31/1
S35,S136/0,S45/0
S91,S74/1,S165/1
S219,S116/0,S219/1
S45,S199/0,S120/0
S158,S211/0,S98/1
S238,S4/1,S196/0
S6,S226/1,S15/0
S207,S129/0,S135/1
S203,S237/0,S69/1
S242,S226/1,S170/1
S88,S106/0,S164/1
S53,S169/1,S93/1
S110,S110/0,S77/1
S168,S11/0,S228/1
S211,S87/0,S35/0
S31,S147/0,S9/1
S77,S7/1,S183/0
S183,S115/1,S131/1
S173,S221/1,S120/0
S1,S156/0,S163/0
S120,S120/1,S208/1
S217,S110/0,S56/1
S9,S226/1,S24/0
S181,S15/1,S62/1
S122,S234/1,S37/0
S224,S100/1,S221/0
S80,S181/0,S139/1
S162,S157/0,S44/1
S56,S5/1,S10/0
S232,S132/1,S97/1
S50,S82/0,S145/0
S47,S14/1,S4/1
S44,S7/1,S177/0
S73,S105/0,S44/1
S112,S21/0,S98/0
S231,S227/0,S22/0
S102,S133/0,S14/0
S87,S136/1,S9/0
S113,S137/1,S165/1
S15,S231/0,S76/0
S164,S66/0,S37/1
S30,S35/1,S53/1
S178,S204/0,S147/0
S108,S114/1,S174/0
S125,S104/0,S70/1
S179,S105/0,S137/0
S114,S119/1,S199/1
S126,S90/0,S228/1
S127,S70/0,S70/1
S229,S42/0,S234/1
S212,S126/0,S145/0
S27,S217/0,S23/1
S220,S80/0,S8/0
S48,S139/0,S200/0
S52,S186/0,S231/1
S103,S164/1,S174/0
S83,S229/0,S72/1
S97,S43/1,S190/1
S124,S194/0,S84/1
S41,S45/0,S159/0
S32,S69/0,S139/0
S4,S202/0,S74/0
S187,S95/1,S160/1
S51,S31/0,S45/1
S94,S242/0,S55/0
S206,S6/0,S224/0
S142,S180/0,S128/1
S59,S224/0,S200/0
S14,S163/1,S60/1
S43,S93/0,S32/0
S197,S133/0,S137/0
S58,S79/0,S32/1
S209,S156/0,S196/0
S46,S45/1,S59/0
S76,S122/0,S141/0
S167,S151/0,S15/0
S205,S191/1,S233/1
S84,S7/1,S146/0
S156,S133/0,S84/1
S109,S10/1,S50/1
S150,S148/0,S59/1
S154,S162/0,S77/1
S2,S148/0,S151/1
S170,S206/1,S242/0
S10,S109/1,S102/1
S149,S28/1,S4/1
S198,S5/1,S117/0
S194,S133/0,S54/1
S228,S1/1,S91/0
S188,S133/0,S91/0
S90,S154/0,S198/1
S139,S108/0,S187/1
S92,S175/0,S86/0
S86,S71/0,S78/0
S16,S26/1,S235/0
S107,S79/0,S92/1
S144,S16/0,S210/0
S123,S206/0,S87/0
S74,S146/1,S60/1
S235,S83/0,S48/0
S191,S187/0,S52/1
S202,S202/0,S77/1
S208,S69/0,S2/0
S199,S150/1,S66/1
S115,S155/1,S193/1
S24,S93/1,S205/0
S71,S37/1,S79/0
S237,S41/1,S184/0
S131,S154/0,S137/0
S222,S160/1,S160/1
S117,S39/1,S40/1
S29,S240/0,S114/1
S239,S202/0,S149/0
S8,S139/1,S186/1
S60,S217/0,S196/0
S135,S148/0,S211/0
S241,S181/0,S61/1
S185,S20/0,S103/0
S69,S216/0,S234/0
S214,S70/0,S201/0
S95,S112/0,S191/0
S54,S40/1,S28/0
S63,S161/0,S8/0
S133,S157/0,S56/1
S216,S9/0,S186/1
S20,S216/0,S176/0
S230,S205/1,S233/0
S166,S71/1,S85/0
S204,S66/1,S33/0
S200,S166/0,S173/1
S17,S202/0,S198/1
S169,S66/0,S118/0
S184,S103/1,S55/1
S72,S8/1,S15/1
S176,S22/0,S93/0
S99,S62/0,S2/0
S140,S17/0,S23/1
S227,S29/1,S70/0
S49,S19/0,S14/0
S163,S117/1,S7/1
S233,S158/0,S70/1
S78,S98/1,S35/0
S75,S141/1,S221/0
S157,S126/0,S228/1
S38,S48/1,S161/0
S119,S35/0,S21/1
S79,S141/0,S95/0
S240,S21/0,S152/1
S132,S231/1,S106/1
S171,S65/0,S163/0
S174,S211/1,S72/1
S7,S133/0,S145/0
S189,S32/1,S186/0
S226,S232/0,S46/0
S159,S25/1,S184/1
S64,S105/0,S96/0
S234,S116/0,S182/1
S223,S154/0,S149/0
S118,S226/1,S107/1
S172,S214/0,S214/1
S161,S112/0,S201/0
S61,S216/1,S233/1
S160,S161/0,S57/0
S190,S25/1,S21/0
S143,S28/1,S1/1
S177,S91/1,S193/1
S22,S88/0,S88/1
S221,S132/1,S92/0
S26,S227/0,S136/0
S3,S176/0,S211/1
S111,S183/1,S64/1
S193,S67/0,S177/0
S66,S85/1,S159/1
S100,S26/0,S8/1
S215,S55/1,S41/1
S39,S236/1,S165/1
S28,S96/1,S64/1
S82,S124/0,S84/1
S236,S47/1,S213/1
S116,S233/0,S6/1
S5,S11/0,S113/0
S155,S146/1,S213/1
S146,S117/1,S197/1
S25,S32/1,S89/1
S93,S230/1,S120/1
S148,S200/1,S218/0
S70,S192/0,S167/0
S57,S25/0,S33/0
S175,S36/1,S76/1
S129,S94/0,S160/1
S40,S180/0,S177/0
S68,S162/0,S198/1
S138,S66/0,S134/1
S106,S125/0,S98/0
S105,S142/0,S198/1
S18,S143/1,S213/1
S147,S125/1,S42/0
S19,S12/0,S84/1
S85,S33/1,S75/0
S55,S37/1,S22/1
S62,S45/1,S107/0
S182,S72/0,S34/1
S136,S15/0,S235/1
S192,S175/0,S121/0
S145,S10/1,S212/1
S101,S73/0,S54/1
S36,S46/0,S211/1
S34,S69/1,S160/0
S137,S163/1,S64/1
S152,S166/1,S100/0
S67,S11/0,S54/1
S12,S101/0,S84/1
S210,S38/1,S114/1
S151,S220/1,S226/1
S37,S20/0,S141/1
S42,S21/1,S53/0
S180,S194/0,S228/1
S218,S227/0,S15/1
S89,S103/1,S184/1
S98,S57/1,S79/0
S225,S203/0,S58/1
S128,S209/1,S74/0
S186,S35/1,S122/0
S130,S136/0,S144/1
S141,S9/1,S9/1
S104,S204/1,S134/1
S134,S153/1,S34/0
S0,S163/1,S223/1
S165,S11/0,S183/0
S121,S237/1,S191/1
S23,S188/1,S196/0
S153,S42/0,S220/1
S13,S28/1,S179/1
