present_state,next_state_0,next_state_1
S952,S1305/0,S38/0
S374,S631/1,S163/0
S715,S1381/1,S722/1
S327,S595/0,S585/1
S1378,S191/0,S674/1
S1186,S1318/0,S1431/1
S1153,S304/0,S1330/1
S519,S952/1,S740/0
S1119,S639/1,S709/0
S748,S23/0,S920/0
S1059,S1042/0,S1315/1
S940,S720/1,S1207/0
S53,S172/1,S441/1
S329,S396/1,S342/1
S1252,S1393/1,S488/1
S1322,S52/1,S853/0
S392,S59/1,S1037/1
S321,S594/0,S917/0
S52,S453/0,S904/1
S936,S608/0,S278/1
S1062,S926/0,S841/1
S1130,S1296/1,S989/1
S468,S729/1,S247/1
S69,S44/1,S73/0
S825,S54/1,S689/0
S1446,S1135/0,S208/1
S662,S1472/0,S138/0
S1160,S1212/1,S1385/1
S1142,S761/1,S721/0
S1387,S702/1,S988/1
S944,S1141/1,S317/0
S1072,S776/0,S1472/1
S808,S1079/1,S1016/1
S113,S659/0,S134/0
S730,S1326/0,S1163/0
S1201,S672/0,S660/1
S803,S558/1,S1270/0
S114,S1063/1,S201/0
S67,S938/1,S1123/0
S1196,S365/0,S1314/1
S971,S1136/1,S121/0
S1341,S1393/1,S605/1
S22,S673/0,S694/1
S27,S394/1,S1267/1
S257,S30/1,S320/0
S66,S1361/1,S994/0
S1040,S953/0,S611/0
S396,S873/1,S749/0
S285,S5/0,S654/0
S732,S714/1,S414/0
S472,S382/0,S1126/1
S599,S509/1,S304/0
S587,S1387/0,S1432/1
S925,S1199/0,S1198/0
S1194,S1141/1,S780/1
S363,S746/0,S832/0
S1006,S1096/0,S149/0
S1190,S343/0,S274/0
S255,S1405/1,S93/1
S873,S147/0,S294/0
S624,S421/0,S1366/0
S1116,S314/1,S187/1
S276,S469/0,S691/1
S1470,S528/0,S615/0
S87,S1438/0,S262/1
S364,S540/0,S407/1
S245,S940/0,S1291/1
S530,S233/1,S1368/1
S575,S811/0,S600/1
S700,S378/0,S1076/1
S823,S35/1,S1228/1
S1475,S1027/1,S673/0
S1211,S131/0,S767/1
S290,S1440/0,S416/1
S401,S1487/0,S707/0
S89,S866/1,S1076/1
S387,S604/0,S1215/1
S1432,S1312/0,S768/1
S93,S1082/1,S867/1
S979,S618/1,S255/1
