present_state,next_state_0,next_state_1
S33,S7/0,S18/0
S26,S23/0,S18/0
S18,S7/0,S26/0
S5,S10/0,S5/0
S3,S23/0,S3/0
S29,S7/0,S4/1
S34,S7/0,S4/1
S16,S23/0,S10/1
S25,S23/0,S4/1
S13,S26/1,S22/0
S22,S26/1,S13/0
S8,S33/1,S9/0
S9,S5/1,S22/0
S23,S33/1,S4/1
S0,S5/1,S4/1
S7,S18/1,S23/1
S10,S18/1,S23/1
S4,S5/1,S10/1
S28,S11/1,S20/1
S14,S28/1,S32/0
S19,S20/1,S31/1
S17,S11/0,S30/0
S31,S1/0,S32/0
S1,S11/1,S28/1
S27,S27/1,S19/1
S20,S28/0,S2/1
S32,S21/1,S11/0
S24,S32/0,S14/0
S2,S15/1,S27/0
S30,S14/1,S20/1
S6,S20/1,S6/1
S12,S12/1,S15/0
S11,S28/1,S21/0
S21,S6/1,S12/0
S15,S32/0,S28/0
