present_state,next_state_0,next_state_1
S98,S104/1,S107/0
S68,S79/0,S88/1
S2,S15/1,S107/0
S43,S122/1,S113/0
S4,S33/1,S51/0
S71,S125/0,S135/0
S88,S56/1,S46/0
S22,S25/1,S30/0
S39,S64/0,S25/0
S16,S44/1,S97/1
S36,S14/0,S17/0
S0,S53/0,S134/1
S106,S93/0,S13/0
S51,S53/0,S86/1
S37,S103/1,S2/1
S63,S77/0,S9/0
S69,S94/1,S133/0
S117,S78/0,S59/1
S12,S129/0,S9/0
S54,S131/1,S69/1
S94,S6/1,S95/0
S89,S40/1,S50/1
S9,S62/1,S133/0
S108,S66/1,S86/1
S35,S75/0,S135/1
S124,S66/1,S134/1
S123,S20/1,S43/1
S90,S134/1,S118/0
S49,S1/1,S34/1
S132,S77/0,S59/1
S110,S124/1,S11/1
S75,S106/0,S15/0
S119,S135/1,S133/0
S128,S131/1,S82/1
S78,S67/0,S120/0
S131,S126/1,S15/1
S134,S22/1,S18/0
S118,S102/0,S97/1
S5,S126/1,S15/1
S6,S11/1,S70/0
S74,S112/0,S94/1
S103,S76/1,S104/1
S92,S128/1,S25/1
S72,S129/0,S98/0
S34,S52/1,S35/0
S8,S124/1,S98/1
S41,S41/1,S33/1
S28,S24/1,S121/1
S79,S46/1,S121/0
S30,S72/0,S52/1
S1,S83/1,S15/1
S64,S93/0,S90/0
S60,S106/0,S52/0
S15,S11/1,S107/0
S122,S113/0,S43/1
S53,S39/0,S100/0
S25,S82/1,S74/0
S100,S100/1,S21/0
S48,S99/1,S27/0
S130,S97/1,S21/0
S42,S75/0,S50/0
S127,S120/1,S29/0
S70,S102/0,S59/1
S57,S1/1,S98/1
S99,S22/1,S116/0
S18,S112/0,S9/1
S81,S36/0,S86/0
S96,S101/1,S17/1
S24,S43/0,S45/0
S120,S94/1,S21/0
S67,S102/0,S134/0
S83,S10/1,S50/1
S85,S14/0,S69/1
S46,S113/1,S121/1
S19,S37/1,S104/1
S10,S89/1,S127/1
S13,S120/1,S21/0
S97,S11/1,S133/0
S102,S63/0,S59/0
S129,S106/0,S119/0
S47,S113/0,S56/1
S113,S24/1,S56/1
S125,S39/0,S2/0
S21,S77/0,S62/1
S20,S65/1,S20/0
S105,S114/1,S80/0
S109,S2/1,S133/0
S59,S114/1,S116/0
S26,S5/1,S25/1
S44,S108/1,S52/1
S116,S67/0,S69/1
S95,S39/0,S130/1
S77,S36/0,S13/0
S101,S73/1,S22/1
S29,S129/0,S100/1
S65,S122/1,S87/1
S126,S91/1,S6/1
S112,S125/0,S50/0
S76,S101/1,S120/1
S121,S88/0,S43/1
S62,S134/1,S80/0
S111,S3/0,S62/1
S86,S105/1,S74/0
S66,S40/1,S104/1
S27,S112/0,S104/1
S91,S131/1,S82/1
S33,S2/1,S30/0
S133,S93/0,S90/1
S7,S16/1,S114/1
S93,S14/0,S120/0
S11,S17/1,S27/0
S38,S54/1,S105/1
S40,S40/1,S34/1
S80,S39/0,S17/1
S114,S11/1,S70/0
S55,S47/0,S68/1
S61,S7/1,S127/1
S52,S9/1,S107/0
S31,S73/1,S33/1
S56,S55/1,S45/0
S14,S39/0,S100/0
S50,S33/1,S133/0
S104,S6/1,S21/0
S3,S60/0,S50/0
S17,S6/1,S29/0
S32,S129/0,S62/0
S135,S2/1,S85/0
S115,S38/1,S86/1
S87,S113/1,S55/0
S45,S24/1,S65/0
S23,S110/1,S69/1
S82,S6/1,S30/0
S58,S38/1,S15/1
S107,S106/0,S97/1
S84,S41/1,S127/1
S73,S31/1,S52/1
