present_state,next_state_0,next_state_1
S95,S384/1,S298/1
S302,S450/0,S61/0
S316,S242/0,S387/1
S155,S169/1,S140/1
S45,S50/0,S187/0
S153,S304/1,S79/1
S135,S101/1,S156/1
S399,S459/0,S245/0
S454,S103/1,S229/0
S179,S319/0,S289/0
S81,S170/1,S6/1
S421,S367/0,S230/0
S31,S277/0,S173/0
S422,S396/0,S323/1
S218,S75/1,S89/0
S166,S234/1,S211/1
S317,S111/0,S235/1
S176,S25/1,S323/0
S465,S221/0,S438/1
S254,S418/0,S320/1
S324,S459/0,S124/1
S88,S147/0,S196/1
S272,S450/1,S170/0
S188,S270/1,S191/1
S40,S54/0,S76/1
S235,S50/0,S33/0
S187,S100/0,S334/1
S406,S238/0,S340/1
S389,S275/1,S9/1
S74,S85/0,S196/1
S416,S425/0,S261/1
S61,S400/0,S285/1
S79,S419/0,S400/0
S202,S31/0,S406/1
S94,S135/1,S200/0
S242,S399/1,S192/1
S245,S25/1,S226/0
S332,S67/0,S319/0
S304,S161/1,S54/1
S339,S20/1,S124/0
S101,S274/1,S203/1
S33,S115/0,S408/1
S407,S459/1,S316/0
S265,S244/0,S287/1
S400,S133/1,S271/0
S222,S159/1,S60/1
S227,S159/1,S19/0
S146,S382/1,S246/0
S163,S257/1,S327/0
S62,S159/1,S353/0
S190,S360/1,S317/0
S134,S238/0,S214/0
S361,S338/1,S169/1
S30,S159/1,S13/0
S278,S328/1,S324/0
S412,S268/1,S262/1
S20,S362/1,S264/1
S160,S308/1,S330/0
S39,S427/0,S378/1
S437,S413/0,S99/1
S268,S375/0,S406/1
S104,S285/1,S106/0
S360,S341/0,S18/1
S178,S147/1,S27/0
S213,S454/0,S129/0
S197,S33/0,S43/0
S72,S238/1,S179/1
S203,S306/1,S373/1
S125,S12/0,S363/0
S461,S39/1,S116/1
S0,S218/1,S223/1
S107,S248/0,S423/0
S287,S298/0,S182/1
S1,S216/0,S430/0
S411,S372/0,S457/1
S66,S268/1,S127/0
S68,S241/0,S452/1
S436,S366/0,S153/0
S314,S28/1,S289/1
S405,S361/0,S8/1
S357,S449/0,S221/0
