present_state,next_state_0,next_state_1
S563,S469/0,S380/0
S277,S493/0,S315/0
S283,S564/0,S353/0
S417,S469/0,S429/0
S26,S338/0,S16/0
S70,S493/0,S502/0
S410,S302/0,S462/0
S200,S292/0,S16/0
S238,S423/0,S398/0
S54,S553/0,S505/0
S320,S405/0,S462/0
S198,S469/0,S511/0
S377,S354/0,S33/0
S263,S265/0,S462/0
S376,S564/0,S244/0
S2,S265/0,S16/0
S379,S298/0,S275/0
S229,S302/0,S276/0
S397,S553/0,S429/0
S124,S405/0,S227/0
S489,S119/0,S95/0
S31,S423/0,S20/0
S53,S554/0,S429/0
S538,S354/0,S511/0
S253,S423/0,S540/0
S113,S298/0,S500/0
S147,S405/0,S502/0
S220,S405/0,S429/0
S338,S277/0,S553/1
S302,S54/0,S554/1
S405,S376/0,S405/1
S564,S31/0,S564/1
S553,S31/0,S119/1
S493,S229/0,S292/1
S354,S377/0,S554/1
S119,S417/0,S423/1
S428,S397/0,S298/1
S469,S253/0,S292/1
S554,S320/0,S564/1
S265,S417/0,S428/1
S363,S220/0,S265/1
S292,S417/0,S405/1
S423,S489/0,S298/1
S298,S253/0,S469/1
S244,S451/1,S126/0
S390,S477/1,S33/0
S227,S18/1,S20/0
S88,S187/1,S20/0
S231,S118/1,S429/0
S559,S446/1,S506/0
S276,S446/1,S502/0
S214,S341/1,S88/0
S345,S287/1,S429/0
S441,S125/1,S244/0
S540,S341/1,S462/0
S145,S313/1,S441/0
S126,S18/1,S145/0
S81,S342/1,S33/0
S95,S142/1,S353/0
S400,S165/1,S279/0
S317,S549/1,S559/0
S279,S118/1,S279/0
S521,S341/1,S502/0
S68,S125/1,S310/0
S380,S451/1,S505/0
S332,S341/1,S20/0
S505,S431/1,S279/0
S275,S287/1,S332/0
S398,S299/1,S120/0
S500,S50/1,S429/0
S120,S451/1,S33/0
S310,S234/1,S81/0
S502,S457/1,S400/0
S182,S342/1,S275/0
S462,S477/1,S559/0
S353,S142/1,S81/0
S511,S299/1,S390/0
S20,S18/1,S511/0
S547,S404/1,S441/0
S16,S457/1,S332/0
S429,S342/1,S559/0
S33,S451/1,S505/0
S506,S477/1,S95/0
S315,S535/1,S462/0
S287,S138/1,S302/1
S299,S352/1,S423/1
S480,S248/1,S553/1
S457,S19/1,S428/1
S549,S125/1,S363/1
S18,S451/1,S363/1
S352,S234/1,S298/1
