present_state,next_state_0,next_state_1
S706,S762/1,S383/1
S392,S21/0,S557/0
S193,S288/0,S347/0
S471,S245/1,S600/0
S180,S271/0,S375/0
S70,S744/1,S65/0
S209,S469/0,S615/1
S198,S469/0,S710/1
S317,S492/0,S720/0
S714,S172/0,S476/0
S542,S342/1,S849/0
S75,S192/1,S59/1
S560,S508/1,S305/0
S30,S807/0,S182/0
S202,S8/0,S716/1
S579,S273/0,S777/0
S207,S607/1,S508/1
S449,S544/0,S248/0
S167,S81/1,S688/1
S287,S718/1,S305/0
S834,S652/0,S488/0
S284,S359/1,S626/0
S427,S608/1,S791/0
S684,S188/1,S130/0
S619,S742/1,S599/0
S232,S653/1,S732/1
S330,S180/0,S218/1
S275,S159/0,S119/0
S783,S225/0,S432/0
S338,S590/1,S541/0
S625,S52/1,S588/1
S623,S521/0,S144/1
S50,S470/1,S340/0
S278,S480/1,S103/1
S575,S612/1,S68/1
S797,S10/0,S63/1
S836,S154/1,S602/1
S787,S237/0,S498/0
S420,S36/1,S175/0
S36,S328/1,S487/0
S746,S485/0,S365/1
S57,S767/1,S204/1
S734,S528/1,S45/0
S157,S726/1,S733/1
S634,S320/0,S514/1
S814,S67/1,S245/0
S118,S624/1,S287/0
S640,S551/0,S134/1
S230,S6/1,S251/1
S654,S239/1,S455/1
S46,S812/1,S128/1
S5,S107/1,S176/0
S803,S262/0,S504/1
S375,S674/0,S463/0
S712,S631/1,S142/1
S816,S52/1,S328/1
S536,S798/1,S277/0
S205,S759/0,S783/0
S433,S667/1,S203/1
S53,S89/1,S586/0
S187,S470/1,S617/0
S519,S15/0,S507/0
S98,S844/1,S707/0
S162,S831/0,S606/0
S478,S489/1,S442/1
S483,S103/1,S568/0
S496,S473/1,S529/1
S784,S108/1,S116/0
S696,S287/1,S82/0
S533,S408/1,S608/1
S665,S347/1,S141/1
S796,S356/0,S31/0
S545,S691/1,S697/1
S261,S612/1,S12/1
S208,S345/0,S525/0
S421,S250/1,S181/1
S511,S594/0,S776/0
S424,S682/1,S98/0
S721,S221/1,S587/1
S577,S406/1,S698/0
S486,S542/1,S751/1
S724,S470/1,S688/0
S136,S727/0,S430/0
S169,S495/1,S436/1
S626,S717/0,S754/1
S123,S222/1,S849/0
S42,S88/0,S601/0
S811,S569/0,S730/0
S210,S137/1,S798/1
S274,S255/0,S357/0
S377,S577/0,S103/1
S609,S385/1,S251/1
S651,S257/0,S368/0
S672,S134/1,S203/0
S700,S573/0,S790/0
S351,S34/0,S555/0
S781,S827/0,S214/0
S517,S758/1,S177/0
S482,S663/1,S677/0
S528,S559/1,S71/0
S366,S846/0,S770/0
S80,S715/1,S741/0
S141,S717/0,S436/1
S33,S186/1,S307/0
S325,S319/1,S254/0
S788,S516/0,S79/1
