present_state,next_state_0,next_state_1
S585,S6/1,S740/0
S231,S295/1,S863/1
S409,S167/0,S865/1
S457,S49/1,S759/0
S222,S408/0,S54/0
S22,S865/0,S916/0
S99,S191/1,S745/0
S396,S125/1,S648/1
S429,S264/0,S306/1
S71,S820/1,S70/1
S53,S386/0,S627/0
S328,S710/1,S365/1
S315,S617/1,S637/1
S914,S656/1,S484/0
S205,S637/1,S461/0
S910,S762/0,S892/0
S15,S473/0,S89/1
S64,S782/1,S700/0
S741,S817/0,S106/0
S555,S398/1,S72/1
S593,S54/0,S813/0
S722,S253/0,S8/1
S152,S19/1,S158/0
S494,S91/1,S680/0
S462,S623/1,S549/0
S193,S789/0,S25/0
S189,S263/1,S449/0
S755,S421/0,S390/0
S853,S796/0,S249/0
S146,S548/1,S729/0
S888,S201/1,S628/1
S659,S119/1,S604/1
S484,S716/1,S611/1
S815,S763/0,S144/1
S305,S271/1,S788/0
S635,S713/0,S807/1
S520,S572/0,S185/0
S459,S42/0,S835/1
S463,S852/1,S231/0
S336,S141/1,S736/0
S588,S262/1,S863/1
S45,S318/1,S183/1
S609,S789/0,S233/0
S345,S38/0,S533/1
S83,S820/1,S670/0
S777,S764/0,S755/1
S775,S306/0,S377/0
S857,S917/0,S769/1
S551,S674/1,S734/0
S444,S284/0,S797/1
S154,S141/1,S1/1
S744,S308/1,S403/1
S751,S527/0,S770/0
S884,S473/0,S133/1
S270,S640/1,S683/1
S250,S732/1,S876/0
S102,S875/0,S247/1
S308,S639/0,S351/1
S737,S324/1,S520/1
S263,S263/1,S141/0
S669,S785/0,S524/0
S98,S872/0,S126/1
S319,S594/1,S738/1
S52,S392/1,S659/1
S403,S255/0,S443/0
S211,S329/1,S79/0
S117,S282/0,S397/0
S209,S775/1,S838/0
S812,S436/1,S813/1
S874,S32/1,S706/1
S858,S361/1,S609/1
S223,S291/1,S450/1
S557,S770/1,S18/0
S307,S333/0,S742/0
S240,S306/0,S313/0
S672,S57/1,S20/1
S878,S832/1,S405/1
S534,S25/0,S517/0
S723,S628/0,S590/0
S525,S220/1,S516/1
S772,S697/1,S228/0
S665,S615/1,S281/0
S638,S620/1,S399/1
S393,S542/1,S601/0
S582,S30/1,S247/0
S325,S856/0,S681/1
S273,S766/0,S322/1
S855,S265/1,S681/1
S172,S190/0,S481/1
S681,S572/0,S243/1
S340,S345/1,S106/1
S618,S324/0,S371/0
S645,S625/1,S54/1
S631,S259/0,S215/1
S535,S39/1,S781/0
S356,S531/1,S354/0
S644,S233/0,S353/0
S450,S439/0,S564/0
S280,S324/0,S736/1
S653,S777/0,S727/0
S358,S40/1,S45/0
S861,S609/1,S639/0
S105,S877/0,S655/0
S50,S592/0,S660/1
S773,S770/1,S446/0
S255,S401/0,S106/0
S213,S799/0,S245/1
S258,S46/0,S148/0
S155,S911/1,S112/1
S560,S15/1,S20/1
S581,S628/1,S686/0
S844,S691/1,S568/0
S764,S175/1,S189/0
S219,S514/0,S765/1
S174,S311/1,S276/0
S448,S738/0,S789/0
S85,S340/0,S90/1
S433,S17/0,S202/0
S893,S231/0,S695/1
S872,S318/1,S443/1
S670,S94/0,S526/0
S303,S885/1,S562/1
S522,S809/0,S829/0
S0,S164/1,S599/0
S48,S705/1,S271/1
S537,S627/1,S42/0
S407,S371/0,S572/1
S125,S379/0,S648/1
S186,S677/0,S366/0
S882,S219/1,S193/1
S842,S443/1,S514/0
S337,S412/0,S247/0
S282,S448/0,S62/0
S40,S311/0,S121/0
S38,S80/1,S789/1
S335,S218/0,S656/0
S510,S667/0,S269/0
S550,S310/0,S187/0
S327,S360/1,S354/0
S569,S706/1,S688/0
S229,S869/1,S150/1
S357,S498/1,S707/0
S620,S316/0,S909/1
S602,S117/0,S150/0
S725,S310/0,S92/0
S451,S317/0,S535/1
S188,S520/0,S764/0
S760,S763/0,S133/1
S218,S697/0,S544/0
S437,S31/0,S159/1
S109,S548/1,S736/1
S415,S602/1,S574/0
S493,S826/0,S86/1
S392,S449/0,S584/1
S656,S602/0,S121/0
S198,S15/1,S114/1
S825,S808/1,S269/1
S13,S450/1,S794/0
S859,S91/0,S616/0
S446,S747/1,S590/1
S498,S848/0,S19/0
S529,S897/1,S62/1
S753,S574/0,S173/1
S776,S620/1,S418/1
S675,S534/1,S530/0
S318,S473/0,S492/1
S599,S566/1,S642/1
S786,S816/1,S540/1
S242,S714/0,S11/1
S559,S123/1,S560/0
S721,S863/0,S187/0
S790,S670/0,S325/1
S707,S840/1,S738/1
S416,S875/0,S754/1
S103,S316/0,S245/1
S616,S387/0,S62/0
S712,S848/0,S477/0
S903,S256/0,S135/1
S749,S722/1,S365/1
S33,S199/1,S787/0
S382,S649/0,S8/1
S866,S816/1,S550/1
S190,S815/1,S516/1
S521,S540/0,S629/0
S265,S375/0,S690/0
S123,S19/0,S637/0
S865,S584/1,S431/0
S481,S823/1,S287/0
S361,S328/0,S108/1
S740,S758/0,S265/0
S837,S523/1,S259/0
S260,S98/1,S527/1
S587,S256/0,S502/1
S334,S722/1,S780/1
S592,S308/1,S311/1
S380,S294/0,S800/1
S499,S883/0,S166/1
S192,S703/1,S729/0
S283,S421/1,S375/0
S19,S255/0,S285/0
S17,S618/0,S582/0
S291,S317/0,S215/1
S538,S178/1,S423/1
S789,S540/0,S44/0
S718,S271/1,S707/0
S32,S886/0,S512/1
S892,S517/0,S905/0
S180,S843/1,S480/1
S313,S653/0,S703/1
S564,S464/0,S40/0
S879,S66/1,S516/1
S726,S84/1,S610/1
S808,S794/0,S173/1
S441,S903/1,S162/1
S196,S92/0,S643/0
S634,S910/0,S254/0
S384,S549/0,S890/1
S293,S458/1,S856/1
S276,S903/1,S40/1
S84,S736/1,S337/1
S906,S308/1,S558/1
S413,S134/0,S313/1
S728,S485/0,S41/0
S485,S834/0,S852/0
S608,S819/1,S616/1
S702,S540/0,S311/0
S466,S631/1,S258/1
S575,S21/1,S549/0
S373,S420/0,S28/1
S646,S576/0,S257/1
S486,S811/0,S254/0
S761,S335/0,S847/0
S474,S56/1,S223/0
S714,S777/0,S838/0
S491,S24/0,S821/1
S567,S661/1,S336/0
S724,S817/1,S560/0
S201,S224/0,S133/1
S268,S424/1,S353/1
S97,S565/1,S301/0
S546,S178/1,S510/1
S134,S777/1,S650/1
S814,S644/1,S645/0
S785,S386/1,S727/0
S9,S123/0,S706/0
S897,S711/0,S633/1
S804,S498/1,S588/0
S288,S367/0,S907/0
S203,S896/0,S154/1
S225,S624/1,S889/0
S135,S907/1,S546/0
S372,S279/1,S863/1
S756,S188/0,S572/1
S540,S368/0,S365/0
S304,S516/1,S276/0
S66,S145/0,S275/1
S425,S189/0,S194/1
S210,S521/0,S609/0
S568,S451/1,S199/1
S10,S817/1,S601/0
S691,S74/0,S385/0
S290,S252/1,S811/1
S312,S597/1,S218/1
S385,S117/0,S254/0
S368,S667/0,S403/0
S472,S650/0,S111/1
S880,S34/0,S914/1
S512,S721/1,S224/0
S530,S913/1,S558/1
S838,S151/1,S204/0
S199,S298/0,S161/0
S47,S677/1,S877/0
S386,S800/0,S775/0
S181,S845/1,S681/0
S286,S750/0,S867/1
S885,S111/1,S687/0
S347,S785/1,S425/0
S489,S578/1,S3/0
S828,S618/0,S720/0
S806,S14/0,S779/1
S35,S636/1,S604/1
S124,S116/1,S876/0
S435,S298/0,S150/0
S847,S100/0,S388/0
S423,S479/0,S770/0
S170,S176/1,S51/0
S900,S573/1,S473/0
S292,S725/1,S793/0
S281,S362/1,S118/0
S488,S818/1,S311/1
S329,S39/0,S311/0
S467,S501/1,S762/1
S397,S761/0,S810/0
S807,S683/1,S792/0
S428,S751/0,S813/0
S232,S331/0,S668/1
S692,S399/1,S348/0
S269,S110/0,S486/0
S715,S303/0,S251/0
S271,S859/0,S656/0
S323,S637/1,S190/0
S778,S736/1,S4/0
S404,S56/0,S761/0
S689,S882/0,S563/1
S545,S776/0,S168/1
S800,S88/0,S687/1
S92,S406/0,S531/0
S139,S815/1,S403/1
S417,S509/1,S674/1
S709,S181/1,S572/0
S813,S664/0,S221/0
S136,S303/1,S720/1
S118,S141/0,S855/1
S398,S224/0,S411/1
S108,S590/1,S317/0
S679,S477/1,S759/0
S157,S637/1,S260/0
S748,S288/1,S787/0
S226,S583/1,S380/0
