present_state,next_state_0,next_state_1
S542,S908/0,S658/0
S182,S748/0,S761/0
S796,S703/0,S52/0
S721,S287/0,S761/0
S370,S413/0,S643/0
S298,S533/0,S733/0
S659,S528/0,S39/0
S599,S631/0,S827/0
S345,S225/0,S559/0
S662,S558/0,S707/0
S419,S900/0,S751/0
S965,S611/0,S39/0
S731,S91/0,S367/0
S65,S22/0,S874/0
S587,S901/0,S876/0
S449,S67/0,S793/0
S770,S912/0,S787/0
S771,S14/0,S870/0
S255,S214/0,S751/0
S843,S528/0,S820/0
S765,S528/0,S94/0
S361,S807/0,S416/0
S488,S242/0,S870/0
S842,S183/0,S416/0
S571,S867/0,S676/0
S978,S867/0,S564/0
S518,S711/0,S877/0
S390,S657/0,S96/0
S749,S785/0,S305/0
S5,S156/0,S612/0
S931,S156/0,S164/0
S316,S932/0,S166/0
S139,S22/0,S271/0
S543,S961/0,S564/0
S105,S976/0,S827/0
S850,S231/0,S751/0
S448,S242/0,S780/0
S523,S807/0,S462/0
S386,S757/0,S288/0
S786,S165/0,S762/0
S784,S371/0,S925/0
S83,S400/0,S751/0
S970,S356/0,S367/0
S427,S558/0,S702/0
S310,S600/0,S982/0
S603,S802/0,S639/0
S12,S657/0,S211/0
S903,S533/0,S200/0
S614,S976/0,S612/0
S29,S551/0,S353/0
S346,S807/0,S479/0
S473,S165/0,S676/0
S176,S354/0,S181/0
S588,S802/0,S465/0
S425,S893/0,S181/0
S819,S371/0,S127/0
S724,S283/0,S164/0
S411,S711/0,S753/0
S484,S898/0,S236/0
S742,S901/0,S982/0
S272,S976/0,S766/0
S632,S893/0,S766/0
S340,S867/0,S658/0
S8,S297/0,S185/0
S355,S898/0,S787/0
S897,S807/0,S39/0
S111,S214/0,S41/0
S585,S900/0,S712/0
S438,S926/0,S252/0
S199,S117/0,S94/0
S886,S408/0,S781/0
S651,S520/0,S676/0
S923,S774/0,S288/0
S791,S14/0,S548/0
S24,S214/0,S787/0
S208,S821/0,S87/0
S170,S214/0,S110/0
S319,S539/0,S676/0
S530,S277/0,S820/0
S17,S120/0,S552/0
S560,S214/0,S876/0
S873,S400/0,S367/0
S537,S283/0,S840/0
S654,S605/0,S465/0
S434,S418/0,S548/0
S446,S981/0,S876/0
S952,S256/0,S827/0
S337,S618/0,S52/0
S78,S219/0,S321/0
S553,S900/0,S121/0
S764,S256/0,S761/0
S590,S605/0,S455/0
S722,S774/0,S822/0
S860,S926/0,S288/0
S546,S385/0,S164/0
S727,S913/0,S479/0
S204,S678/0,S840/0
S471,S183/0,S87/0
S728,S297/0,S52/0
S331,S120/0,S945/0
S169,S332/0,S712/0
S902,S400/0,S87/0
S869,S187/0,S509/0
S494,S459/0,S625/0
S246,S917/0,S200/0
S810,S242/0,S725/0
S217,S214/0,S744/0
S584,S900/0,S822/0
S710,S277/0,S52/0
S949,S225/0,S828/0
S306,S128/0,S416/0
S941,S807/0,S766/0
S979,S418/0,S288/0
S458,S91/0,S321/0
S233,S120/0,S559/0
S395,S926/0,S725/0
S322,S657/0,S121/0
