present_state,next_state_0,next_state_1
S209,S97/0,S12/0
S35,S73/0,S250/0
S225,S67/0,S31/0
S227,S110/0,S219/0
S125,S58/0,S246/0
S13,S167/0,S166/0
S217,S106/0,S134/0
S128,S122/0,S30/0
S163,S58/0,S183/0
S75,S110/0,S100/0
S88,S45/0,S219/0
S153,S106/0,S156/0
S129,S156/0,S237/0
S181,S30/0,S250/0
S2,S250/0,S222/0
S189,S54/0,S246/0
S191,S67/0,S206/0
S228,S46/0,S244/0
S62,S197/0,S212/0
S71,S236/0,S170/0
S77,S221/0,S100/0
S38,S236/0,S254/0
S224,S145/0,S237/0
S114,S12/0,S170/0
S180,S25/0,S90/0
S6,S105/0,S218/0
S93,S250/0,S25/0
S241,S193/0,S54/0
S187,S254/0,S144/0
S26,S27/0,S170/0
S173,S58/0,S106/0
S87,S133/0,S170/0
S43,S9/0,S212/0
S188,S143/0,S235/0
S22,S76/0,S167/0
S79,S124/0,S12/0
S195,S32/0,S144/0
S109,S63/0,S27/0
S174,S246/0,S30/0
S141,S239/0,S148/0
S74,S145/0,S254/0
S232,S147/0,S193/0
S37,S144/0,S97/0
S23,S244/0,S234/0
S247,S162/0,S233/0
S47,S134/0,S214/0
S39,S246/0,S25/0
S80,S90/0,S204/0
S7,S58/0,S122/0
S64,S134/0,S170/0
S131,S184/0,S219/0
S176,S159/0,S0/0
S192,S105/0,S30/0
S211,S54/0,S27/0
S154,S12/0,S97/0
S40,S3/0,S143/0
S103,S99/0,S144/0
S142,S213/0,S97/0
S85,S67/0,S170/0
S34,S59/0,S239/0
S24,S165/0,S166/0
S19,S58/0,S110/0
S245,S99/0,S193/0
S220,S32/0,S36/0
S89,S110/0,S25/0
S10,S218/0,S170/0
S11,S31/0,S183/0
S168,S159/0,S9/0
S161,S184/0,S166/0
S78,S21/0,S59/0
S201,S30/0,S213/0
S82,S221/0,S179/0
S242,S204/0,S21/0
S139,S90/0,S17/0
S49,S224/0,S204/1
S194,S74/0,S214/1
S104,S125/0,S206/1
S231,S176/0,S219/1
S243,S211/0,S27/1
S135,S82/0,S200/1
S149,S195/0,S197/1
S33,S129/0,S56/1
S44,S176/0,S112/1
S160,S23/0,S46/1
S150,S220/0,S3/1
S198,S187/0,S56/1
S94,S154/0,S97/1
S158,S245/0,S183/1
S108,S6/0,S170/1
S53,S2/0,S67/1
S101,S88/0,S179/1
S178,S19/0,S219/1
S119,S188/0,S32/1
S118,S37/0,S147/1
S164,S154/0,S170/1
S123,S71/0,S156/1
S81,S93/0,S214/1
S130,S131/0,S58/1
S126,S181/0,S233/1
S199,S88/0,S73/1
S65,S189/0,S145/1
S84,S39/0,S0/1
S42,S125/0,S17/1
S248,S209/0,S112/1
S110,S0/1,S21/0
S45,S239/1,S183/0
S134,S254/1,S106/0
S193,S112/1,S170/0
S221,S170/1,S59/0
S31,S193/1,S25/0
S0,S165/1,S206/0
S9,S212/1,S222/0
S12,S222/1,S100/0
S179,S148/1,S233/0
S166,S54/1,S239/0
S197,S9/1,S58/0
S239,S193/1,S45/0
S170,S250/1,S21/0
S144,S204/1,S76/0
S124,S32/1,S30/0
S159,S59/1,S222/0
S25,S219/1,S45/0
S147,S222/1,S86/0
S145,S106/1,S97/0
S76,S12/1,S234/0
S27,S218/1,S159/0
S214,S76/1,S122/0
S17,S9/1,S237/0
S222,S57/1,S234/0
S46,S218/1,S56/0
S57,S237/1,S233/0
S200,S239/1,S162/0
S3,S219/1,S9/0
S233,S9/1,S133/0
S90,S54/1,S179/0
S32,S218/1,S112/0
S184,S67/1,S221/0
S67,S3/1,S233/0
S162,S124/1,S165/0
S133,S27/1,S170/0
S112,S105/1,S56/0
S36,S122/1,S143/0
S244,S233/1,S124/0
S73,S17/1,S0/0
S63,S193/1,S27/0
S86,S179/1,S58/0
S246,S166/1,S3/0
S218,S21/1,S197/0
S56,S254/1,S97/0
S213,S170/1,S156/0
S254,S144/1,S59/0
S97,S27/1,S57/0
S204,S200/1,S162/0
S167,S193/1,S144/0
S100,S46/1,S237/0
S148,S213/1,S86/0
S106,S105/1,S206/0
S235,S204/1,S17/0
S30,S184/1,S106/0
S58,S159/1,S204/0
S143,S0/1,S134/0
S250,S234/1,S90/0
S234,S159/1,S193/0
S183,S27/1,S32/0
S99,S179/1,S222/0
S54,S3/1,S143/0
S156,S237/1,S56/0
S21,S200/1,S165/0
S165,S184/1,S233/0
S206,S105/1,S162/0
S219,S143/1,S148/0
S237,S27/1,S112/0
S105,S122/1,S147/0
S59,S36/1,S12/0
S236,S148/1,S254/0
S122,S148/1,S218/0
S212,S21/1,S234/0
S5,S101/1,S29/1
S121,S84/1,S69/1
