present_state,next_state_0,next_state_1
S782,S571/0,S801/0
S397,S556/0,S869/0
S26,S803/0,S178/0
S835,S590/0,S801/0
S217,S638/0,S455/0
S589,S703/0,S683/0
S612,S517/0,S170/0
S196,S638/0,S284/0
S689,S146/0,S853/0
S126,S81/0,S503/0
S609,S179/0,S683/0
S59,S275/0,S223/0
S286,S788/0,S659/0
S425,S444/0,S659/0
S680,S901/0,S681/0
S868,S703/0,S401/0
S761,S392/0,S226/0
S243,S565/0,S396/0
S890,S111/0,S714/0
S637,S232/0,S94/0
S812,S664/0,S904/0
S506,S118/0,S73/0
S795,S179/0,S279/0
S675,S331/0,S150/0
S10,S96/0,S563/0
S128,S175/0,S318/0
S493,S815/0,S682/0
S69,S319/0,S560/0
S599,S70/0,S387/0
S143,S319/0,S200/0
S330,S331/0,S563/0
S902,S833/0,S614/0
S768,S112/0,S611/0
S546,S545/0,S131/0
S138,S501/0,S853/0
S540,S624/0,S200/0
S484,S413/0,S502/0
S522,S202/0,S30/0
S852,S517/0,S190/0
S794,S787/0,S389/0
S295,S412/0,S790/0
S845,S398/0,S401/0
S634,S25/0,S170/0
S688,S874/0,S122/0
S75,S4/0,S790/0
S478,S588/0,S745/0
S422,S588/0,S865/0
S732,S444/0,S784/0
S431,S565/0,S293/0
S172,S787/0,S759/0
S473,S469/0,S786/0
S382,S505/0,S279/0
S485,S664/0,S148/0
S183,S491/0,S535/0
S472,S517/0,S178/0
S211,S556/0,S676/0
S573,S810/0,S33/0
S857,S533/0,S767/0
S101,S70/0,S401/0
S606,S22/0,S759/0
S861,S707/0,S786/0
S487,S590/0,S790/0
S245,S582/0,S178/0
S108,S545/0,S284/0
S628,S83/0,S449/0
S851,S517/0,S223/0
S103,S505/0,S817/0
S57,S55/0,S18/0
S237,S638/0,S596/0
S135,S874/0,S100/0
S357,S317/0,S816/0
S587,S901/0,S165/0
S778,S545/0,S779/0
S440,S705/0,S534/0
S192,S571/0,S896/0
S189,S592/0,S219/0
S488,S588/0,S865/0
S731,S750/0,S104/0
S324,S565/0,S700/0
S474,S22/0,S904/0
S24,S685/0,S401/0
S442,S257/0,S68/0
S645,S656/0,S165/0
