present_state,next_state_0,next_state_1
S586,S365/0,S57/0
S174,S382/0,S200/0
S109,S227/0,S575/0
S462,S439/0,S499/0
S29,S556/0,S469/0
S114,S201/0,S575/0
S333,S519/0,S379/0
S522,S556/0,S42/0
S518,S240/0,S674/0
S700,S267/0,S57/0
S541,S556/0,S575/0
S288,S550/0,S379/0
S271,S419/0,S379/0
S298,S63/0,S305/0
S567,S393/0,S575/0
S616,S581/0,S499/0
S207,S382/0,S499/0
S699,S618/0,S328/0
S229,S646/0,S632/0
S326,S160/0,S328/0
S324,S618/0,S124/0
S140,S102/0,S459/0
S248,S201/0,S414/0
S86,S550/0,S483/0
S228,S227/0,S544/0
S300,S299/0,S67/0
S234,S519/0,S146/0
S377,S326/0,S604/1
S734,S114/0,S250/1
S715,S114/0,S569/1
S8,S700/0,S99/1
S144,S326/0,S166/1
S85,S326/0,S606/1
S468,S541/0,S606/1
S99,S699/0,S734/1
S496,S700/0,S734/1
S38,S333/0,S137/1
S622,S326/0,S496/1
S22,S298/0,S308/1
S705,S298/0,S377/1
S166,S298/0,S715/1
S569,S140/0,S8/1
S606,S271/0,S715/1
S592,S29/0,S69/1
S69,S567/0,S250/1
S250,S114/0,S622/1
S20,S29/0,S123/1
S329,S541/0,S144/1
S123,S326/0,S592/1
S738,S518/0,S715/1
S443,S586/0,S166/1
S308,S300/0,S20/1
S137,S462/0,S622/1
S604,S462/0,S99/1
S131,S207/0,S604/1
S701,S701/1,S140/0
S146,S42/1,S699/0
S665,S414/1,S234/0
S674,S483/1,S271/0
S459,S305/1,S326/0
S206,S632/1,S207/0
S379,S67/1,S174/0
S200,S11/1,S298/0
S469,S674/1,S541/0
S483,S146/1,S29/0
S42,S379/1,S288/0
S305,S206/1,S567/0
S642,S642/1,S616/0
S124,S67/1,S586/0
S414,S200/1,S248/0
S571,S665/1,S109/0
S11,S11/1,S298/0
S632,S575/1,S140/0
S67,S200/1,S288/0
S57,S206/1,S114/0
S544,S305/1,S114/0
S328,S469/1,S228/0
S499,S42/1,S228/0
S575,S42/1,S700/0
S609,S595/1,S738/1
S646,S519/1,S308/1
S710,S102/1,S22/1
S532,S393/1,S20/1
S709,S495/1,S144/1
S102,S375/1,S69/1
S266,S382/1,S38/1
S578,S495/1,S166/1
S382,S646/1,S8/1
S550,S299/1,S144/1
S375,S365/1,S99/1
S63,S618/1,S738/1
S548,S365/1,S99/1
S201,S519/1,S8/1
S426,S595/1,S137/1
S365,S201/1,S377/1
S555,S646/1,S734/1
S227,S102/1,S592/1
S303,S111/1,S131/1
S519,S303/1,S329/1
S439,S419/1,S85/1
S595,S556/1,S606/1
S380,S393/1,S606/1
S618,S365/1,S250/1
S160,S340/1,S131/1
S240,S240/1,S738/1
S495,S375/1,S329/1
S267,S375/1,S715/1
S340,S227/1,S250/1
S393,S495/1,S468/1
S306,S495/1,S123/1
S419,S555/1,S734/1
S111,S201/1,S738/1
S581,S240/1,S738/1
S556,S380/1,S468/1
S299,S646/1,S69/1
S98,S400/1,S358/1
S664,S657/1,S231/1
S671,S90/0,S463/1
S659,S430/1,S136/1
S231,S728/0,S192/0
S193,S505/0,S457/0
S512,S353/1,S489/1
S721,S643/1,S180/0
S301,S87/0,S688/0
S502,S96/0,S106/1
S223,S617/0,S279/0
S188,S677/1,S493/1
S718,S336/1,S643/1
S650,S113/0,S675/1
S167,S641/0,S225/0
S516,S95/1,S444/0
S369,S484/0,S650/0
S181,S220/1,S284/0
S614,S465/0,S320/0
S50,S165/1,S529/1
S460,S208/0,S152/0
S707,S552/0,S60/1
S218,S415/1,S60/0
S574,S537/0,S398/0
S176,S725/1,S336/1
S139,S135/1,S117/0
S169,S558/0,S105/1
S280,S440/0,S428/1
S390,S302/1,S95/1
S412,S54/1,S465/0
S345,S662/1,S64/1
S494,S215/0,S279/1
S473,S90/0,S46/1
S558,S277/1,S347/0
S290,S613/0,S534/0
S168,S167/1,S28/1
S5,S396/0,S564/0
S334,S210/0,S93/0
S689,S311/0,S651/1
S680,S635/1,S113/0
S158,S55/0,S418/0
S52,S681/0,S589/1
S617,S197/1,S276/1
S565,S117/0,S77/0
S698,S203/0,S121/0
S336,S392/0,S488/0
S397,S599/0,S315/0
S112,S726/0,S284/0
S210,S257/1,S162/0
S135,S428/1,S46/0
S476,S463/0,S486/1
S675,S689/0,S43/1
S33,S125/1,S374/1
S543,S101/0,S60/0
S668,S615/0,S417/1
S43,S107/0,S110/0
S309,S79/1,S704/0
S479,S627/1,S105/1
S634,S639/0,S591/0
S36,S447/1,S676/1
S247,S409/1,S374/0
S132,S740/0,S362/1
S551,S449/0,S335/1
S452,S236/1,S676/1
S311,S193/1,S390/1
S155,S528/0,S517/0
S657,S50/1,S693/0
S645,S542/1,S446/0
S410,S43/1,S725/0
S61,S381/1,S639/0
S535,S70/0,S157/1
S488,S125/1,S193/0
S451,S257/0,S514/1
S108,S644/0,S362/1
S304,S6/0,S82/1
S296,S713/0,S613/0
S13,S122/0,S239/1
S151,S269/1,S138/1
S583,S104/0,S603/1
S0,S591/0,S246/1
S623,S259/0,S192/1
S354,S236/1,S406/1
S484,S639/0,S591/0
S41,S492/1,S3/0
S394,S573/1,S187/1
S492,S159/0,S402/1
S727,S311/1,S70/1
S14,S87/1,S633/0
S716,S482/0,S653/1
S122,S506/1,S434/1
S424,S452/0,S18/1
S37,S182/0,S165/1
S134,S285/0,S149/0
S457,S461/0,S352/0
S317,S113/1,S90/1
S433,S728/1,S474/0
S413,S656/1,S154/0
S562,S474/0,S370/1
S363,S192/0,S312/0
S453,S435/1,S338/1
S45,S350/0,S83/0
S295,S445/0,S358/0
S97,S28/0,S603/0
S702,S678/1,S403/1
S222,S81/0,S60/1
S6,S729/1,S312/0
S447,S493/1,S507/1
S503,S574/0,S268/1
S170,S420/1,S342/0
S601,S432/1,S89/1
S204,S256/1,S182/1
S260,S209/1,S122/0
S598,S540/1,S44/0
S450,S116/0,S472/1
S490,S425/0,S198/1
S356,S621/1,S58/1
S162,S135/0,S330/0
S722,S610/1,S295/0
S117,S26/0,S25/0
S688,S132/1,S417/1
S281,S639/1,S339/0
S364,S394/1,S46/0
S679,S152/0,S498/1
S130,S95/1,S401/1
S603,S482/1,S316/0
S713,S294/1,S625/0
S203,S716/1,S545/1
S128,S649/1,S274/1
S261,S350/1,S168/1
S237,S641/1,S215/0
S504,S733/0,S208/1
S542,S51/0,S474/1
S630,S133/0,S211/1
S341,S159/0,S59/0
S189,S458/0,S149/0
S395,S540/0,S212/1
S511,S138/0,S138/0
S184,S87/0,S241/1
S416,S516/0,S515/1
S214,S43/0,S327/0
S481,S729/1,S151/0
S370,S238/0,S450/1
S357,S491/1,S689/1
S156,S438/1,S183/0
S224,S590/1,S186/0
S408,S132/1,S656/0
S691,S338/0,S589/1
S442,S628/0,S281/1
S88,S576/0,S732/0
S368,S149/1,S566/0
