present_state,next_state_0,next_state_1
S325,S1618/1,S1753/1
S82,S499/0,S1144/0
S1710,S634/0,S362/1
S1485,S1163/1,S955/1
S101,S1159/0,S753/0
S1832,S283/1,S765/1
S1326,S985/1,S1403/0
S870,S1782/0,S1359/0
S372,S927/1,S1879/1
S86,S1793/1,S1058/1
S425,S109/1,S1686/0
S1646,S1757/1,S882/1
S967,S669/0,S620/0
S743,S374/1,S168/0
S516,S1907/1,S1872/1
S847,S380/0,S552/0
S1371,S576/1,S330/0
S1439,S1239/1,S329/0
S1061,S316/0,S944/0
S251,S533/1,S1565/0
S725,S1080/1,S989/1
S1346,S1835/1,S470/1
S961,S1578/1,S318/0
S1603,S1033/1,S1055/0
S470,S1676/1,S518/0
S1330,S197/0,S1838/1
S715,S1335/0,S1807/1
S920,S870/0,S209/1
S929,S1137/1,S1638/1
S401,S780/0,S188/1
S1259,S127/1,S1893/0
S27,S149/0,S828/1
S1060,S211/1,S125/0
S1027,S114/0,S1397/0
S191,S1125/0,S151/1
S1804,S610/0,S238/1
S1645,S998/0,S1253/1
S1840,S1171/1,S984/0
S1518,S219/1,S1458/1
S1035,S1543/0,S962/1
S1264,S1247/1,S588/0
S949,S1820/1,S782/0
S278,S485/0,S1402/1
S1228,S1788/0,S1481/1
S1303,S93/0,S1551/1
S79,S915/0,S922/0
S1005,S1190/1,S168/1
S1180,S1349/1,S916/1
S1114,S864/1,S13/1
S279,S644/0,S1809/1
S807,S80/1,S1603/0
S970,S667/1,S721/1
S502,S104/1,S846/1
S1347,S77/1,S26/0
S1844,S1517/0,S640/1
S1412,S1746/0,S40/0
S363,S1074/0,S1780/0
S1769,S1265/1,S533/1
S582,S1099/1,S584/0
S625,S1782/0,S1667/0
S1300,S1374/1,S919/1
S1900,S1053/1,S1372/0
S540,S1246/1,S44/1
S1372,S1237/0,S770/0
S697,S557/1,S185/0
S1184,S203/1,S1185/0
S469,S1564/0,S1870/0
S208,S380/1,S475/1
S4,S821/1,S1612/0
S236,S161/0,S1566/0
S1827,S183/1,S947/0
S327,S862/1,S1042/1
S1413,S1859/0,S1845/0
S1880,S1655/0,S1293/0
S1714,S1626/0,S218/0
S1559,S608/1,S479/1
S172,S1724/1,S1115/0
S1195,S1768/1,S723/1
S1854,S881/1,S1528/1
S1674,S159/0,S1902/1
S181,S1327/1,S1100/0
S1389,S150/1,S849/1
S113,S34/1,S1545/1
