present_state,next_state_0,next_state_1
S1173,S1160/1,S717/1
S681,S881/1,S879/0
S762,S174/1,S899/0
S1030,S341/0,S982/1
S359,S861/0,S205/1
S542,S108/0,S899/0
S1140,S809/1,S183/1
S375,S1092/0,S760/0
S774,S859/0,S275/0
S472,S307/1,S16/0
S110,S201/1,S899/0
S844,S231/1,S167/0
S791,S72/0,S791/0
S674,S280/0,S99/1
S1053,S212/0,S553/0
S131,S207/1,S872/0
S86,S840/1,S694/0
S1160,S326/1,S1001/0
S1104,S709/1,S863/1
S426,S553/0,S1111/1
S130,S564/0,S624/1
S914,S1172/0,S375/0
S1112,S832/0,S1070/0
S273,S542/1,S773/0
S1174,S386/0,S1034/1
S274,S1055/1,S413/1
S478,S889/1,S601/0
S460,S332/1,S365/1
S4,S151/1,S167/0
S742,S113/1,S972/1
S532,S255/1,S50/1
S295,S646/1,S286/1
S619,S864/0,S902/0
S1055,S883/0,S736/1
S337,S155/0,S577/0
S139,S833/0,S784/0
S951,S645/0,S126/1
S355,S305/1,S339/1
S308,S967/0,S942/1
S521,S172/1,S859/0
S684,S943/0,S1159/0
S13,S529/0,S531/0
S419,S157/0,S670/1
S969,S596/0,S1111/1
S475,S73/0,S574/1
S251,S588/0,S1105/0
S692,S378/1,S590/1
S347,S860/0,S695/0
S722,S1009/0,S174/1
S993,S860/0,S575/1
S1015,S681/1,S2/0
S503,S273/0,S872/0
S825,S133/1,S338/1
S544,S1065/0,S179/1
S962,S1168/0,S934/0
S558,S1073/1,S411/1
S398,S585/1,S908/0
S196,S799/1,S849/0
S1119,S56/0,S886/0
S712,S867/1,S765/1
S1102,S1096/0,S1119/1
S352,S182/0,S520/1
S177,S464/0,S1018/1
S740,S113/0,S80/0
S28,S1159/0,S1053/1
S183,S1141/1,S810/0
S508,S237/1,S999/0
S777,S159/1,S536/1
S783,S537/0,S630/1
S568,S1005/0,S971/0
S1022,S404/1,S470/1
S1044,S498/1,S590/1
S863,S682/1,S285/1
