present_state,next_state_0,next_state_1
S229,S1319/0,S1046/0
S493,S1397/0,S1558/0
S660,S889/0,S1931/1
S43,S609/0,S1375/0
S1920,S351/0,S869/1
S1529,S434/0,S406/0
S91,S1880/1,S111/0
S1154,S409/0,S22/0
S842,S234/0,S198/1
S1157,S610/1,S1941/1
S1301,S1104/1,S1547/0
S0,S355/1,S440/1
S922,S1357/0,S1667/1
S875,S198/0,S13/0
S252,S1076/0,S84/1
S1404,S942/1,S337/1
S506,S1468/0,S1497/1
S78,S130/1,S552/0
S1589,S1471/0,S1060/0
S238,S922/1,S1156/1
S1701,S1101/1,S1637/0
S981,S1759/1,S932/0
S899,S19/1,S370/0
S1885,S1077/1,S569/1
S699,S944/1,S561/1
S976,S56/0,S1154/1
S1828,S1819/0,S554/0
S1814,S1238/1,S25/0
S56,S1897/0,S1587/1
S1071,S1777/0,S1174/1
S1603,S1338/1,S632/1
S779,S1918/1,S420/0
S479,S251/0,S309/1
S1328,S1541/1,S1129/0
S978,S129/0,S1442/0
S1479,S157/0,S1736/1
S1728,S536/1,S632/0
S1874,S293/1,S1415/0
S689,S1430/1,S1530/0
S721,S1457/0,S644/0
S671,S1395/0,S351/0
S67,S996/1,S1308/0
S1443,S377/0,S707/1
S464,S1265/1,S649/0
S1372,S1883/1,S1923/1
S1800,S1598/0,S733/0
S890,S1215/1,S542/0
S564,S1579/0,S161/0
S1833,S1350/1,S1699/0
S281,S1835/0,S1066/1
S345,S322/0,S1804/0
S1180,S496/1,S1450/0
S1305,S593/1,S690/0
S1790,S1598/0,S1443/0
S966,S1818/1,S1465/1
S1262,S705/0,S309/1
S1094,S152/0,S1239/0
S1426,S685/1,S1080/0
S1390,S1282/1,S1202/0
S1610,S1671/1,S408/0
S1641,S131/1,S432/0
S195,S1132/0,S1457/1
S1384,S1312/1,S888/0
S1680,S795/1,S1761/0
S454,S783/1,S771/0
S1741,S1673/0,S1164/1
S1482,S2/0,S1055/0
S1778,S1189/0,S1520/1
S732,S1860/0,S1368/1
S665,S1541/1,S1335/0
S1022,S650/0,S848/1
S1458,S46/1,S328/0
S1748,S1126/0,S1329/1
S547,S1047/1,S464/1
S1228,S129/1,S1678/1
S1765,S640/1,S631/1
S1392,S1585/1,S149/0
S334,S71/1,S206/0
S1786,S1770/1,S1813/1
S18,S505/1,S858/0
S262,S57/0,S1058/1
S563,S187/1,S794/1
S289,S634/0,S612/1
S1229,S1582/1,S1440/0
S23,S1352/1,S426/1
S1671,S1375/1,S186/1
S453,S1414/1,S1884/1
S1165,S1044/0,S961/0
S667,S31/1,S731/0
S1831,S168/0,S1875/0
S1306,S252/0,S1519/1
S1718,S1039/1,S1884/0
S1866,S1398/0,S268/0
S894,S1363/0,S1768/0
S434,S826/0,S185/0
S1868,S57/1,S527/1
S1628,S1117/0,S391/0
S691,S1024/1,S776/0
S911,S1726/0,S1816/1
S1432,S1542/0,S1641/0
S146,S1764/1,S972/0
S1822,S306/0,S1196/0
S745,S1039/1,S1016/0
S619,S1005/1,S1184/0
S455,S1388/0,S38/1
S685,S1011/1,S527/1
S906,S1497/0,S1053/0
S62,S624/0,S818/1
S648,S1855/1,S1487/0
S1052,S325/1,S367/0
S433,S1765/1,S1687/0
S942,S144/1,S624/0
S121,S49/0,S608/1
S126,S282/0,S107/0
S537,S1716/0,S1279/0
S1761,S291/1,S776/0
S662,S1498/1,S1102/0
S1644,S1292/0,S976/0
S663,S1474/0,S436/1
S1875,S1028/0,S1185/1
S1601,S1243/1,S923/0
S438,S1579/0,S889/0
S176,S347/0,S1412/0
S505,S1862/1,S1000/1
S473,S252/1,S1683/1
S845,S1035/0,S406/0
S384,S295/1,S1042/1
S211,S902/0,S122/1
S951,S71/1,S1672/0
S593,S655/1,S1701/1
S754,S296/1,S1012/0
S278,S298/0,S1881/1
S360,S1695/1,S1573/1
S395,S277/1,S1874/0
S628,S644/1,S60/1
S681,S68/1,S1914/0
S1465,S990/1,S1930/0
S1182,S1204/1,S484/1
S1901,S1603/1,S1715/0
S1236,S80/1,S449/1
S1726,S1662/0,S1368/1
S1897,S1321/0,S451/1
S1368,S466/0,S865/0
S1904,S1063/0,S1062/1
S1712,S447/1,S367/0
S1220,S136/0,S1406/0
S765,S258/1,S85/0
S172,S1723/1,S1143/0
S309,S1471/0,S196/0
S467,S284/0,S1046/0
S249,S249/0,S911/0
S1450,S977/1,S1728/0
S1606,S248/1,S483/0
S1349,S1089/1,S674/0
S170,S1208/1,S1466/0
S1072,S621/1,S1318/0
S242,S474/0,S237/0
S1104,S5/1,S90/0
S1237,S1084/1,S1168/1
S275,S528/1,S341/1
S643,S1770/1,S1814/1
S874,S1669/0,S1196/0
S1110,S533/1,S561/1
S733,S1802/0,S1744/1
S1727,S281/0,S1931/1
S952,S388/1,S904/0
S1779,S806/1,S1701/0
S701,S1454/1,S1384/0
S1796,S677/0,S121/0
S543,S1406/1,S490/1
S338,S234/1,S1850/1
S1073,S1146/0,S237/0
S998,S120/1,S1178/0
S1518,S1867/1,S642/0
S214,S927/1,S1914/1
