present_state,next_state_0,next_state_1
S160,S370/0,S413/0
S1200,S977/0,S941/1
S596,S219/0,S405/1
S74,S174/1,S246/0
S411,S741/1,S333/0
S622,S908/1,S325/1
S278,S879/0,S188/1
S510,S797/1,S444/1
S1066,S205/0,S120/0
S315,S886/1,S1108/1
S316,S895/0,S672/1
S1193,S1110/1,S1200/1
S8,S1056/1,S955/0
S214,S401/1,S219/1
S964,S434/1,S10/0
S582,S14/1,S1002/0
S887,S403/0,S40/0
S145,S385/1,S773/1
S1173,S242/1,S1046/0
S460,S785/1,S577/0
S502,S7/1,S1101/1
S694,S160/1,S254/0
S1152,S774/1,S264/1
S28,S1204/1,S1189/1
S541,S82/0,S499/0
S904,S719/1,S1021/0
S753,S657/1,S701/1
S831,S733/1,S820/1
S818,S1165/0,S392/0
S1122,S89/1,S780/1
S910,S625/1,S673/0
S658,S275/1,S289/1
S1123,S242/0,S1175/1
S861,S339/1,S444/1
S221,S270/1,S599/0
S272,S527/0,S651/0
S373,S995/0,S218/1
S690,S426/1,S941/1
S1146,S629/0,S298/1
S666,S437/1,S890/1
S389,S975/1,S611/1
S1048,S1118/1,S169/1
S972,S726/1,S1116/1
S678,S1101/0,S672/1
S646,S101/0,S256/0
S291,S673/1,S1100/0
S1095,S233/1,S642/0
S1120,S429/1,S526/1
S311,S807/1,S796/0
S26,S164/1,S606/1
S834,S111/0,S818/0
S1092,S907/0,S138/0
S346,S169/0,S395/1
S848,S948/0,S803/1
S1169,S137/0,S522/0
S277,S577/1,S813/0
S902,S65/1,S1041/0
S726,S90/1,S1044/0
S73,S1155/0,S311/0
S452,S1059/1,S1030/0
S899,S687/1,S1168/1
S88,S177/1,S856/0
S331,S436/1,S248/0
S43,S1023/1,S73/1
S922,S65/1,S298/1
S65,S366/0,S172/0
S604,S824/0,S247/0
S22,S1164/1,S19/0
S631,S1148/0,S206/0
S201,S7/1,S65/0
S40,S236/1,S1108/1
S1094,S1044/1,S831/0
S402,S385/1,S106/1
S111,S110/1,S950/1
S29,S923/1,S673/0
S440,S602/1,S908/0
S56,S602/1,S599/0
S1178,S1147/1,S974/1
S225,S1021/1,S401/0
S307,S1189/1,S838/1
S779,S611/0,S706/1
S334,S1021/1,S142/1
S624,S1174/0,S69/0
S797,S837/0,S688/0
S605,S460/0,S945/1
S244,S825/1,S978/0
S161,S264/1,S1131/0
S659,S785/1,S141/1
S1131,S175/0,S222/1
S613,S904/0,S276/1
S436,S258/0,S67/0
S917,S106/0,S860/1
S1040,S330/0,S1196/0
S143,S147/0,S974/1
S816,S748/0,S417/1
S176,S274/0,S951/1
S509,S657/1,S345/1
S397,S408/0,S579/1
S477,S248/1,S1147/0
S871,S192/1,S679/1
S875,S277/0,S343/1
S438,S524/1,S814/1
S146,S270/1,S1108/1
S1050,S534/0,S405/1
S72,S1168/0,S29/1
S1157,S725/1,S1092/0
S795,S353/1,S1095/1
S507,S992/0,S1022/1
S992,S812/1,S480/0
S938,S945/0,S142/1
S287,S577/1,S6/1
S1082,S139/0,S23/0
S193,S1113/1,S353/0
S933,S750/1,S1004/0
S242,S108/0,S845/0
S255,S673/1,S219/1
S480,S101/0,S622/0
S651,S512/1,S964/1
S183,S460/0,S709/1
S593,S65/1,S277/1
S821,S606/0,S741/0
S63,S726/0,S728/0
S882,S437/1,S238/0
S975,S907/0,S287/0
S429,S1105/0,S868/0
S891,S725/1,S265/1
S620,S151/1,S1014/1
S894,S979/1,S494/1
S760,S253/0,S318/1
S110,S614/1,S980/0
S258,S169/0,S265/1
S858,S687/1,S1043/0
S1047,S923/1,S765/1
S657,S446/0,S1048/0
S742,S416/0,S147/1
S207,S327/1,S276/1
S735,S408/0,S318/1
S1024,S79/0,S910/1
S54,S307/1,S301/0
S607,S469/1,S517/1
S89,S1020/0,S564/0
S522,S1066/1,S998/1
S804,S1112/1,S408/1
S117,S253/0,S718/1
S856,S610/0,S347/0
S45,S958/1,S703/1
S955,S586/1,S1131/1
S824,S558/0,S147/1
S699,S1065/0,S1001/1
S46,S1039/0,S329/0
S798,S1177/1,S883/1
S1078,S97/1,S649/1
S548,S1164/0,S894/0
S623,S109/0,S862/0
S33,S876/0,S644/1
S166,S238/1,S703/1
S490,S341/0,S675/0
S383,S171/1,S440/1
S676,S274/0,S889/1
S232,S248/1,S627/1
S538,S679/1,S683/0
S1197,S223/0,S568/0
S1170,S1153/0,S282/1
S923,S156/0,S173/0
S348,S817/1,S1161/0
S750,S1032/1,S776/1
S648,S416/0,S1009/1
S256,S14/1,S419/1
S488,S477/0,S901/1
S618,S923/1,S1092/0
S1166,S609/1,S544/1
S581,S379/1,S563/1
S426,S894/1,S367/1
S1096,S525/1,S763/1
S639,S525/1,S56/1
S1012,S1116/1,S862/1
S982,S367/0,S585/1
S379,S1083/0,S154/0
S989,S216/1,S780/1
S344,S712/1,S1013/1
S97,S215/0,S506/0
S1112,S1106/0,S985/0
S679,S741/0,S585/0
S950,S1055/1,S656/0
S252,S944/0,S876/1
S1150,S762/0,S619/1
S957,S962/0,S416/1
S330,S1093/0,S709/1
S712,S919/0,S1085/0
S92,S958/1,S88/1
S643,S544/0,S409/1
S356,S512/1,S313/1
S588,S895/0,S49/1
S514,S319/1,S262/0
S200,S1156/1,S36/1
S62,S707/1,S794/1
S18,S283/1,S319/0
S653,S83/1,S959/0
S459,S733/0,S570/0
S1134,S534/0,S709/1
S1106,S142/0,S163/1
S1093,S839/1,S923/0
S231,S885/1,S751/0
S410,S107/0,S55/1
S713,S112/1,S739/0
S1102,S248/1,S791/1
S706,S930/1,S976/0
S11,S939/1,S694/1
