present_state,next_state_0,next_state_1
S32,S27/0,S39/0
S27,S27/0,S42/0
S12,S27/0,S16/0
S39,S32/0,S40/1
S42,S12/0,S15/1
S16,S12/0,S23/1
S6,S12/0,S40/1
S23,S12/1,S8/0
S15,S27/1,S8/0
S40,S27/1,S45/0
S8,S16/1,S40/1
S0,S42/1,S40/1
S45,S6/1,S15/1
S30,S14/1,S2/0
S20,S26/1,S2/0
S4,S19/1,S17/0
S37,S21/1,S29/0
S26,S22/1,S14/0
S2,S33/0,S34/1
S31,S4/1,S4/1
S5,S30/0,S33/0
S28,S37/1,S38/0
S33,S29/0,S41/0
S21,S21/1,S37/1
S14,S31/0,S24/1
S36,S30/1,S41/0
S29,S1/1,S5/0
S11,S24/1,S30/1
S19,S30/0,S9/0
S24,S21/1,S18/0
S35,S44/0,S1/0
S43,S31/0,S24/0
S3,S20/0,S4/0
S38,S17/0,S25/1
S18,S43/1,S41/0
S7,S4/0,S10/0
S10,S25/0,S1/0
S44,S19/0,S14/0
S41,S4/1,S3/1
S9,S37/0,S25/1
S25,S9/0,S43/1
S17,S20/1,S17/1
S1,S41/0,S9/0
S34,S25/0,S37/0
S22,S44/0,S44/1
S13,S24/0,S2/0
