present_state,next_state_0,next_state_1
S0,S56/1,S17/0
S12,S83/0,S68/1
S93,S92/0,S65/1
S75,S87/1,S75/0
S66,S56/1,S57/0
S61,S82/0,S47/0
S58,S45/0,S45/1
S55,S89/0,S59/0
S95,S75/1,S88/0
S56,S4/1,S2/1
S38,S44/0,S86/0
S3,S25/0,S22/0
S15,S3/1,S94/1
S48,S84/1,S9/0
S34,S61/0,S38/0
S31,S29/1,S87/0
S27,S96/1,S57/0
S4,S41/0,S12/0
S7,S20/1,S80/1
S59,S51/0,S50/0
S20,S68/0,S13/0
S36,S20/0,S20/1
S21,S32/0,S92/1
S63,S8/0,S90/1
S30,S47/1,S28/1
S49,S26/1,S81/1
S57,S78/1,S27/0
S14,S81/1,S32/0
S19,S79/1,S61/0
S81,S21/0,S21/1
S10,S45/1,S56/1
S42,S49/0,S34/0
S76,S95/0,S88/1
S78,S20/1,S10/1
S23,S94/1,S57/0
S46,S18/1,S51/1
S1,S34/0,S79/1
S90,S43/1,S50/0
S16,S51/1,S79/0
S92,S84/0,S40/1
S47,S73/1,S72/0
S28,S46/1,S54/0
S9,S38/0,S95/0
S51,S93/1,S90/0
S32,S34/0,S73/1
S91,S60/1,S89/0
S2,S3/1,S96/1
S79,S46/0,S65/1
S45,S83/0,S64/0
S35,S9/0,S28/0
S64,S4/0,S83/1
S62,S86/1,S6/1
S8,S29/1,S31/1
S82,S47/0,S55/0
S89,S34/1,S35/1
S24,S79/1,S73/1
S41,S68/0,S11/0
S85,S19/0,S18/0
S11,S68/0,S83/1
S25,S4/0,S12/0
S68,S4/0,S13/0
S6,S54/0,S92/1
S72,S75/1,S31/0
S77,S80/1,S66/0
S94,S83/1,S96/1
S17,S78/1,S67/0
S50,S65/0,S65/0
S22,S3/0,S20/1
S86,S61/0,S44/1
S80,S68/1,S2/1
S88,S35/1,S60/1
S26,S71/0,S63/0
S5,S71/0,S40/0
S37,S50/1,S39/1
S67,S78/1,S0/0
S52,S24/1,S18/0
S44,S35/0,S70/1
S65,S16/0,S69/1
S39,S49/0,S85/1
S84,S24/0,S16/0
S87,S48/0,S32/1
S33,S18/0,S42/0
S96,S4/1,S78/1
S73,S72/1,S21/1
S69,S28/1,S9/0
S74,S47/0,S92/0
S54,S40/0,S81/1
S13,S20/0,S83/1
S60,S93/0,S35/0
S53,S20/0,S68/1
S29,S84/0,S16/1
S43,S60/0,S81/1
S18,S62/0,S49/0
S70,S65/1,S95/1
S83,S68/0,S13/0
S71,S79/1,S18/1
S40,S39/1,S26/0
