present_state,next_state_0,next_state_1
S676,S863/0,S131/1
S409,S716/1,S207/1
S610,S1116/0,S1072/0
S490,S628/1,S1098/1
S661,S962/1,S761/0
S586,S1044/0,S900/0
S511,S601/1,S1085/1
S272,S680/1,S787/1
S322,S299/1,S643/0
S687,S827/0,S466/0
S716,S670/0,S164/1
S254,S133/1,S84/0
S192,S1081/1,S1057/0
S882,S118/1,S3/1
S675,S773/1,S68/0
S589,S1071/1,S346/0
S643,S864/0,S41/0
S474,S651/1,S170/1
S1037,S165/1,S328/0
S97,S35/1,S217/0
S63,S205/1,S849/1
S765,S211/0,S54/0
S266,S835/0,S568/0
S813,S1032/1,S97/0
S713,S1060/0,S771/1
S1052,S352/0,S938/0
S863,S97/0,S1016/1
S991,S622/1,S1112/0
S404,S59/0,S886/1
S1119,S847/0,S835/1
S1089,S984/0,S824/0
S712,S537/1,S395/0
S423,S870/0,S637/1
S65,S603/1,S851/1
S703,S1093/1,S350/0
S156,S420/0,S295/0
S1080,S880/0,S957/1
S585,S898/0,S946/1
S391,S899/0,S185/0
S1065,S774/1,S85/1
S1071,S1127/0,S263/1
S571,S1092/0,S30/0
S160,S579/1,S420/1
S258,S333/1,S929/0
S112,S1061/0,S888/0
S840,S386/0,S1001/1
S532,S674/0,S185/0
S29,S1032/1,S1074/1
S93,S650/0,S709/0
S232,S750/1,S260/0
S566,S917/1,S929/1
S100,S161/1,S401/1
S462,S627/0,S1023/0
S1006,S622/1,S3/0
S264,S965/1,S235/1
S647,S360/1,S88/1
S1023,S1105/1,S520/1
S39,S711/1,S132/1
S822,S363/1,S481/0
S769,S428/0,S139/1
S499,S1099/0,S255/0
S898,S114/1,S57/0
S335,S701/0,S244/0
S469,S127/0,S608/0
S26,S987/1,S3/0
S569,S47/0,S316/1
S545,S1043/1,S999/1
S905,S53/0,S330/0
S277,S668/1,S235/1
S552,S671/0,S6/0
S630,S953/1,S929/0
S614,S125/1,S552/0
S947,S118/1,S170/0
S510,S44/0,S405/0
S645,S870/0,S40/0
S506,S495/0,S438/0
S383,S108/0,S841/1
S559,S860/0,S206/0
S946,S556/1,S543/1
S814,S247/0,S81/0
S965,S972/0,S856/1
S145,S586/0,S58/1
S835,S1008/0,S975/1
S860,S108/1,S812/1
S62,S759/1,S845/0
S400,S222/1,S113/0
S778,S716/1,S929/0
S642,S1056/0,S417/1
S526,S698/0,S391/1
S634,S422/0,S313/0
S960,S452/0,S951/0
S1116,S54/0,S389/0
S793,S698/0,S838/0
S641,S257/1,S977/0
S433,S977/0,S433/0
S426,S30/0,S557/0
S92,S112/1,S1065/0
S684,S783/1,S235/1
S524,S175/0,S234/0
S1043,S383/0,S521/1
S551,S428/0,S375/1
S861,S982/0,S902/0
S637,S954/0,S578/0
S56,S1089/0,S703/1
S1049,S48/1,S459/0
S1101,S193/1,S93/0
S101,S74/1,S861/0
S230,S657/0,S229/1
S373,S948/0,S179/1
S922,S491/1,S587/0
S872,S1111/0,S673/0
S1027,S51/1,S967/1
S1128,S691/1,S764/1
S1067,S889/1,S964/1
S631,S969/1,S1065/0
S473,S1026/1,S523/0
S1036,S215/1,S481/0
S250,S51/0,S472/1
S740,S592/0,S980/1
S798,S242/1,S899/1
S168,S1053/1,S587/0
S228,S805/1,S586/1
S1031,S359/0,S555/0
S592,S457/0,S26/1
S867,S774/0,S334/0
S1048,S347/1,S886/0
S399,S925/0,S30/1
S415,S1012/1,S1091/0
S1079,S292/1,S1112/1
S262,S1087/0,S644/0
S876,S609/1,S10/0
S936,S3/0,S935/0
S135,S762/1,S1039/1
S773,S446/1,S107/0
S89,S199/0,S1023/0
S33,S33/0,S994/1
S998,S439/1,S313/1
S412,S907/0,S52/0
