present_state,next_state_0,next_state_1
S245,S30/1,S437/1
S256,S555/0,S312/1
S202,S155/0,S352/0
S508,S179/1,S47/1
S453,S142/0,S449/1
S664,S313/1,S451/1
S122,S95/0,S407/1
S434,S678/0,S180/1
S30,S233/1,S189/1
S46,S567/0,S488/1
S463,S517/1,S19/1
S56,S65/1,S258/0
S390,S188/0,S320/1
S382,S153/0,S322/0
S259,S278/1,S230/0
S625,S220/1,S174/0
S458,S265/0,S293/0
S206,S57/0,S180/1
S295,S39/1,S573/0
S84,S588/0,S653/1
S344,S132/1,S597/0
S71,S18/0,S567/1
S510,S495/0,S494/1
S346,S43/1,S106/1
S178,S480/0,S178/1
S72,S121/0,S565/1
S350,S546/0,S162/1
S2,S597/1,S36/0
S679,S98/0,S222/0
S104,S108/1,S512/0
S501,S401/1,S260/0
S251,S70/1,S125/1
S640,S429/0,S250/1
S0,S237/1,S73/0
S659,S449/0,S134/0
S149,S176/0,S606/0
S304,S444/1,S497/0
S153,S679/1,S357/0
S552,S50/0,S262/1
S465,S245/1,S620/1
S632,S104/0,S130/1
S594,S239/1,S43/1
S400,S397/0,S216/0
S157,S52/0,S296/0
S164,S266/0,S643/0
S257,S586/1,S637/1
S60,S250/0,S250/1
S75,S337/1,S647/1
S403,S283/1,S566/1
S522,S258/1,S501/0
S326,S625/0,S302/1
S645,S389/0,S596/0
S12,S328/0,S304/1
S380,S29/1,S551/0
S387,S176/0,S250/1
S536,S259/0,S547/1
S492,S416/1,S338/1
S592,S317/0,S400/0
S613,S487/1,S428/1
S500,S642/0,S259/1
S95,S294/1,S581/0
S452,S412/1,S511/0
S208,S116/1,S206/0
S479,S374/1,S602/0
S82,S642/0,S171/1
S203,S65/1,S56/1
S337,S193/1,S656/1
S316,S227/0,S650/0
S602,S678/0,S304/1
S242,S349/0,S672/0
S633,S274/1,S286/0
S144,S58/1,S491/0
S317,S226/1,S422/1
S636,S138/1,S223/1
S643,S246/0,S147/0
S445,S520/0,S164/0
S549,S127/1,S644/0
S41,S451/1,S496/1
S544,S185/0,S170/0
S109,S403/1,S314/1
S530,S197/0,S679/0
S363,S198/0,S225/0
S121,S123/1,S514/0
S449,S277/1,S207/0
S381,S208/0,S280/1
S119,S129/0,S678/1
S188,S170/1,S275/0
S138,S330/0,S217/1
S130,S147/1,S379/0
S574,S358/0,S404/1
S635,S165/1,S313/1
S485,S546/0,S185/1
S498,S219/0,S205/1
S401,S499/0,S409/0
S21,S24/0,S673/1
S92,S588/0,S143/1
S408,S369/0,S25/0
S470,S480/0,S270/1
S236,S601/1,S481/1
S357,S376/0,S472/1
S404,S623/1,S230/0
S488,S671/1,S571/0
S170,S405/0,S147/0
S393,S142/0,S663/1
S649,S315/1,S635/1
S280,S214/1,S89/0
S524,S170/1,S341/0
S129,S634/1,S674/0
S391,S462/0,S14/0
S622,S576/1,S490/0
S604,S436/1,S63/1
S47,S554/1,S521/1
S407,S147/1,S311/0
S192,S561/0,S430/1
S28,S606/1,S379/0
S388,S496/1,S111/1
S607,S98/0,S676/0
S67,S405/0,S619/1
S582,S3/1,S75/1
S241,S413/1,S65/1
S53,S626/1,S67/0
S329,S44/0,S615/1
S377,S542/1,S89/0
S243,S449/0,S264/0
S9,S389/0,S180/1
S389,S306/1,S668/0
S285,S176/0,S14/0
S76,S247/0,S678/1
S39,S203/1,S19/1
S1,S5/0,S555/1
S169,S423/0,S573/1
S59,S238/0,S156/1
S406,S526/1,S60/0
S14,S17/0,S166/0
S658,S330/1,S74/1
S190,S374/1,S373/0
S26,S380/0,S285/0
S546,S526/1,S7/0
S110,S413/1,S636/0
S384,S324/0,S320/1
S648,S363/1,S271/0
S409,S548/0,S35/0
S66,S584/1,S109/1
S631,S162/0,S143/1
S255,S677/1,S13/1
S288,S41/1,S313/1
S200,S376/0,S312/1
S556,S621/0,S277/0
S77,S363/1,S256/0
S132,S573/0,S666/1
S566,S532/1,S426/1
S195,S452/0,S180/1
S486,S48/0,S83/0
S674,S190/0,S383/1
S37,S593/1,S528/1
S58,S462/0,S672/0
