present_state,next_state_0,next_state_1
S390,S379/1,S1175/0
S1152,S184/1,S89/1
S216,S444/1,S258/1
S1162,S558/1,S1331/1
S759,S660/0,S1246/1
S679,S31/1,S1318/0
S340,S553/1,S110/1
S1394,S1237/0,S351/1
S157,S694/0,S1439/0
S1022,S1463/0,S279/0
S75,S1444/0,S273/0
S1319,S748/1,S705/1
S555,S2/1,S779/1
S798,S104/1,S45/1
S21,S954/1,S605/0
S628,S132/1,S44/1
S409,S1372/1,S374/0
S694,S667/0,S877/0
S1191,S405/0,S395/0
S357,S1484/1,S404/0
S911,S843/1,S417/0
S1438,S962/1,S1485/0
S1300,S37/0,S1261/1
S45,S1093/0,S1402/1
S893,S845/0,S1445/0
S136,S236/1,S643/1
S342,S989/0,S941/0
S595,S617/1,S1010/1
S196,S1012/0,S1036/0
S719,S806/1,S1371/0
S345,S1393/1,S725/0
S1347,S554/1,S315/0
S756,S1025/1,S847/0
S1279,S466/0,S1312/0
S1321,S888/0,S1127/0
S473,S1434/0,S843/0
S154,S1476/0,S160/1
S1348,S1184/1,S1287/1
S541,S1111/1,S718/1
S1293,S202/0,S771/1
S416,S47/1,S428/1
S606,S364/1,S520/0
S322,S208/1,S709/1
S1476,S1509/1,S968/0
S565,S314/0,S90/1
S690,S1054/0,S231/0
S344,S37/1,S1192/0
S474,S649/1,S1370/1
S378,S219/0,S1025/0
S460,S1378/0,S64/1
S269,S444/0,S1151/1
S1018,S470/0,S34/0
S80,S288/0,S542/1
S1373,S380/1,S711/1
S1193,S951/1,S1250/1
S346,S1292/1,S440/0
S1055,S1218/0,S1036/0
S424,S461/0,S791/0
S25,S43/0,S245/0
S614,S432/1,S528/0
S495,S353/1,S589/0
S1341,S872/0,S421/1
S1498,S1096/1,S109/1
S211,S469/1,S1088/0
S103,S553/1,S426/1
S1311,S1225/1,S388/1
S392,S693/0,S1225/0
S1247,S1164/1,S435/1
S400,S1158/1,S501/1
S415,S931/0,S239/1
S1017,S1489/0,S596/1
S1314,S987/0,S1238/1
S640,S299/0,S788/1
S148,S526/1,S562/1
S1509,S1482/0,S758/1
S1233,S719/0,S1023/0
S732,S375/1,S118/1
S1119,S696/1,S11/1
S1198,S1100/0,S1114/1
S166,S826/0,S1277/1
S394,S216/1,S925/0
S1011,S379/0,S757/0
S252,S1002/0,S1040/0
S386,S253/0,S1447/0
S1076,S482/1,S1183/0
S1153,S1085/0,S273/0
S1384,S1420/0,S252/0
S1148,S305/1,S96/1
S1215,S811/0,S204/1
S1443,S1097/0,S1186/1
S553,S451/1,S1198/0
S564,S237/0,S956/0
S905,S200/1,S843/1
S1158,S107/0,S413/1
S799,S1458/0,S1171/1
S1440,S1207/1,S1321/1
S1106,S1378/1,S608/1
S280,S1262/0,S1032/1
S1132,S584/1,S681/1
S933,S927/0,S111/1
S223,S767/1,S337/0
S367,S206/0,S827/1
S1342,S1363/0,S676/0
S1023,S776/0,S1310/0
S1067,S1339/1,S105/1
S328,S831/0,S434/0
S171,S1473/1,S1428/0
S1260,S987/0,S729/0
S1218,S61/1,S1245/0
S897,S236/0,S1244/1
S1126,S1229/1,S814/1
S1488,S316/1,S133/0
S1236,S553/0,S332/1
S219,S603/0,S1417/1
S901,S586/1,S1183/0
S1286,S12/1,S956/0
S487,S860/0,S1382/0
S480,S269/1,S1005/0
S16,S1224/0,S300/1
S1207,S1346/0,S544/0
S135,S513/0,S404/1
S1363,S331/0,S738/1
S408,S534/1,S199/0
S511,S871/1,S158/1
S214,S122/0,S1270/0
S1244,S1098/1,S926/1
S1463,S87/1,S1509/1
S285,S1258/0,S399/0
