present_state,next_state_0,next_state_1
S207,S323/1,S1178/0
S457,S177/0,S1239/1
S1052,S1084/0,S1174/1
S201,S1090/0,S1202/1
S520,S1012/0,S230/0
S164,S98/1,S1090/1
S589,S452/0,S628/0
S340,S535/1,S495/1
S279,S904/1,S132/0
S807,S1296/0,S642/0
S368,S615/0,S1372/0
S575,S1013/1,S203/0
S988,S1293/1,S666/1
S318,S216/0,S1372/0
S906,S710/0,S1150/0
S1210,S214/0,S496/1
S976,S1050/0,S621/1
S1092,S64/1,S660/1
S182,S1223/0,S244/0
S884,S770/0,S750/1
S1230,S365/1,S285/1
S330,S786/0,S543/1
S623,S566/1,S561/0
S70,S241/1,S1323/1
S405,S1138/0,S638/1
S1015,S227/0,S1298/0
S742,S707/1,S806/1
S1131,S1330/0,S499/0
S1155,S200/1,S1269/0
S497,S1079/0,S1162/1
S212,S914/0,S1267/1
S165,S954/0,S989/0
S1203,S1375/0,S1065/1
S677,S867/1,S1153/1
S1321,S1269/1,S1241/0
S274,S469/1,S195/1
S702,S615/1,S934/0
S1074,S32/0,S963/1
S1079,S670/0,S654/1
S1366,S611/1,S809/1
S652,S1141/1,S1083/1
S1096,S533/1,S320/1
S15,S328/0,S1256/0
S134,S364/1,S714/0
S1030,S90/0,S438/0
S996,S748/0,S532/0
S249,S10/0,S1162/1
S723,S149/0,S495/0
S1134,S690/0,S1193/1
S1089,S1268/1,S594/1
S418,S930/1,S998/1
S235,S392/0,S382/1
S344,S582/0,S848/0
S173,S121/1,S908/0
S1153,S841/1,S494/1
S499,S602/0,S1059/0
S461,S262/0,S1343/0
S430,S1218/1,S38/0
S172,S1249/0,S1143/0
S390,S259/1,S598/1
S1161,S1164/1,S796/0
S1038,S845/0,S703/0
S1035,S1264/1,S718/0
S1121,S1368/1,S1023/0
S99,S452/1,S701/1
S290,S1128/0,S70/0
S506,S684/0,S1202/1
S762,S1205/0,S683/1
S642,S42/1,S1083/1
S855,S1214/1,S756/0
S341,S162/1,S305/0
S624,S483/0,S775/0
S542,S282/0,S867/0
S923,S96/1,S801/1
S1033,S259/0,S929/0
S492,S164/0,S78/0
S1020,S290/1,S1185/0
S487,S298/1,S1095/0
S902,S846/1,S565/1
S709,S700/0,S1078/0
S22,S1177/0,S738/0
S1349,S369/1,S213/0
S811,S212/0,S207/1
S500,S297/1,S519/1
S151,S105/1,S627/1
S566,S259/0,S665/0
S306,S756/0,S720/1
S729,S740/1,S28/0
S1027,S712/1,S405/0
S1243,S1301/0,S1143/1
S392,S1118/0,S872/0
S719,S716/0,S801/0
S1091,S1048/0,S713/1
S531,S1075/1,S1341/1
S333,S410/0,S885/1
S764,S1086/0,S1135/0
S475,S427/0,S322/0
S527,S908/1,S256/1
S559,S43/1,S1363/1
S989,S1256/0,S695/0
S49,S296/1,S174/0
S614,S737/0,S974/1
S1167,S1373/1,S512/1
S1314,S455/0,S1117/0
S326,S364/1,S818/1
S391,S955/1,S1318/1
S814,S48/1,S451/1
S914,S1247/0,S92/1
S611,S730/1,S876/0
S910,S677/1,S1312/0
S1220,S976/0,S808/1
S625,S869/1,S565/1
S384,S703/1,S1275/0
S960,S1005/0,S274/1
S1152,S1188/1,S143/1
S1302,S1365/1,S257/1
S428,S696/0,S11/0
S1086,S1102/1,S1245/1
S882,S851/0,S1080/0
S743,S178/1,S1281/1
S824,S892/1,S1120/1
S79,S772/1,S631/0
S180,S1257/0,S582/0
S107,S541/1,S235/1
S0,S981/1,S377/0
S649,S1112/1,S1350/1
S1312,S474/0,S633/0
S146,S389/1,S397/1
S560,S648/1,S488/1
S370,S211/0,S1151/1
S319,S176/0,S1079/1
S535,S671/0,S340/0
S483,S1309/1,S1345/0
S739,S1088/0,S933/1
S1359,S429/0,S154/1
S471,S26/0,S58/0
S1073,S96/1,S553/1
S1111,S996/0,S1344/0
S1325,S1331/0,S701/0
S1041,S833/0,S984/1
S275,S156/0,S1209/1
S473,S873/0,S1367/0
S369,S989/1,S1369/0
S1377,S1117/1,S27/1
S890,S774/1,S1086/1
S1287,S1340/1,S941/1
S810,S910/1,S1303/1
S547,S630/0,S761/0
S76,S312/0,S448/0
S80,S778/0,S644/0
S1316,S496/0,S3/1
S526,S645/0,S235/1
S1283,S584/0,S280/1
S722,S403/1,S1056/1
S262,S91/0,S645/0
S876,S763/1,S759/1
S438,S85/1,S1019/1
S968,S538/0,S1304/1
S1333,S32/1,S994/0
S944,S481/0,S189/0
S1085,S573/0,S666/0
S1245,S793/1,S1357/1
S352,S1165/1,S1197/0
S627,S866/0,S684/0
S926,S1149/0,S1321/0
S1306,S1302/1,S872/0
S786,S782/0,S498/1
S979,S85/0,S493/0
S991,S142/1,S764/1
S1266,S245/0,S597/0
S1343,S690/0,S1038/0
S837,S174/0,S1024/1
S1176,S1324/1,S293/1
S936,S1101/1,S515/1
S1337,S700/0,S960/1
S539,S578/0,S584/1
S667,S343/0,S1154/0
S1039,S133/1,S417/1
S533,S43/1,S1168/1
S1187,S643/1,S218/1
S181,S535/1,S925/1
S220,S1377/0,S1161/1
S815,S589/1,S1167/1
S845,S83/1,S425/0
S1175,S643/1,S997/0
S1115,S88/0,S1186/1
S59,S1310/1,S392/1
S857,S723/1,S1176/1
S28,S1069/0,S110/1
S1057,S171/0,S336/1
S550,S936/1,S1002/0
S120,S1283/0,S953/1
S1221,S500/0,S137/1
S50,S483/0,S413/1
S878,S1032/0,S1068/1
S1292,S10/0,S832/1
S1199,S954/1,S385/0
S254,S1238/0,S1136/0
S1218,S96/0,S958/0
S30,S1177/1,S1372/1
