present_state,next_state_0,next_state_1
S125,S65/0,S51/0
S123,S247/0,S259/0
S12,S239/0,S118/0
S215,S112/0,S57/0
S198,S195/0,S104/0
S240,S256/0,S48/0
S20,S256/0,S217/0
S81,S134/0,S26/0
S211,S103/0,S259/0
S25,S156/0,S70/0
S77,S91/0,S44/0
S203,S242/0,S57/0
S43,S27/0,S44/0
S196,S195/0,S104/0
S15,S239/0,S192/0
S62,S14/0,S176/0
S155,S56/0,S156/0
S213,S104/0,S58/0
S141,S247/0,S14/0
S206,S259/0,S65/0
S110,S56/0,S36/0
S227,S191/0,S33/0
S234,S134/0,S14/0
S190,S13/0,S51/0
S183,S191/0,S44/0
S172,S48/0,S56/0
S100,S217/0,S256/0
S17,S192/0,S53/0
S230,S127/0,S255/0
S19,S128/0,S258/0
S161,S245/0,S258/0
S102,S104/0,S127/0
S11,S56/0,S242/0
S175,S127/0,S118/0
S140,S127/0,S56/0
S127,S5/0,S20/1
S16,S170/0,S19/1
S70,S238/0,S213/1
S195,S45/0,S240/1
S36,S9/0,S81/1
S117,S238/0,S11/1
S256,S30/0,S155/1
S14,S67/0,S77/1
S48,S228/0,S234/1
S245,S52/0,S20/1
S114,S21/0,S215/1
S84,S64/0,S19/1
S239,S8/0,S81/1
S217,S119/0,S183/1
S128,S2/0,S230/1
S44,S162/0,S77/1
S13,S182/0,S81/1
S103,S238/0,S183/1
S186,S90/0,S62/1
S255,S225/0,S12/1
S247,S162/0,S211/1
S189,S64/0,S211/1
S91,S169/0,S110/1
S199,S201/0,S140/1
S42,S24/0,S81/1
S259,S225/0,S240/1
S157,S39/0,S62/1
S258,S106/0,S211/1
S134,S85/0,S141/1
S187,S252/0,S100/1
S33,S64/0,S62/1
S104,S50/0,S123/1
S176,S194/0,S240/1
S26,S165/0,S19/1
S193,S90/0,S230/1
S118,S39/0,S17/1
S166,S5/0,S20/1
S122,S59/0,S206/1
S112,S222/0,S155/1
S53,S216/0,S110/1
S115,S201/0,S15/1
S192,S39/0,S140/1
S156,S138/0,S123/1
S58,S47/0,S110/1
S56,S138/0,S155/1
S27,S85/0,S15/1
S57,S59/0,S215/1
S51,S169/0,S77/1
S242,S52/0,S213/1
S65,S162/0,S43/1
S191,S223/0,S20/1
S85,S85/1,S174/0
S106,S2/1,S226/0
S232,S90/1,S88/0
S194,S2/1,S97/0
S210,S8/1,S241/0
S93,S185/1,S31/0
S3,S4/1,S159/0
S162,S82/1,S200/0
S182,S47/1,S28/0
S2,S151/1,S233/0
S64,S64/1,S126/0
S9,S177/1,S49/0
S119,S95/1,S248/0
S152,S228/1,S126/0
S7,S106/1,S226/0
S177,S9/1,S116/0
S21,S152/1,S220/0
S185,S40/1,S197/0
S136,S111/1,S78/0
S129,S216/1,S200/0
S59,S204/1,S174/0
S4,S201/1,S0/0
S96,S223/1,S131/0
S67,S165/1,S97/0
S39,S35/1,S49/0
S38,S21/1,S212/0
S40,S124/1,S160/0
S252,S24/1,S68/0
S50,S194/1,S200/0
S238,S146/1,S243/0
S170,S46/1,S145/0
S169,S30/1,S74/0
S216,S111/1,S214/0
S124,S165/1,S212/0
S37,S119/1,S121/0
S201,S238/1,S78/0
S47,S238/1,S22/0
S95,S67/1,S197/0
S146,S35/1,S69/0
S181,S238/1,S132/0
S165,S21/1,S28/0
S5,S39/1,S1/0
S148,S177/1,S116/0
S45,S39/1,S226/0
S138,S225/1,S233/0
S8,S223/1,S76/0
S151,S52/1,S75/0
S223,S194/1,S121/0
S23,S249/1,S160/0
S204,S210/1,S60/0
S52,S238/1,S60/0
S249,S93/1,S75/0
S228,S232/1,S121/0
S30,S8/1,S28/0
S111,S23/1,S75/0
S147,S67/1,S243/0
S90,S96/1,S197/0
S24,S90/1,S116/0
S46,S152/1,S60/0
S225,S111/1,S79/0
S82,S47/1,S173/0
S222,S252/1,S108/0
S35,S138/1,S73/0
S246,S191/1,S175/1
S108,S70/1,S198/1
S218,S195/1,S198/1
S178,S166/1,S19/1
S251,S16/1,S20/1
S74,S57/1,S15/1
S159,S176/1,S100/1
S28,S239/1,S11/1
S160,S112/1,S211/1
S105,S245/1,S203/1
S78,S128/1,S155/1
S79,S36/1,S215/1
S71,S256/1,S25/1
S89,S44/1,S175/1
S22,S217/1,S62/1
S260,S70/1,S190/1
S131,S103/1,S141/1
S235,S42/1,S172/1
S197,S127/1,S11/1
S200,S166/1,S190/1
S69,S122/1,S43/1
S68,S51/1,S211/1
S49,S217/1,S15/1
S226,S186/1,S183/1
S237,S84/1,S203/1
S0,S48/1,S100/1
S154,S259/1,S100/1
S174,S104/1,S62/1
S73,S56/1,S240/1
S97,S166/1,S62/1
S60,S114/1,S15/1
S243,S256/1,S15/1
S75,S191/1,S141/1
S150,S26/1,S25/1
S233,S112/1,S190/1
S132,S166/1,S196/1
S121,S42/1,S125/1
S31,S191/1,S17/1
S241,S193/1,S203/1
S1,S242/1,S203/1
S55,S245/1,S211/1
S126,S192/1,S206/1
S173,S16/1,S43/1
S212,S242/1,S81/1
S116,S128/1,S203/1
S149,S192/1,S203/1
S220,S103/1,S100/1
S76,S255/1,S196/1
S248,S115/1,S206/1
S214,S84/1,S213/1
S145,S70/1,S215/1
S88,S27/1,S190/1
S164,S164/1,S143/1
