present_state,next_state_0,next_state_1
S571,S571/0,S422/0
S257,S740/0,S257/0
S740,S571/0,S571/0
S667,S83/0,S257/0
S416,S567/0,S422/0
S567,S416/0,S782/0
S422,S416/0,S422/0
S4,S422/0,S571/0
S83,S667/0,S83/0
S459,S266/0,S667/0
S782,S266/0,S459/0
S266,S266/0,S266/0
S95,S567/0,S740/0
S487,S202/0,S353/1
S460,S446/0,S354/1
S1,S165/0,S354/1
S794,S300/0,S23/1
S264,S57/0,S412/1
S201,S418/0,S232/1
S87,S57/0,S1/1
S280,S627/0,S562/1
S111,S108/0,S23/1
S23,S472/0,S111/1
S787,S446/0,S23/1
S119,S165/0,S18/1
S310,S627/0,S487/1
S353,S418/0,S787/1
S232,S57/0,S23/1
S18,S57/0,S23/1
S259,S446/0,S794/1
S569,S300/0,S794/1
S412,S627/0,S562/1
S562,S446/0,S18/1
S179,S300/0,S1/1
S10,S85/0,S201/1
S354,S57/0,S259/1
S501,S280/1,S95/0
S85,S787/1,S567/0
S446,S794/1,S782/0
S418,S412/1,S567/0
S343,S259/1,S571/0
S615,S232/1,S83/0
S165,S87/1,S459/0
S627,S179/1,S95/0
S548,S280/1,S422/0
S108,S264/1,S459/0
S472,S111/1,S266/0
S300,S280/1,S567/0
S57,S10/1,S422/0
S202,S460/1,S83/0
S561,S179/1,S422/0
S762,S119/1,S266/0
S493,S97/1,S418/1
S795,S278/1,S548/1
S513,S674/1,S762/1
S786,S427/1,S300/1
S621,S560/1,S446/1
S560,S795/1,S472/1
S423,S654/1,S472/1
S626,S427/1,S627/1
S309,S634/1,S501/1
S436,S795/1,S762/1
S427,S626/1,S615/1
S448,S442/1,S57/1
S333,S97/1,S202/1
S592,S616/1,S627/1
S634,S222/1,S85/1
S442,S336/1,S202/1
S97,S654/1,S548/1
S724,S634/1,S343/1
S46,S448/1,S343/1
S278,S616/1,S343/1
S635,S592/1,S57/1
S434,S621/1,S561/1
S674,S674/1,S418/1
S214,S214/1,S300/1
S654,S592/1,S108/1
S336,S436/1,S202/1
S222,S786/1,S501/1
S616,S442/1,S548/1
S73,S107/1,S709/0
S456,S346/1,S656/1
S226,S533/0,S208/1
S75,S348/0,S5/1
S239,S191/1,S324/1
S341,S249/1,S800/0
S191,S756/0,S745/1
S390,S400/1,S478/1
S715,S171/1,S741/1
S509,S273/0,S486/0
S102,S17/0,S352/0
S92,S305/1,S223/1
S164,S139/0,S324/0
S668,S146/1,S785/1
S411,S769/1,S285/0
S728,S405/1,S558/1
S502,S365/1,S58/0
S282,S187/1,S539/1
S709,S516/1,S361/0
S101,S158/1,S797/0
S421,S255/0,S510/1
S401,S155/0,S558/1
S660,S40/0,S600/1
S80,S712/0,S100/1
S645,S601/1,S67/0
S647,S598/0,S154/0
S594,S36/0,S282/1
S198,S597/0,S43/1
