present_state,next_state_0,next_state_1
S279,S91/0,S436/0
S465,S160/1,S1005/0
S283,S837/0,S1025/0
S527,S674/0,S576/1
S1106,S972/0,S210/0
S407,S1392/0,S970/1
S1027,S1496/1,S1036/1
S19,S986/0,S518/0
S359,S570/1,S1691/1
S2,S307/1,S1329/0
S302,S1690/1,S321/0
S518,S452/1,S1338/0
S1642,S1675/0,S845/1
S651,S213/0,S239/0
S1161,S402/1,S1218/1
S297,S276/0,S1099/1
S1681,S747/0,S37/1
S1278,S368/1,S1230/0
S599,S715/1,S283/0
S1013,S397/0,S1516/0
S178,S858/0,S239/0
S718,S630/1,S485/0
S366,S1244/0,S706/0
S1702,S1557/0,S833/0
S775,S157/0,S1630/1
S859,S1568/0,S1099/1
S1327,S3/1,S102/1
S269,S853/0,S1517/0
S1031,S1341/0,S669/0
S543,S613/0,S1319/0
S596,S1580/1,S1463/0
S1276,S1128/0,S1735/1
S936,S1497/0,S46/0
S857,S392/1,S946/1
S1322,S737/0,S518/0
S1297,S1493/0,S67/0
S1018,S1084/0,S60/0
S1456,S720/1,S608/0
S815,S1465/0,S753/0
S977,S96/0,S977/1
S1748,S1217/1,S903/1
S353,S770/1,S212/0
S1656,S1709/0,S142/1
S881,S1405/1,S1641/0
S346,S1543/0,S461/0
S301,S497/0,S960/0
S1612,S663/0,S255/0
S183,S982/1,S1384/0
S705,S1451/1,S442/0
S648,S477/0,S587/0
S1030,S426/0,S757/0
S339,S377/1,S1365/1
S265,S1689/1,S1078/0
S380,S705/0,S1360/1
S848,S585/1,S1245/1
S391,S1091/1,S238/1
S1019,S991/1,S42/0
S356,S1546/0,S1026/1
S1727,S1537/1,S1197/1
S1403,S1026/0,S648/1
S873,S377/1,S554/0
S1122,S1089/1,S1634/0
S1310,S1645/1,S1038/1
S1754,S336/0,S586/1
S602,S1433/0,S981/1
S1691,S277/0,S241/1
S1596,S530/0,S303/0
S155,S567/0,S910/0
S1191,S210/1,S669/1
S627,S1594/1,S1644/0
S1104,S1556/1,S480/1
S1252,S699/0,S557/1
S310,S825/1,S788/0
S1307,S408/0,S1165/1
S23,S1219/1,S117/0
S1622,S1605/1,S1510/1
S499,S445/1,S1275/1
S394,S796/0,S1163/0
S643,S895/0,S873/1
S1557,S1742/0,S1073/1
S25,S127/1,S1568/1
S44,S249/0,S1730/0
S841,S1165/0,S1713/1
S189,S905/0,S1037/1
S1439,S382/0,S12/1
S575,S129/1,S924/0
S282,S121/1,S710/0
S1569,S509/0,S369/1
S861,S885/0,S1593/0
S1478,S1282/0,S758/1
S1147,S1137/1,S1647/0
S1235,S114/0,S1691/0
S401,S143/0,S879/1
S1396,S877/1,S649/0
S248,S1749/0,S304/1
S320,S568/1,S508/0
S203,S539/0,S474/0
S838,S1413/0,S1244/1
S1486,S1566/1,S946/0
S1338,S1301/0,S1427/1
S1405,S948/1,S1230/0
S682,S84/1,S1641/0
S583,S932/0,S1308/0
S129,S1047/0,S533/1
S1317,S460/1,S490/1
S724,S938/1,S1570/1
S1214,S1251/0,S1232/0
S759,S1396/1,S482/0
