present_state,next_state_0,next_state_1
S236,S252/0,S6/0
S11,S207/0,S130/0
S40,S237/0,S138/0
S154,S60/0,S25/0
S70,S103/0,S116/0
S146,S108/0,S28/0
S104,S198/0,S185/0
S76,S109/0,S28/0
S67,S108/0,S99/0
S181,S103/0,S6/0
S217,S241/0,S6/0
S145,S108/0,S91/0
S56,S189/0,S107/0
S157,S242/0,S107/0
S24,S35/0,S215/0
S6,S162/0,S103/1
S185,S254/0,S60/1
S174,S81/0,S252/1
S74,S207/0,S198/1
S176,S81/0,S83/1
S225,S244/0,S254/1
S78,S198/0,S178/1
S224,S243/0,S97/1
S99,S109/0,S242/1
S215,S241/0,S83/1
S52,S109/0,S198/1
S221,S241/0,S60/1
S28,S237/0,S83/1
S150,S189/0,S132/1
S53,S243/0,S254/1
S33,S108/0,S244/1
S107,S173/0,S109/1
S21,S237/0,S237/1
S116,S252/0,S132/1
S8,S173/0,S60/1
S138,S239/0,S81/1
S36,S35/0,S60/1
S130,S108/0,S83/1
S1,S81/0,S198/1
S91,S162/0,S60/1
S26,S237/0,S109/1
S3,S239/0,S60/1
S47,S103/0,S109/1
S232,S243/0,S173/1
S25,S178/0,S162/1
S20,S145/1,S11/0
S38,S236/1,S76/0
S190,S157/1,S181/0
S226,S56/1,S67/0
S175,S145/1,S56/0
S120,S146/1,S104/0
S253,S154/1,S146/0
S77,S154/1,S70/0
S50,S24/1,S145/0
S245,S70/1,S11/0
S183,S217/1,S56/0
S202,S56/1,S70/0
S158,S76/1,S217/0
S29,S104/1,S145/0
S140,S40/1,S154/0
S119,S67/1,S40/0
S30,S38/1,S221/1
S60,S253/1,S99/1
S173,S119/1,S33/1
S162,S120/1,S33/1
S254,S140/1,S78/1
S103,S202/1,S74/1
S207,S190/1,S232/1
S241,S29/1,S176/1
S108,S20/1,S107/1
S244,S77/1,S53/1
S112,S119/1,S28/1
S132,S20/1,S185/1
S237,S38/1,S232/1
S178,S140/1,S52/1
S189,S77/1,S3/1
S198,S20/1,S174/1
S81,S20/1,S1/1
S242,S253/1,S3/1
S243,S190/1,S1/1
S97,S190/1,S221/1
S83,S77/1,S107/1
S239,S175/1,S150/1
S252,S175/1,S47/1
S109,S50/1,S47/1
S35,S175/1,S3/1
S13,S84/0,S161/1
S199,S51/0,S163/1
S22,S203/0,S204/1
S142,S166/1,S118/1
S57,S10/1,S191/1
S172,S65/1,S15/0
S197,S231/0,S93/1
S203,S125/1,S216/0
S31,S72/1,S128/0
S73,S191/0,S255/0
S191,S147/0,S87/0
S34,S171/1,S2/0
S167,S160/1,S196/1
S137,S44/0,S57/0
S144,S19/0,S32/0
S196,S192/1,S133/0
S2,S191/0,S240/1
S18,S86/1,S139/1
S54,S192/0,S218/1
S37,S208/1,S159/1
S48,S126/1,S96/1
S216,S106/1,S222/0
S182,S9/1,S113/1
S98,S208/0,S54/1
S228,S201/1,S218/0
S114,S230/1,S85/1
S204,S115/1,S223/1
S255,S229/1,S160/1
S139,S147/1,S46/0
S168,S168/1,S248/0
S214,S19/1,S9/1
S235,S143/0,S159/1
S66,S206/0,S58/1
S133,S191/0,S136/1
S155,S58/0,S186/0
S49,S37/0,S160/1
S14,S230/1,S93/0
S238,S85/1,S86/0
S79,S17/0,S12/0
S117,S51/1,S188/1
S7,S96/0,S213/0
S82,S66/0,S59/1
S88,S184/1,S62/0
S69,S71/1,S219/1
S200,S98/0,S51/1
S44,S42/1,S213/1
S125,S113/1,S205/1
S124,S113/0,S34/0
S15,S2/1,S129/1
S42,S201/1,S196/1
S51,S125/1,S100/1
S213,S152/1,S212/0
S113,S65/1,S14/1
S128,S177/1,S85/1
S188,S211/0,S75/0
S32,S114/0,S122/1
S148,S235/1,S98/0
S220,S127/0,S155/1
S12,S122/0,S110/0
S39,S98/0,S82/0
S250,S100/1,S59/1
S249,S166/1,S148/1
S105,S133/1,S222/1
S5,S143/1,S251/0
S179,S64/1,S59/1
S186,S128/1,S211/0
S134,S106/1,S204/1
S115,S63/0,S234/0
S85,S44/1,S93/1
S247,S100/0,S123/0
S193,S45/1,S152/1
S177,S193/1,S117/1
S87,S68/1,S128/0
S222,S49/0,S163/1
S122,S87/0,S249/1
S234,S101/1,S55/1
S211,S251/0,S12/1
S229,S64/0,S135/0
S156,S7/0,S41/0
S45,S251/0,S23/1
S131,S210/1,S155/1
S102,S106/1,S115/0
S246,S171/1,S39/0
S251,S122/1,S34/0
S68,S4/0,S110/0
S231,S92/1,S137/1
S210,S92/1,S240/1
S212,S43/1,S4/1
S151,S111/0,S88/1
S95,S121/1,S248/1
S201,S121/0,S79/0
S84,S213/1,S117/0
S4,S88/1,S172/0
S118,S234/1,S88/0
S233,S49/0,S212/0
S184,S9/0,S32/0
S55,S111/1,S250/1
S62,S75/0,S127/0
S63,S250/0,S149/1
S111,S210/1,S13/1
S93,S137/1,S182/0
S195,S41/1,S114/1
S92,S68/1,S246/1
S123,S69/0,S149/1
S248,S142/0,S44/1
S9,S17/0,S15/1
S71,S45/1,S164/1
S180,S80/0,S208/0
S149,S164/0,S182/0
S143,S208/0,S57/1
S194,S201/0,S18/0
S89,S2/1,S85/1
S46,S134/1,S166/0
S126,S139/0,S203/0
S58,S123/1,S213/1
S163,S66/1,S197/0
S17,S71/0,S92/1
S223,S84/0,S136/0
S110,S160/1,S102/1
S147,S218/0,S128/0
S159,S58/0,S171/0
S187,S249/1,S141/0
S141,S152/0,S41/1
S106,S182/0,S93/0
S19,S15/0,S5/1
S41,S23/0,S205/1
S165,S170/0,S87/1
S135,S211/1,S235/1
S0,S169/0,S164/0
S152,S234/0,S208/0
S192,S233/0,S68/0
S209,S22/1,S15/1
S27,S100/0,S72/0
S166,S93/1,S39/0
S227,S194/1,S44/1
S101,S240/1,S200/0
S169,S105/1,S17/1
S94,S101/0,S101/1
S43,S134/1,S203/0
S75,S64/1,S195/1
S240,S96/1,S48/0
S10,S233/0,S133/0
S129,S164/0,S110/1
S65,S233/0,S187/1
S206,S13/0,S15/0
S64,S122/1,S233/0
S80,S7/0,S86/0
S96,S219/0,S72/1
S16,S102/1,S159/1
S164,S89/1,S39/1
S208,S142/0,S95/0
S61,S247/1,S177/0
S170,S250/1,S194/0
S171,S186/1,S223/0
S23,S182/1,S255/1
S90,S192/1,S211/0
S161,S129/1,S12/1
S59,S141/1,S61/0
S121,S247/1,S72/1
S230,S219/1,S72/0
S160,S153/1,S129/1
S127,S7/0,S184/0
S153,S39/1,S39/0
S219,S110/0,S210/0
S86,S68/0,S102/1
S205,S63/1,S238/1
S100,S153/0,S229/1
S136,S179/1,S187/0
S218,S127/0,S117/1
S72,S45/0,S153/1
