present_state,next_state_0,next_state_1
S1843,S520/1,S1756/0
S997,S1446/0,S614/1
S1242,S790/0,S314/1
S1892,S1353/0,S913/0
S1837,S1775/1,S49/0
S249,S1857/0,S1151/0
S1416,S1340/1,S1477/1
S1444,S912/0,S1013/1
S1363,S1183/0,S448/0
S1810,S1813/1,S388/0
S1023,S401/0,S115/0
S1113,S635/0,S1756/1
S1024,S725/1,S920/1
S1418,S674/0,S334/1
S152,S712/0,S670/0
S1074,S57/1,S1615/0
S734,S764/0,S1214/0
S498,S1276/1,S435/0
S477,S1823/1,S191/1
S63,S1531/0,S1253/0
S380,S1150/0,S1243/0
S883,S171/1,S288/0
S955,S234/0,S420/1
S1682,S1091/1,S1695/1
S1860,S271/1,S201/1
S370,S627/0,S1698/1
S345,S288/1,S1225/0
S200,S128/1,S1229/1
S1568,S509/0,S1586/1
S1619,S752/1,S1196/0
S1057,S40/0,S357/0
S1696,S1067/0,S1577/1
S561,S213/1,S933/1
S1213,S520/1,S1859/0
S1050,S294/1,S36/1
S1314,S1571/1,S677/0
S80,S1647/0,S1646/0
S323,S1561/0,S1112/0
S1064,S1779/0,S446/0
S1681,S1318/1,S147/0
S1424,S1173/0,S686/0
S398,S1657/1,S567/1
S1799,S1734/1,S808/1
S1801,S1503/1,S739/1
S921,S1285/1,S659/1
S925,S923/0,S332/0
S1877,S217/0,S12/0
S467,S1808/0,S776/0
S550,S243/1,S1055/0
S1022,S548/1,S1648/1
S1732,S1100/1,S1526/0
S1879,S1371/1,S499/1
S1284,S1353/0,S1364/0
S1822,S1860/1,S26/1
S615,S642/1,S303/1
S1676,S1600/0,S1441/0
S777,S516/1,S1171/0
S1340,S462/1,S1798/1
S943,S1112/0,S517/0
S1108,S738/1,S1277/0
S186,S1128/0,S1213/1
S1821,S1121/0,S977/0
S544,S1286/1,S187/0
S1112,S1553/0,S1152/0
S673,S648/0,S879/1
S1028,S1025/0,S1207/0
S281,S1166/0,S1076/0
S860,S486/0,S1534/1
S22,S1225/1,S1174/0
S1274,S1294/1,S1327/0
S1514,S622/1,S18/1
S1388,S630/1,S760/1
S298,S172/0,S239/1
S1315,S344/0,S1830/0
S1130,S914/1,S851/1
S471,S1827/0,S1031/0
S904,S846/0,S1055/1
S1356,S1760/1,S1356/1
