present_state,next_state_0,next_state_1
S203,S163/0,S407/0
S125,S2/0,S147/0
S403,S44/0,S198/0
S206,S358/1,S238/1
S155,S28/0,S226/0
S90,S358/1,S196/1
S82,S88/0,S244/1
S283,S190/1,S53/1
S328,S30/0,S96/0
S311,S137/1,S450/0
S433,S153/1,S111/0
S405,S376/0,S231/1
S13,S435/0,S148/0
S14,S290/0,S398/1
S22,S268/0,S172/1
S270,S352/0,S126/0
S291,S344/1,S415/1
S66,S193/1,S425/1
S154,S26/1,S39/1
S70,S78/1,S374/1
S99,S369/1,S0/0
S207,S6/0,S198/0
S34,S229/1,S168/0
S343,S318/1,S445/1
S245,S442/1,S359/0
S289,S92/1,S118/0
S71,S308/1,S178/1
S255,S138/0,S455/1
S190,S90/1,S350/1
S243,S409/0,S140/0
S438,S249/1,S432/1
S380,S43/1,S345/0
S192,S443/0,S0/1
S349,S153/1,S0/0
S281,S56/1,S145/1
S407,S285/1,S186/1
S177,S312/0,S263/0
S54,S102/1,S122/1
S296,S352/1,S419/1
S4,S458/1,S39/1
S288,S411/0,S233/1
S272,S99/1,S345/0
S302,S114/1,S288/1
S440,S147/0,S181/0
S297,S96/0,S443/0
S63,S431/0,S26/0
S184,S169/1,S349/1
S350,S453/1,S231/0
S303,S17/1,S84/1
S413,S343/0,S356/1
S194,S340/1,S62/0
S342,S441/0,S213/0
S18,S378/1,S244/1
S284,S70/0,S74/0
S144,S385/1,S187/1
S411,S280/1,S407/1
S306,S276/0,S88/1
S64,S438/1,S153/1
S98,S17/0,S282/1
S222,S320/1,S75/0
S240,S150/1,S311/1
S356,S17/0,S111/1
S242,S362/1,S345/0
S298,S380/1,S40/0
S126,S124/1,S304/1
S223,S249/1,S122/1
S317,S380/1,S413/0
S151,S132/1,S455/0
S398,S410/0,S152/1
S294,S420/1,S450/0
S37,S377/1,S47/0
S224,S190/0,S299/0
S233,S218/1,S217/1
S41,S218/0,S217/1
S257,S337/0,S168/1
S195,S409/0,S226/0
S134,S15/1,S107/0
S385,S312/1,S369/1
S191,S409/0,S159/0
S65,S17/0,S231/1
S32,S71/0,S98/1
S345,S397/0,S210/1
S274,S448/0,S363/1
S355,S299/0,S38/0
S77,S36/0,S407/1
S16,S454/1,S370/1
S333,S41/0,S448/0
S453,S194/1,S275/0
S258,S15/1,S455/0
S159,S56/1,S377/1
S344,S337/1,S229/1
S121,S202/1,S122/1
