present_state,next_state_0,next_state_1
S31,S1103/0,S349/1
S625,S1452/1,S1425/1
S720,S932/0,S824/1
S504,S1200/1,S452/1
S119,S359/1,S459/0
S93,S137/1,S1086/0
S492,S1576/1,S1157/1
S176,S534/1,S152/1
S1110,S674/0,S1355/0
S1248,S39/0,S950/0
S1517,S1413/0,S1516/1
S1061,S1185/1,S433/0
S670,S965/0,S509/0
S933,S137/1,S506/0
S514,S329/0,S1437/1
S870,S741/0,S1430/1
S1310,S1143/0,S212/1
S1186,S252/1,S1492/1
S220,S892/0,S490/0
S1552,S750/1,S966/1
S1308,S328/1,S418/0
S1595,S1318/0,S974/1
S290,S1192/0,S1259/0
S880,S503/0,S578/0
S379,S1494/1,S1548/1
S126,S880/0,S573/0
S678,S656/0,S170/0
S1168,S538/0,S420/1
S531,S328/0,S1253/1
S1357,S527/1,S651/0
S1140,S1137/0,S979/0
S1511,S353/0,S833/1
S648,S1355/1,S1004/0
S1339,S1033/0,S1050/0
S1313,S1423/0,S1227/1
S930,S26/0,S959/1
S1402,S51/1,S378/1
S160,S553/1,S748/1
S1171,S1434/0,S329/0
S291,S1249/0,S1514/0
S271,S1/1,S1061/1
S1476,S993/0,S494/0
S954,S767/1,S1123/0
S1108,S157/0,S1303/0
S1591,S668/0,S548/1
S934,S423/0,S125/1
S1334,S1239/0,S354/0
S264,S407/0,S1602/1
S1292,S894/0,S1304/0
S71,S1290/0,S630/0
S155,S227/1,S1056/1
S662,S1/1,S163/1
S815,S116/0,S1168/1
S1524,S394/0,S87/0
S736,S1295/0,S570/1
S806,S1228/1,S301/1
S744,S950/0,S18/0
S1269,S1334/1,S1188/1
S902,S75/1,S1062/0
S1159,S1340/1,S1522/0
S1003,S1484/0,S326/1
S1205,S1440/0,S966/1
S836,S1454/0,S1032/1
S548,S800/1,S399/1
S1411,S448/0,S903/1
S468,S1487/0,S1289/1
S1427,S352/0,S1431/1
S552,S119/1,S1273/1
S945,S581/1,S1529/1
S1398,S282/1,S1569/1
S1566,S1205/1,S535/0
S928,S205/0,S1400/1
S814,S25/1,S1278/0
S1222,S1171/1,S505/0
S1330,S791/0,S858/1
S719,S1208/1,S1174/0
S789,S425/1,S1477/1
S788,S189/0,S241/0
S344,S1527/1,S61/1
S50,S1147/1,S1033/0
S1192,S149/1,S1525/1
S447,S895/0,S1561/1
S1381,S1215/0,S1205/1
S914,S1290/0,S1420/0
S1410,S1384/1,S277/0
S579,S189/0,S1149/0
S938,S327/1,S163/1
S465,S1079/1,S549/0
S401,S3/0,S1280/1
S1496,S591/0,S1206/1
S250,S1236/0,S217/1
S104,S1234/0,S618/0
S408,S1085/1,S424/1
S1276,S1359/1,S1029/0
S1165,S1372/1,S1085/0
S965,S526/0,S1195/1
S1160,S275/0,S1419/0
S259,S365/1,S667/1
S1419,S994/0,S215/0
S857,S635/1,S1494/0
S70,S975/0,S167/1
S521,S1567/0,S1539/0
S1099,S1362/0,S51/0
S1120,S997/1,S202/1
S376,S463/1,S1010/1
S523,S749/0,S498/0
S451,S756/0,S1548/1
S206,S976/1,S838/0
S12,S1154/0,S793/0
S1527,S907/0,S401/1
S1237,S910/0,S101/1
S692,S937/1,S1403/0
S1406,S219/1,S1520/1
S1226,S1422/1,S215/0
S881,S1602/1,S1133/1
S125,S807/0,S114/0
S1364,S1058/1,S703/1
S1181,S934/1,S1374/1
S411,S444/1,S686/1
S1283,S293/1,S1113/0
S830,S530/0,S678/0
S1224,S1257/0,S1321/0
S1425,S454/0,S1209/0
S515,S495/1,S1159/1
S116,S377/1,S1291/0
S30,S416/0,S739/1
S834,S698/0,S346/0
S428,S502/1,S596/0
S819,S507/1,S1566/0
S370,S110/0,S866/0
S1104,S306/1,S307/1
S1350,S625/1,S1295/1
S28,S811/1,S1264/0
S305,S1222/0,S1346/0
S489,S642/0,S439/1
S1135,S839/1,S472/1
S293,S1205/1,S765/0
S142,S1360/1,S552/0
S1050,S1399/1,S983/1
S108,S467/1,S1593/1
S646,S1332/0,S1489/0
S1478,S912/1,S1531/0
S716,S1052/1,S1247/0
S936,S1151/1,S324/0
S717,S402/1,S122/0
S417,S220/0,S231/0
S1368,S566/0,S1418/0
S1562,S688/1,S720/0
S1225,S1259/0,S664/1
S1362,S1120/1,S853/0
S1026,S174/1,S1512/1
S1288,S1115/1,S1354/0
S13,S24/1,S194/1
S757,S147/1,S1480/1
S1468,S420/1,S583/0
S1422,S169/0,S272/0
S538,S536/1,S254/0
S642,S1154/1,S562/1
S1291,S988/0,S962/1
S310,S259/0,S1218/1
S718,S682/0,S528/0
S230,S1405/0,S584/0
S1019,S627/0,S334/1
S749,S1550/0,S244/1
S983,S689/1,S633/0
S1256,S267/1,S1109/1
S603,S74/0,S193/1
S1207,S273/1,S305/0
S1259,S1391/0,S9/0
S924,S1492/0,S1171/1
S1332,S7/1,S1523/1
S325,S1235/1,S998/1
S647,S830/0,S1181/1
S1004,S144/0,S684/0
S474,S275/1,S826/0
S915,S1150/0,S562/0
S829,S26/1,S209/1
S159,S1231/0,S1490/0
S941,S1241/0,S205/0
S1126,S323/1,S322/0
S1047,S803/1,S1553/0
S660,S1300/1,S1577/1
S191,S1404/0,S1490/1
S266,S1205/0,S638/1
S298,S1167/0,S1479/0
S1385,S1412/1,S670/1
S818,S1013/0,S745/0
S133,S818/1,S726/0
S192,S1323/0,S902/1
S909,S1443/1,S1358/0
S937,S929/0,S572/1
S90,S1494/1,S27/1
S1360,S246/1,S182/0
S343,S713/1,S1437/1
S869,S383/0,S1494/1
S1216,S1570/0,S1397/0
S386,S450/0,S348/1
S95,S517/0,S616/0
S1189,S416/0,S577/0
S287,S34/0,S1164/1
S22,S601/0,S1429/0
S199,S362/0,S1535/0
S442,S159/0,S1416/0
S811,S1039/0,S203/0
S615,S489/1,S168/0
S183,S798/0,S835/1
S879,S1338/0,S573/0
S896,S161/0,S1324/1
S1405,S1342/1,S1569/1
S1146,S318/1,S310/1
S1541,S53/1,S502/0
S860,S1358/1,S1115/1
S676,S181/1,S499/1
S387,S1454/1,S193/0
S907,S1342/1,S407/1
S916,S54/1,S112/1
S88,S1137/0,S1462/1
S216,S275/0,S683/1
S1202,S714/0,S1496/0
S326,S656/0,S586/1
S455,S876/1,S830/1
S238,S794/1,S783/1
