present_state,next_state_0,next_state_1
S1289,S973/0,S1118/1
S380,S581/1,S195/0
S1237,S847/1,S427/0
S659,S1326/1,S936/1
S75,S521/1,S909/1
S753,S585/0,S813/0
S1318,S782/1,S695/0
S234,S866/0,S1144/0
S371,S634/0,S309/1
S521,S637/0,S159/1
S1261,S1302/1,S793/0
S722,S696/1,S179/0
S1170,S356/0,S66/1
S550,S861/1,S907/1
S186,S1167/1,S1330/1
S915,S327/1,S873/0
S492,S1116/0,S54/0
S523,S909/1,S828/1
S613,S78/1,S1193/1
S137,S340/0,S19/0
S1180,S657/1,S234/1
S1030,S694/1,S1237/1
S1047,S683/1,S219/1
S1140,S1010/1,S548/0
S279,S269/0,S561/1
S615,S978/0,S387/0
S290,S345/1,S538/1
S362,S373/0,S907/1
S1297,S283/0,S480/1
S678,S425/0,S831/0
S871,S14/0,S266/1
S1129,S443/0,S126/1
S268,S591/0,S94/0
S1315,S198/0,S1131/0
S1000,S228/0,S463/0
S898,S1323/0,S1239/1
S158,S1058/0,S112/1
S16,S504/0,S100/0
S888,S1001/1,S779/1
S509,S713/1,S333/0
S1160,S992/1,S521/1
S782,S1313/1,S659/1
S997,S24/1,S1210/0
S1335,S1159/0,S194/1
S837,S1344/1,S738/1
S841,S191/0,S965/1
S294,S340/0,S1328/0
S943,S115/1,S158/0
S333,S872/1,S1240/0
S150,S356/0,S764/0
S803,S992/1,S640/0
S300,S153/1,S1337/0
S885,S1130/1,S542/0
S559,S1092/0,S1070/1
S1147,S1267/0,S872/0
S956,S806/0,S418/0
S1245,S844/0,S1212/0
S45,S1015/1,S957/0
S1023,S71/1,S393/0
S627,S43/0,S935/1
S1324,S530/1,S904/1
S1280,S443/0,S346/1
S9,S437/1,S386/1
S996,S1121/0,S669/0
S755,S654/1,S253/0
S352,S744/1,S511/1
S1345,S503/1,S59/0
S317,S35/0,S500/1
S40,S1307/0,S1228/0
S1189,S607/1,S182/1
S1192,S885/1,S942/0
S130,S921/0,S134/1
S214,S30/1,S112/0
S372,S1041/0,S255/1
S320,S631/1,S512/1
S85,S137/1,S609/1
S586,S1086/0,S989/1
S1339,S1146/0,S439/0
S1305,S1114/0,S207/1
S1096,S466/1,S618/1
S55,S835/1,S1225/1
S1203,S1325/0,S1099/1
S429,S1280/1,S702/0
S423,S175/0,S1127/0
S99,S126/1,S384/1
S490,S793/1,S66/1
S1084,S870/1,S1323/0
S921,S892/1,S339/0
S460,S822/0,S591/1
S532,S433/0,S413/1
S430,S855/1,S146/1
S73,S693/0,S1039/1
S1007,S166/1,S1192/1
S29,S839/0,S460/0
S18,S1176/0,S1288/1
S470,S1285/0,S629/1
S486,S829/1,S809/0
S212,S903/0,S455/1
S1256,S35/1,S1055/0
S249,S410/0,S318/0
S306,S985/0,S480/1
S624,S262/1,S163/1
S1139,S551/0,S459/0
S1107,S192/0,S955/0
S829,S576/1,S753/0
S206,S958/0,S230/1
S872,S590/0,S840/1
S1106,S360/0,S618/1
S536,S477/0,S1157/0
S798,S1061/1,S1078/0
S207,S1138/1,S688/0
S774,S267/0,S321/0
S440,S1281/1,S973/1
S844,S686/0,S210/0
S230,S655/1,S1233/1
S56,S873/1,S305/0
S100,S358/1,S392/1
S127,S143/1,S559/1
S904,S690/1,S277/0
S8,S1234/0,S1161/1
S933,S667/1,S922/1
S935,S854/0,S1170/0
S1120,S79/1,S103/1
S172,S1103/0,S755/1
S1219,S1342/0,S599/0
S220,S1303/0,S1118/0
S15,S622/0,S365/1
S84,S1207/1,S87/1
S132,S79/1,S418/1
S475,S1113/1,S997/0
S972,S486/1,S551/1
S23,S700/1,S260/1
S561,S376/0,S1267/1
S1033,S296/0,S404/0
S761,S143/1,S665/1
S718,S458/1,S1228/1
S1152,S1109/0,S211/1
S675,S117/1,S915/0
S144,S97/1,S1186/1
S965,S137/0,S709/1
S463,S873/0,S769/0
S520,S408/1,S1033/1
