present_state,next_state_0,next_state_1
S85,S34/0,S266/0
S226,S211/0,S339/0
S87,S43/0,S172/0
S36,S169/0,S205/0
S11,S197/1,S49/0
S55,S246/0,S114/1
S342,S109/0,S249/1
S295,S216/0,S281/1
S316,S92/1,S85/1
S50,S121/0,S199/1
S163,S306/0,S231/0
S149,S312/0,S76/1
S153,S36/0,S351/0
S234,S303/0,S339/0
S142,S358/1,S150/1
S14,S144/0,S281/1
S2,S160/1,S195/0
S239,S91/1,S354/1
S118,S15/1,S192/0
S319,S100/0,S201/1
S56,S195/1,S62/0
S201,S265/0,S281/1
S82,S223/1,S342/0
S341,S277/1,S35/1
S361,S113/0,S74/1
S217,S39/0,S281/1
S257,S151/1,S11/0
S67,S341/1,S312/1
S350,S357/0,S275/0
S38,S73/0,S199/1
S59,S155/1,S321/0
S143,S87/0,S306/0
S22,S239/0,S72/1
S314,S252/1,S153/1
S48,S21/0,S230/1
S158,S3/0,S60/1
S127,S252/1,S63/1
S207,S51/1,S33/1
S290,S64/1,S352/0
S108,S273/0,S143/1
S123,S220/0,S354/1
S171,S59/1,S96/1
S325,S176/1,S232/1
S186,S188/0,S268/0
S256,S360/0,S92/1
S45,S194/1,S211/1
S189,S109/0,S27/1
S339,S205/1,S120/0
S286,S138/0,S119/0
S63,S234/0,S198/0
S65,S327/1,S135/0
S140,S154/1,S192/1
S52,S30/1,S102/1
S344,S151/0,S321/0
S340,S345/1,S136/1
S9,S13/1,S23/0
S112,S313/0,S93/1
S322,S274/1,S277/0
S29,S281/1,S276/1
S74,S126/0,S210/1
S268,S195/1,S119/0
S248,S226/0,S8/0
S97,S225/0,S84/0
S280,S98/0,S196/0
S288,S275/0,S306/0
S35,S350/0,S49/0
S62,S8/1,S331/0
S250,S323/1,S350/1
S241,S361/1,S333/1
S193,S302/1,S325/1
S167,S345/0,S229/1
S128,S98/1,S9/0
S324,S348/0,S116/1
S106,S72/1,S123/1
S338,S184/0,S282/0
S31,S56/1,S110/0
S265,S116/1,S150/1
S37,S82/1,S321/1
S238,S230/1,S181/1
S144,S38/1,S97/1
S122,S299/0,S93/1
