present_state,next_state_0,next_state_1
S215,S313/0,S109/0
S159,S19/0,S293/0
S258,S91/0,S265/0
S9,S313/0,S70/0
S197,S293/0,S259/0
S101,S6/0,S70/0
S198,S265/0,S103/0
S337,S54/0,S276/0
S94,S93/0,S400/0
S251,S380/0,S347/0
S381,S348/0,S259/0
S36,S297/0,S53/0
S129,S91/0,S334/0
S392,S103/0,S330/0
S45,S192/0,S53/0
S73,S373/0,S183/0
S256,S365/0,S76/0
S354,S112/0,S297/0
S38,S19/0,S10/0
S177,S236/0,S265/0
S402,S265/0,S59/0
S275,S259/0,S296/0
S210,S400/0,S400/0
S370,S3/0,S276/0
S185,S230/0,S123/0
S286,S373/0,S304/0
S207,S292/0,S236/0
S24,S348/0,S315/0
S389,S33/0,S313/0
S250,S3/0,S236/0
S283,S367/0,S154/0
S47,S254/0,S262/0
S20,S281/0,S380/0
S172,S103/0,S296/0
S349,S330/0,S33/0
S399,S265/0,S367/0
S314,S347/0,S315/0
S7,S236/0,S154/0
S61,S263/0,S367/0
S364,S99/0,S296/0
S138,S263/0,S292/0
S128,S59/0,S292/0
S362,S338/0,S186/0
S227,S57/0,S313/0
S213,S6/0,S6/0
S151,S54/0,S380/0
S176,S239/0,S380/0
S344,S19/0,S385/0
S353,S1/0,S117/1
S398,S150/0,S1/1
S111,S168/0,S204/1
S223,S323/0,S62/1
S34,S46/0,S4/1
S393,S358/0,S260/1
S209,S86/0,S148/1
S30,S131/0,S111/1
S96,S52/0,S223/1
S86,S98/0,S279/1
S247,S240/0,S131/1
S228,S280/0,S291/1
S361,S30/0,S48/1
S0,S126/0,S30/1
S211,S204/0,S255/1
S163,S116/0,S247/1
S165,S323/0,S353/1
S169,S163/0,S46/1
S323,S96/0,S209/1
S205,S116/0,S241/1
S52,S1/0,S131/1
S322,S208/0,S132/1
S148,S209/0,S66/1
S131,S23/0,S163/1
S25,S116/0,S247/1
S102,S187/0,S295/1
S241,S4/0,S79/1
S48,S346/0,S247/1
S14,S323/0,S169/1
S255,S46/0,S86/1
S358,S398/0,S393/1
S204,S376/0,S346/1
S280,S98/0,S79/1
S376,S48/0,S66/1
S291,S163/0,S23/1
S329,S117/0,S205/1
S279,S0/0,S102/1
S295,S247/0,S28/1
S160,S148/0,S323/1
S155,S132/0,S150/1
S187,S376/0,S52/1
S339,S341/0,S160/1
S343,S126/0,S323/1
S79,S28/0,S163/1
S28,S329/0,S96/1
S249,S173/0,S168/1
S62,S79/0,S376/1
S84,S79/0,S160/1
S150,S247/0,S168/1
S168,S102/0,S34/1
S173,S29/0,S209/1
S152,S353/0,S361/1
S117,S353/0,S116/1
S126,S279/0,S163/1
S32,S228/0,S228/1
S23,S131/0,S1/1
S260,S204/0,S48/1
S346,S14/0,S102/1
S382,S131/0,S62/1
S116,S376/0,S291/1
S341,S140/0,S343/1
S132,S86/0,S79/1
S46,S163/0,S291/1
S351,S30/0,S279/1
S208,S211/0,S66/1
S240,S86/0,S34/1
S98,S160/0,S247/1
S140,S343/0,S126/1
S1,S341/0,S163/1
S29,S155/0,S398/1
S66,S155/0,S150/1
S4,S260/0,S14/1
S224,S223/0,S14/1
S345,S72/1,S66/0
S108,S276/1,S247/0
S2,S72/1,S0/0
S252,S54/1,S329/0
S199,S296/1,S165/0
S310,S53/1,S148/0
S203,S373/1,S155/0
S65,S300/1,S126/0
S195,S76/1,S152/0
S107,S103/1,S98/0
S246,S265/1,S126/0
S233,S93/1,S240/0
S267,S6/1,S152/0
S312,S154/1,S25/0
S184,S265/1,S160/0
S308,S53/1,S211/0
S379,S373/1,S14/0
S320,S313/1,S173/0
S394,S262/1,S291/0
S175,S281/1,S343/0
S113,S313/1,S247/0
S284,S236/1,S32/0
S85,S59/1,S116/0
S17,S380/1,S322/0
S222,S262/1,S150/0
S306,S292/1,S66/0
S269,S145/1,S343/0
S139,S385/1,S98/0
S387,S338/1,S32/0
S272,S230/1,S361/0
S188,S99/1,S376/0
S333,S112/1,S46/0
S219,S93/1,S322/0
S18,S91/1,S376/0
S244,S293/1,S0/0
S326,S19/1,S361/0
S201,S368/1,S228/0
S71,S265/1,S155/0
S271,S300/1,S14/0
S5,S123/1,S14/0
S321,S304/1,S204/0
S167,S276/1,S30/0
S235,S54/1,S117/0
S386,S50/1,S102/0
S119,S57/1,S152/0
S268,S54/1,S329/0
S92,S145/1,S79/0
S158,S348/1,S96/0
S342,S304/1,S247/0
S216,S10/1,S323/0
S127,S384/1,S30/0
S122,S123/1,S25/0
S359,S263/1,S279/0
S309,S103/1,S223/0
S221,S239/1,S66/0
S88,S293/1,S155/0
S193,S297/1,S260/0
S146,S330/1,S224/0
S121,S315/1,S116/0
S106,S239/1,S398/0
S278,S265/1,S163/0
S237,S112/1,S0/0
S259,S0/1,S239/1
S292,S223/1,S254/1
S91,S126/1,S276/1
S33,S279/1,S112/1
S183,S208/1,S380/1
S317,S131/1,S33/1
S304,S132/1,S313/1
S400,S1/1,S396/1
S334,S1/1,S145/1
S6,S361/1,S3/1
S262,S148/1,S380/1
S236,S0/1,S35/1
S315,S140/1,S347/1
S35,S160/1,S6/1
S384,S240/1,S317/1
S123,S0/1,S57/1
S50,S398/1,S109/1
S99,S0/1,S254/1
S380,S169/1,S67/1
S281,S14/1,S109/1
S192,S4/1,S396/1
S186,S126/1,S72/1
S313,S323/1,S304/1
S330,S240/1,S385/1
S254,S66/1,S276/1
S348,S339/1,S367/1
S367,S204/1,S281/1
S10,S46/1,S385/1
S149,S98/1,S3/1
S297,S102/1,S384/1
S109,S29/1,S230/1
S59,S339/1,S365/1
S112,S96/1,S347/1
S293,S255/1,S239/1
S145,S209/1,S385/1
S347,S322/1,S365/1
S242,S382/1,S276/1
S154,S280/1,S263/1
S230,S116/1,S50/1
S3,S32/1,S385/1
S57,S14/1,S35/1
S67,S247/1,S19/1
S396,S148/1,S154/1
S76,S0/1,S313/1
S53,S398/1,S192/1
S338,S209/1,S265/1
S300,S211/1,S300/1
S368,S98/1,S317/1
